uin,award_name,awarded_by,award_year,award_country,award_level,award_source_url_1,award_source_url_2,award_source_url_3,award_processed_date_timestamp,award_inserted_date_timestamp,award_updated_timestamp,award_delete_flag_timestamp
AS007317,Second Prize in Anatomy,Delhi University,,India,National,https://www.apollo247.com/doctors/dr-nilakshi-deka-ed5e6455-f4ba-4361-ab0f-ea1408835384,,,2025-03-22 12:53:36,2025-03-22 12:53:36,,
AS007507,,,,,,,,,,,,
AS007509,,,,,,,,,,,,
AS007545,,,,,,,,,,,,
AS007567,,,,,,,,,,,,
AS007582,,,,,,,,,,,,
AS007658,,,,,,,,,,,,
AS007722,,,,,,,,,,,,
AS007731,,,,,,,,,,,,
AS007854,,,,,,,,,,,,
AS007861,,,,,,,,,,,,
AS007886,,,,,,,,,,,,
AS007891,,,,,,,,,,,,
AS007895,,,,,,,,,,,,
AS007896,,,,,,,,,,,,
AS007898,,,,,,,,,,,,
AS007901,,,,,,,,,,,,
AS008171,,,,,,,,,,,,
AS008245,,,,,,,,,,,,
AS008368,,,,,,,,,,,,
AS008416,,,,,,,,,,,,
AS008563,,,,,,,,,,,,
AS009116,,,,,,,,,,,,
AS009117,,,,,,,,,,,,
AS010612,,,,,,,,,,,,
AS010823,,,,,,,,,,,,
AS010831,,,,,,,,,,,,
AS010877,,,,,,,,,,,,
AS011262,,,,,,,,,,,,
AS011272,,,,,,,,,,,,
AS011348,,,,,,,,,,,,
AS011460,,,,,,,,,,,,
AS011516,,,,,,,,,,,,
AS011546,,,,,,,,,,,,
AS011765,,,,,,,,,,,,
AS011856,,,,,,,,,,,,
AS012204,,,,,,,,,,,,
AS012563,,,,,,,,,,,,
AS013044,,,,,,,,,,,,
AS014520,,,,,,,,,,,,
AS014527,,,,,,,,,,,,
AS014726,,,,,,,,,,,,
AS014849,,,,,,,,,,,,
AS015061,,,,,,,,,,,,
AS015312,,,,,,,,,,,,
AS015519,,,,,,,,,,,,
AS015607,,,,,,,,,,,,
AS015659,,,,,,,,,,,,
AS015987,,,,,,,,,,,,
AS016001,,,,,,,,,,,,
AS016865,,,,,,,,,,,,
AS017043,,,,,,,,,,,,
AS017100,,,,,,,,,,,,
AS017146,,,,,,,,,,,,
AS017156,,,,,,,,,,,,
AS017186,,,,,,,,,,,,
AS017502,,,,,,,,,,,,
AS017876,,,,,,,,,,,,
AS018897,,,,,,,,,,,,
AS019041,,,,,,,,,,,,
AS019140,,,,,,,,,,,,
AS019155,,,,,,,,,,,,
AS020484,,,,,,,,,,,,
AS022785,,,,,,,,,,,,
AS030181,,,,,,,,,,,,
AS033515,,,,,,,,,,,,
AS036346,,,,,,,,,,,,
AS038040,,,,,,,,,,,,
AS488872,,,,,,,,,,,,
BR000029,,,,,,,,,,,,
BR000184,,,,,,,,,,,,
BR000463,,,,,,,,,,,,
BR002599,,,,,,,,,,,,
BR002643,,,,,,,,,,,,
BR002789,,,,,,,,,,,,
BR002818,,,,,,,,,,,,
BR003124,,,,,,,,,,,,
BR003621,,,,,,,,,,,,
BR003654,,,,,,,,,,,,
BR003708,,,,,,,,,,,,
BR003740,,,,,,,,,,,,
BR003749,,,,,,,,,,,,
BR003809,,,,,,,,,,,,
BR003906,,,,,,,,,,,,
BR004068,,,,,,,,,,,,
BR004205,,,,,,,,,,,,
BR005202,,,,,,,,,,,,
BR005369,,,,,,,,,,,,
BR005831,,,,,,,,,,,,
BR005940,,,,,,,,,,,,
BR006098,,,,,,,,,,,,
BR006107,,,,,,,,,,,,
BR006112,,,,,,,,,,,,
BR006337,,,,,,,,,,,,
BR006467,,,,,,,,,,,,
BR006498,,,,,,,,,,,,
BR007089,,,,,,,,,,,,
BR007920,,,,,,,,,,,,
BR008291,,,,,,,,,,,,
BR008871,,,,,,,,,,,,
BR010542,,,,,,,,,,,,
BR010606,,,,,,,,,,,,
BR010644,,,,,,,,,,,,
BR010704,,,,,,,,,,,,
BR010798,,,,,,,,,,,,
BR011029,,,,,,,,,,,,
BR011032,,,,,,,,,,,,
BR011033,,,,,,,,,,,,
BR011043,,,,,,,,,,,,
BR011052,,,,,,,,,,,,
BR011106,,,,,,,,,,,,
BR011110,,,,,,,,,,,,
BR011112,,,,,,,,,,,,
BR011413,,,,,,,,,,,,
BR011508,,,,,,,,,,,,
BR011615,,,,,,,,,,,,
BR011876,,,,,,,,,,,,
BR011987,Group Awards of Excellence in Cardiology in the World,Sh Ghulam Navi Azad,2011.0,India,National,https://medigocare.com/doctor/dr-ajay-kumar-sinha/,,,2025-03-08 09:30:00,2025-03-08 09:30:00,,
BR011987,Healthcare Achievers Award,Times of India,2015.0,India,National,https://medigocare.com/doctor/dr-ajay-kumar-sinha/,,,2025-03-08 09:30:00,2025-03-08 09:30:00,,
BR011987,"Hon’ble CM, Delhi Distinguished Service Award",Dr. A.P.J Abdul Kalam,2008.0,India,National,https://medigocare.com/doctor/dr-ajay-kumar-sinha/,,,2025-03-08 09:30:00,2025-03-08 09:30:00,,
BR011987,"Hon’ble Minister of Health & Family Welfare, Govt. of India Award of Excellence in Cardiology",Mrs. Sheila Dikshit,2010.0,India,National,https://medigocare.com/doctor/dr-ajay-kumar-sinha/,,,2025-03-08 09:30:00,2025-03-08 09:30:00,,
BR011987,Young Cardiologist Award,Cordially Society of India,1999.0,India,National,https://medigocare.com/doctor/dr-ajay-kumar-sinha/,,,2025-03-08 09:30:00,2025-03-08 09:30:00,,
BR012000,,,,,,,,,,,,
BR012034,,,,,,,,,,,,
BR012067,,,,,,,,,,,,
BR012163,,,,,,,,,,,,
BR012316,,,,,,,,,,,,
BR012538,,,,,,,,,,,,
BR012551,,,,,,,,,,,,
BR012689,,,,,,,,,,,,
BR012708,,,,,,,,,,,,
BR012720,,,,,,,,,,,,
BR012909,,,,,,,,,,,,
BR012931,,,,,,,,,,,,
BR012956,,,,,,,,,,,,
BR013059,,,,,,,,,,,,
BR013191,,,,,,,,,,,,
BR013193,,,,,,,,,,,,
BR013199,,,,,,,,,,,,
BR013225,,,,,,,,,,,,
BR013597,,,,,,,,,,,,
BR013617,,,,,,,,,,,,
BR013661,,,,,,,,,,,,
BR014402,,,,,,,,,,,,
BR014427,,,,,,,,,,,,
BR014489,,,,,,,,,,,,
BR014804,,,,,,,,,,,,
BR014862,,,,,,,,,,,,
BR018651,,,,,,,,,,,,
BR019060,,,,,,,,,,,,
BR019268,,,,,,,,,,,,
BR020458,,,,,,,,,,,,
BR020748,Meritorious Service Award,,2016.0,India,National,https://www.practo.com/patna/doctor/pramod-kumar-ojha-cardiologist,,,2025-03-18 14:29:40,2025-03-18 14:29:40,,
BR021107,,,,,,,,,,,,
BR021496,,,,,,,,,,,,
BR021939,,,,,,,,,,,,
BR022107,,,,,,,,,,,,
BR022191,,,,,,,,,,,,
BR022661,,,,,,,,,,,,
BR022662,,,,,,,,,,,,
BR022738,Inspiring Endocrinologist of India,Economic Times,2019.0,India,National,https://www.parashospitals.com/patna/doctor-near-me/endocrinologist/dr-neeraj-sinha,,,2025-04-03 10:42:12,2025-04-03 10:42:12,,
BR023521,,,,,,,,,,,,
BR023533,,,,,,,,,,,,
BR024671,,,,,,,,,,,,
BR024676,,,,,,,,,,,,
BR025055,,,,,,,,,,,,
BR025060,,,,,,,,,,,,
BR025306,,,,,,,,,,,,
BR026407,,,,,,,,,,,,
BR026598,,,,,,,,,,,,
BR026757,,,,,,,,,,,,
BR027262,,,,,,,,,,,,
BR027265,,,,,,,,,,,,
BR027397,,,,,,,,,,,,
BR027784,,,,,,,,,,,,
BR027854,,,,,,,,,,,,
BR028172,,,,,,,,,,,,
BR028183,,,,,,,,,,,,
BR028571,,,,,,,,,,,,
BR028614,,,,,,,,,,,,
BR028617,,,,,,,,,,,,
BR028692,,,,,,,,,,,,
BR028739,,,,,,,,,,,,
BR028750,,,,,,,,,,,,
BR029287,,,,,,,,,,,,
BR029298,,,,,,,,,,,,
BR029332,,,,,,,,,,,,
BR029436,,,,,,,,,,,,
BR029644,,,,,,,,,,,,
BR029868,,,,,,,,,,,,
BR030365,,,,,,,,,,,,
BR030584,,,,,,,,,,,,
BR030716,,,,,,,,,,,,
BR030717,,,,,,,,,,,,
BR030720,,,,,,,,,,,,
BR030741,,,,,,,,,,,,
BR031075,,,,,,,,,,,,
BR032213,,,,,,,,,,,,
BR034207,,,,,,,,,,,,
BR035692,,,,,,,,,,,,
BR036307,,,,,,,,,,,,
BR036908,,,,,,,,,,,,
BR495798,,,,,,,,,,,,
BR496327,,,,,,,,,,,,
CG000208,,,,,,,,,,,,
CG000406,,,,,,,,,,,,
CG000421,,,,,,,,,,,,
CG000489,,,,,,,,,,,,
CG000494,,,,,,,,,,,,
CG000656,,,,,,,,,,,,
CG000689,,,,,,,,,,,,
CG001549,,,,,,,,,,,,
CG004057,,,,,,,,,,,,
CG004077,,,,,,,,,,,,
CG004108,,,,,,,,,,,,
CG004137,,,,,,,,,,,,
CG004147,First Endocrinologist of The State,,,India,National,https://www.practo.com/bangalore/doctor/dr-kalpana-dash-general-physician?practice_id=1158665&referrer=establishment_profile,,,2025-04-12 13:28:31,2025-04-12 13:28:31,,
CG004172,,,,,,,,,,,,
CG004217,,,,,,,,,,,,
CG004237,,,,,,,,,,,,
CG004264,,,,,,,,,,,,
CG004265,,,,,,,,,,,,
CG004367,,,,,,,,,,,,
CG004395,,,,,,,,,,,,
CG004498,,,,,,,,,,,,
CG004508,,,,,,,,,,,,
CG004609,,,,,,,,,,,,
CG004634,,,,,,,,,,,,
CG004700,,,,,,,,,,,,
CG004703,,,,,,,,,,,,
CG004745,,,,,,,,,,,,
CG004756,,,,,,,,,,,,
CG004764,,,,,,,,,,,,
CG004883,,,,,,,,,,,,
CG005021,Excellence in Emergency medicine Award,Federation of Emergency physicians India,2015.0,India,National,https://www.apollohospitals.com/doctors/cardiologist/bilaspur/dr-mahendra-prasad-samal,,,2025-03-22 11:13:26,2025-03-22 11:13:26,,
CG005021,Excellence in Emergency medicine Award,Andhra Pradesh chapter Society for Emergency Medicine,2015.0,India,National,https://www.apollohospitals.com/doctors/cardiologist/bilaspur/dr-mahendra-prasad-samal,,,2025-03-22 11:09:40,2025-03-22 11:09:40,,
CG005042,,,,,,,,,,,,
CG005364,,,,,,,,,,,,
CG005518,"Gold Medalist in 1st, 2nd and 3rd year MBBS",,,India,National,https://www.sehat.com/dr-ashish-malhotra-cardiologist-raipur,,,2025-03-07 09:30:00,2025-03-07 09:30:00,,
CG005682,,,,,,,,,,,,
CG005785,,,,,,,,,,,,
CG005806,,,,,,,,,,,,
CG005830,,,,,,,,,,,,
CG006211,,,,,,,,,,,,
CG006293,,,,,,,,,,,,
CG006530,,,,,,,,,,,,
CG006664,,,,,,,,,,,,
CG007052,,,,,,,,,,,,
CG007095,,,,,,,,,,,,
CG007152,,,,,,,,,,,,
CG007170,,,,,,,,,,,,
CG007171,,,,,,,,,,,,
CG008256,,,,,,,,,,,,
CG008545,,,,,,,,,,,,
CG008546,,,,,,,,,,,,
CG008656,Winner amongst Top 40  A V Gandhi Award,Society for Cardiovascular Angiography and Interventions,,United States of America,International,https://www.motiramaniheartclinic.com/about-us/,,,2025-06-17 09:11:21,2025-06-17 09:11:21,,
CG008656,University Gold Medal – First position in Department of Surgery,,,India,National,https://www.motiramaniheartclinic.com/about-us/,,,2025-06-17 09:11:21,2025-06-17 09:11:21,,
CG008656,Certificate of Merit – Department of Surgery and Department of Obstetrics and Gynecology,,,India,National,https://www.motiramaniheartclinic.com/about-us/,,,2025-06-17 09:11:21,2025-06-17 09:11:21,,
CG008656,University Gold medal – First Position in Department of Ophthalmology,,,India,National,https://www.motiramaniheartclinic.com/about-us/,,,2025-06-17 09:11:21,2025-06-17 09:11:21,,
CG008656,Certificate of Merit – Department of Ophthalmology,,,India,National,https://www.motiramaniheartclinic.com/about-us/,,,2025-06-17 09:11:21,2025-06-17 09:11:21,,
CG008656,University Gold Medal – first position in Department of Forensic Medicine and Toxicology,,,India,National,https://www.motiramaniheartclinic.com/about-us/,,,2025-06-17 09:11:21,2025-06-17 09:11:21,,
CG008656,College Gold Medal – Distinction in Department of forensic Medicine and Toxicology,,,India,National,https://www.motiramaniheartclinic.com/about-us/,,,2025-06-17 09:11:21,2025-06-17 09:11:21,,
CG008656,College Gold Medal – First Position in Department of Microbiology,,,India,National,https://www.motiramaniheartclinic.com/about-us/,,,2025-06-17 09:11:21,2025-06-17 09:11:21,,
CG008656,College Silver Medal – Second Position in second year examination,,,India,National,https://www.motiramaniheartclinic.com/about-us/,,,2025-06-17 09:11:21,2025-06-17 09:11:21,,
CG008656,"Certificate of Merit – Department of Pathology, Microbiology and Pharmacology",,,India,National,https://www.motiramaniheartclinic.com/about-us/,,,2025-06-17 09:11:21,2025-06-17 09:11:21,,
CG008656,Merit Scholarship Award,,2002.0,India,National,https://www.motiramaniheartclinic.com/about-us/,,,2025-06-17 09:11:21,2025-06-17 09:11:21,,
CG008656,Certificate of Merit – Department of Anatomy and Physiology,,,India,National,https://www.motiramaniheartclinic.com/about-us/,,,2025-06-17 09:11:21,2025-06-17 09:11:21,,
CG008656,Merit Scholarship Award,,2003.0,India,National,https://www.motiramaniheartclinic.com/about-us/,,,2025-06-17 09:11:21,2025-06-17 09:11:21,,
CG008788,,,,,,,,,,,,
CG009056,,,,,,,,,,,,
CG009070,,,,,,,,,,,,
CG009198,,,,,,,,,,,,
CG009297,,,,,,,,,,,,
CG010756,,,,,,,,,,,,
CG020441,,,,,,,,,,,,
CG020485,,,,,,,,,,,,
CG492141,,,,,,,,,,,,
CH000423,,,,,,,,,,,,
CH000547,,,,,,,,,,,,
CH000717,,,,,,,,,,,,
CH000825,,,,,,,,,,,,
CH001078,,,,,,,,,,,,
CH001088,,,,,,,,,,,,
CH001434,,,,,,,,,,,,
CH001769,,,,,,,,,,,,
CH002293,,,,,,,,,,,,
CH002307,,,,,,,,,,,,
CH002892,,,,,,,,,,,,
CH002929,,,,,,,,,,,,
CH005109,,,,,,,,,,,,
CH006090,,,,,,,,,,,,
CH018915,,,,,,,,,,,,
DL000082,,,,,,,,,,,,
DL000119,,,,,,,,,,,,
DL000232,,,,,,,,,,,,
DL000234,Ayushman India Award,,2021.0,India,National,https://www.practo.com/delhi/doctor/dr-naveen-bhamri-cardiologist-1,,,2025-03-18 17:59:51,2025-03-18 17:59:51,,
DL000234,Best Cardiologist Award,,2019.0,India,National,https://www.practo.com/delhi/doctor/dr-naveen-bhamri-cardiologist-1,,,2025-03-18 17:59:51,2025-03-18 17:59:51,,
DL000234,Best Medical Student Award,"Gwalior Medicos, Delhi",2012.0,India,National,https://www.practo.com/delhi/doctor/dr-naveen-bhamri-cardiologist-1,,,2025-03-18 17:59:51,2025-03-18 17:59:51,,
DL000234,India Healthcare Award,,2018.0,India,National,https://www.practo.com/delhi/doctor/dr-naveen-bhamri-cardiologist-1,,,2025-03-18 17:59:51,2025-03-18 17:59:51,,
DL000234,Pratigya Award,,2018.0,India,National,https://www.practo.com/delhi/doctor/dr-naveen-bhamri-cardiologist-1,,,2025-03-18 17:59:51,2025-03-18 17:59:51,,
DL000234,The Max Healthcare Annual Award,,2021.0,India,National,https://www.practo.com/delhi/doctor/dr-naveen-bhamri-cardiologist-1,,,2025-03-18 17:59:51,2025-03-18 17:59:51,,
DL000234,Value You Award,Max Healthcare,2017.0,India,National,https://www.practo.com/delhi/doctor/dr-naveen-bhamri-cardiologist-1,,,2025-03-18 17:59:51,2025-03-18 17:59:51,,
DL000234,VashisthaChikitsa Ratan Award,,2016.0,India,National,https://www.practo.com/delhi/doctor/dr-naveen-bhamri-cardiologist-1,,,2025-03-18 17:59:51,2025-03-18 17:59:51,,
DL000242,,,,,,,,,,,,
DL000312,,,,,,,,,,,,
DL000402,,,,,,,,,,,,
DL001629,Gold Medal-Best outgoing DM student,"Kasturba Medical College, Manipal",2018.0,India,National,https://drsushantwattal.com/about.html,,,2025-06-17 09:16:56,2025-06-17 09:16:56,,
DL001629,IHJ-AV Gandhi Award for being ranked in Top 50 Researches,,2017.0,India,National,https://drsushantwattal.com/about.html,,,2025-06-17 09:16:56,2025-06-17 09:16:56,,
DL001629,GEM (Going Extra Mile) Award for medical excellence,MAX Healthcare,2018.0,India,National,https://drsushantwattal.com/about.html,,,2025-06-17 09:16:56,2025-06-17 09:16:56,,
DL001718,,,,,,,,,,,,
DL001852,,,,,,,,,,,,
DL001861,,,,,,,,,,,,
DL001885,,,,,,,,,,,,
DL001896,Gold Medallist,,,India,National,https://www.practo.com/delhi/doctor/dr-sudhish-sehra-diabetologist,,,2025-04-08 15:33:51,2025-04-08 15:33:51,,
DL001918,,,,,,,,,,,,
DL002140,,,,,,,,,,,,
DL002486,,,,,,,,,,,,
DL002634,,,,,,,,,,,,
DL002726,,,,,,,,,,,,
DL002859,,,,,,,,,,,,
DL002865,,,,,,,,,,,,
DL002944,,,,,,,,,,,,
DL002952,,,,,,,,,,,,
DL003065,,,,,,,,,,,,
DL003221,,,,,,,,,,,,
DL003433,,,,,,,,,,,,
DL003992,,,,,,,,,,,,
DL004006,,,,,,,,,,,,
DL004225,,,,,,,,,,,,
DL004554,,,,,,,,,,,,
DL004651,,,,,,,,,,,,
DL004679,,,,,,,,,,,,
DL004844,,,,,,,,,,,,
DL004922,,,,,,,,,,,,
DL004950,,,,,,,,,,,,
DL004964,Gold Medal Award For Best Paper,,2014.0,India,National,https://www.practo.com/delhi/doctor/sajal-gupta-cardiologist,,,2025-03-26 14:55:02,2025-03-26 14:55:02,,
DL004967,,,,,,,,,,,,
DL004971,,,,,,,,,,,,
DL004977,European Society Certified Cardiac Device Implanter,,2015.0,India,National,https://www.practo.com/delhi/doctor/vikas-kataria-cardiologist,,,2025-04-04 10:28:24,2025-04-04 10:28:24,,
DL005221,,,,,,,,,,,,
DL005249,,,,,,,,,,,,
DL005260,,,,,,,,,,,,
DL005364,Col. K.L. Chopra Research Award,Cardiological Society of India,1993.0,India,National,https://www.practo.com/delhi/doctor/dr-subhash-chandra-1-pain-management-specialist?practice_id=680128&specialization=Cardiac%20Ablation&referrer=doctor_listing&category_name=service&category_id=47,,,2025-03-27 16:28:05,2025-03-27 16:28:05,,
DL005364,Sujoy B. Roy Young Investigator Award,Cardiological Society of India,1989.0,India,National,https://www.practo.com/delhi/doctor/dr-subhash-chandra-1-pain-management-specialist?practice_id=680128&specialization=Cardiac%20Ablation&referrer=doctor_listing&category_name=service&category_id=47,,,2025-03-27 16:48:28,2025-03-27 16:48:28,,
DL005364,Sujoy B. Roy Young Investigator Award,Cardiological Society of India,1997.0,India,National,https://www.practo.com/delhi/doctor/dr-subhash-chandra-1-pain-management-specialist?practice_id=680128&specialization=Cardiac%20Ablation&referrer=doctor_listing&category_name=service&category_id=47,,,2025-03-27 16:40:30,2025-03-27 16:40:30,,
DL005473,,,,,,,,,,,,
DL005478,,,,,,,,,,,,
DL005747,,,,,,,,,,,,
DL005982,,,,,,,,,,,,
DL006523,,,,,,,,,,,,
DL006532,,,,,,,,,,,,
DL006589,C M Bhargav Gold Medal,,1992.0,India,National,https://www.practo.com/delhi/doctor/sanjay-gogia-internal-medicine-1,,,2025-04-08 13:02:15,2025-04-08 13:02:15,,
DL006589,Dr S M Sen Gold Medal,,1995.0,India,National,https://www.practo.com/delhi/doctor/sanjay-gogia-internal-medicine-1,,,2025-04-08 13:02:15,2025-04-08 13:02:15,,
DL006589,Max Healthcare Chairmans Award,,2009.0,India,National,https://www.practo.com/delhi/doctor/sanjay-gogia-internal-medicine-1,,,2025-04-08 13:02:15,2025-04-08 13:02:15,,
DL006589,Tavra Ben Vishu Prasad Gold Medal,,1994.0,India,National,https://www.practo.com/delhi/doctor/sanjay-gogia-internal-medicine-1,,,2025-04-08 13:02:15,2025-04-08 13:02:15,,
DL006777,,,,,,,,,,,,
DL007122,Times Health Care Achievers Award,,2018.0,India,National,https://www.drjpssawhney.com/about.html,,,2025-06-17 09:42:34,2025-06-17 09:42:34,,
DL007122,Vashisht Chikitsa Award,,2016.0,India,National,https://www.drjpssawhney.com/about.html,,,2025-06-17 09:42:34,2025-06-17 09:42:34,,
DL007122,Distinguished Service Award,,2007.0,India,National,https://www.drjpssawhney.com/about.html,,,2025-06-17 09:42:34,2025-06-17 09:42:34,,
DL007122,Distinguished Achievement of Highest Order,,2005.0,India,National,https://www.drjpssawhney.com/about.html,,,2025-06-17 09:42:34,2025-06-17 09:42:34,,
DL007122,Rashtriya Rattan Award,,2004.0,India,National,https://www.drjpssawhney.com/about.html,,,2025-06-17 09:42:34,2025-06-17 09:42:34,,
DL007122,Dr. Venkat Rao Oration Award,,2004.0,India,National,https://www.drjpssawhney.com/about.html,,,2025-06-17 09:42:34,2025-06-17 09:42:34,,
DL007122,Silver Jubilee Oration Award,,2001.0,India,National,https://www.drjpssawhney.com/about.html,,,2025-06-17 09:42:34,2025-06-17 09:42:34,,
DL007122,"Undergraduate Honours – Anatomy, Pharmacology",,1997.0,India,National,https://www.drjpssawhney.com/about.html,,,2025-06-17 09:42:34,2025-06-17 09:42:34,,
DL007122,5 Gold Medal during MBBS,,,India,National,https://www.drjpssawhney.com/,,,2025-06-17 09:42:34,2025-06-17 09:42:34,,
DL007122,1 Gold Medal during MD (Medicine),,,India,National,https://www.drjpssawhney.com/,,,2025-06-17 09:42:34,2025-06-17 09:42:34,,
DL007412,,,,,,,,,,,,
DL008040,,,,,,,,,,,,
DL008056,,,,,,,,,,,,
DL008073,Gold Medallist,,1991.0,India,National,https://crossborderscare.com/dr-pradeep-jain-interventional-cardiologist-in-india/,,,2025-04-08 10:45:06,2025-04-08 10:45:06,,
DL008073,Indian Healthcare Excellence Award,,,India,National,https://crossborderscare.com/dr-pradeep-jain-interventional-cardiologist-in-india/,,,2025-04-08 10:45:06,2025-04-08 10:45:06,,
DL008085,,,,,,,,,,,,
DL008135,,,,,,,,,,,,
DL008145,Chancellor Medal,,1976.0,India,National,https://www.practo.com/delhi/doctor/dr-sunil-modi-cardiologist-1,,,2025-04-09 09:57:43,2025-04-09 09:57:43,,
DL008145,Chancellor Medal,,1975.0,India,National,https://www.practo.com/delhi/doctor/dr-sunil-modi-cardiologist-1,,,2025-04-09 09:46:07,2025-04-09 09:46:07,,
DL008145,Gold Medal,,,India,National,https://www.practo.com/delhi/doctor/dr-sunil-modi-cardiologist-1,,,2025-04-09 09:37:37,2025-04-09 09:37:37,,
DL008147,,,,,,,,,,,,
DL008183,Best Challenging Case Presentation Award,,2012.0,India,National,https://www.drnnkhanna.com/overview/,,,2025-04-05 11:12:11,2025-04-05 11:12:11,,
DL008183,Distinguished Services Award,World Congress on Clinical & Preventive Cardiology,,India,International,https://www.drnnkhanna.com/overview/,,,2025-04-05 11:12:11,2025-04-05 11:12:11,,
DL008183,Glory of India Award,World Congress on Clinical & Preventive Cardiology,,India,International,https://www.drnnkhanna.com/overview/,,,2025-04-05 11:12:11,2025-04-05 11:12:11,,
DL008183,International Award of Excellence in Cardiology,,2013.0,India,International,https://www.drnnkhanna.com/overview/,,,2025-04-05 11:12:11,2025-04-05 11:12:11,,
DL008183,International Gold Star Award,World Congress on Clinical & Preventive Cardiology,,India,International,https://www.drnnkhanna.com/overview/,,,2025-04-05 11:12:11,2025-04-05 11:12:11,,
DL008183,Mother Teresa Excellence Award,,2013.0,India,National,https://www.drnnkhanna.com/overview/,,,2025-04-05 11:12:11,2025-04-05 11:12:11,,
DL008183,Purushottam Lal Award,Indian Medical Association,,India,National,https://www.drnnkhanna.com/overview/,,,2025-04-05 11:12:11,2025-04-05 11:12:11,,
DL008183,Rajeev Gandhi Excellence Award,World Congress on Clinical & Preventive Cardiology,,India,International,https://www.drnnkhanna.com/overview/,,,2025-04-05 11:12:11,2025-04-05 11:12:11,,
DL008183,Santhok Singh Memorial Award,Association of Surgeons in India,,India,National,https://www.drnnkhanna.com/overview/,,,2025-04-05 11:12:11,2025-04-05 11:12:11,,
DL008183,The Best Citizens of India Award,,,India,National,https://www.drnnkhanna.com/overview/,,,2025-04-05 11:12:11,2025-04-05 11:12:11,,
DL008213,Financial Grant,Liver Care Foundation,2013.0,India,National,https://patienthelp247.com/doctor/dr-amit-jindal/,,,2025-03-19 17:08:37,2025-03-19 17:08:37,,
DL008215,,,,,,,,,,,,
DL008227,,,,,,,,,,,,
DL008229,,,,,,,,,,,,
DL008263,Excellence in Medicine Award,,,India,National,https://www.practo.com/delhi/doctor/dr-pankaj-soni-internal-medicine,,,2025-04-04 11:09:05,2025-04-04 11:09:05,,
DL008263,University Gold Medallist in MBBS,,,India,National,https://www.practo.com/delhi/doctor/dr-pankaj-soni-internal-medicine,,,2025-04-04 11:09:05,2025-04-04 11:09:05,,
DL008267,,,,,,,,,,,,
DL008281,Best Challenging Case Award,TCT Asia-Pacific. Seoul,2006.0,South Korea,International,"https://www.practo.com/delhi/doctor/dr-sumeet-sethi-cardiologist-1#:~:text=with%20top%20hospitals-,Dr.,at%20Max%20Hospital%20in%20Gurgaon.",,,2025-04-07 13:07:55,2025-04-07 13:07:55,,
DL008291,Chikitsa Ratna Award,,,India,National,https://www.practo.com/delhi/doctor/dr-viveka-kumar-cardiologist,,,2025-04-04 16:14:51,2025-04-04 16:14:51,,
DL008291,Vidya Ratna Award,,,India,National,https://www.practo.com/delhi/doctor/dr-viveka-kumar-cardiologist,,,2025-04-04 16:03:15,2025-04-04 16:03:15,,
DL008291,Dr. K Sharan Cardiology Excellence Award,Indian Medical Association,,India,National,https://drvivekakumar.com/about/,,,2025-06-17 09:28:12,2025-06-17 09:28:12,,
DL008291,Life Time Achievement Award,Gastric Society of India,,India,National,https://drvivekakumar.com/about/,,,2025-06-17 09:28:12,2025-06-17 09:28:12,,
DL008291,Chikitsa Award,,,India,National,https://drvivekakumar.com/about/,,,2025-06-17 09:28:12,2025-06-17 09:28:12,,
DL008291,Award for contribution in Cardiology,American Association of Cardiologist of Indian origin,2023.0,United States of America,International,https://drvivekakumar.com/about/,,,2025-06-17 09:28:12,2025-06-17 09:28:12,,
DL008310,,,,,,,,,,,,
DL008328,,,,,,,,,,,,
DL008340,Distinguished Service Award,WCPCGC,2009.0,India,National,https://www.practo.com/delhi/doctor/dr-rajeev-rajput-cardiologist,,,2025-03-24 09:55:21,2025-03-24 09:55:21,,
DL008340,Fellow Award,,2007.0,India,National,https://www.practo.com/delhi/doctor/dr-rajeev-rajput-cardiologist,,,2025-03-24 09:30:47,2025-03-24 09:30:47,,
DL008340,Fellow Award,,2007.0,India,National,https://www.practo.com/delhi/doctor/dr-rajeev-rajput-cardiologist,,,2025-03-24 09:44:29,2025-03-24 09:44:29,,
DL008340,Fellow Award,,2007.0,India,National,https://www.practo.com/delhi/doctor/dr-rajeev-rajput-cardiologist,,,2025-03-24 09:01:45,2025-03-24 09:01:45,,
DL008340,Fellow Award,,2010.0,India,National,https://www.practo.com/delhi/doctor/dr-rajeev-rajput-cardiologist,,,2025-03-24 09:49:10,2025-03-24 09:49:10,,
DL008352,,,,,,,,,,,,
DL008372,,,,,,,,,,,,
DL008403,Gold Medal,TMC Can Champion Study,2016.0,,National,https://sgrh.com/departments/cardiology/ashwani-mehta,,,2025-03-08 09:00:00,2025-03-08 09:00:00,,
DL008418,,,,,,,,,,,,
DL008428,,,,,,,,,,,,
DL008441,,,,,,,,,,,,
DL008479,,,,,,,,,,,,
DL008485,,,,,,,,,,,,
DL008497,,,,,,,,,,,,
DL008506,,,,,,,,,,,,
DL008524,,,,,,,,,,,,
DL008550,,,,,,,,,,,,
DL008552,,,,,,,,,,,,
DL008583,,,,,,,,,,,,
DL008649,"Selected as a Specialist in Central Govt. Health Services, through UPSC",,,India,National,https://www.practo.com/delhi/doctor/dr-jagdeep-chugh-cardiologist,,,2025-03-29 10:09:44,2025-03-29 10:09:44,,
DL008719,,,,,,,,,,,,
