client_doctor_code,campaign_start_date_(month_year),hcp_email_open_rate,hcp_whatsapp_read_rate,hcp_email_click_rate,hcp_whatsapp_click_rate,hcp_call_productive_rate,last_call_connected_date_(selected_month),average_duration_connected_calls
MP000447,2025-05-01,1.0,,,,,,
MP000709,2025-05-01,0.5,0.25,,,,,
MP000773,2025-05-01,0.5,0.5,,,,,
MP001199,2025-05-01,,0.25,,,,,
MP001524,2025-05-01,,1.0,,,,,
MP001693,2025-05-01,0.75,1.0,,,,,
MP001734,2025-05-01,0.75,1.0,,,,,
MP001781,2025-05-01,1.0,1.0,,,,,
MP001800,2025-05-01,,1.0,,,,,
MP001802,2025-05-01,1.0,1.0,,,,,
MP001886,2025-05-01,,0.75,,,,,
MP002007,2025-05-01,,1.0,,,,,
MP002028,2025-05-01,,0.75,,,,,
MP002054,2025-05-01,0.5,,,,,,
MP002072,2025-05-01,,1.0,,,,,
MP002293,2025-05-01,0.75,,,,,,
MP002363,2025-05-01,,1.0,,,,,
MP002473,2025-05-01,,0.25,,0.25,,,
MP002508,2025-05-01,,1.0,,,,,
MP002524,2025-05-01,,1.0,,,,,
MP002650,2025-05-01,0.75,1.0,,,,,
MP002803,2025-05-01,1.0,,,,,,
MP002928,2025-05-01,1.0,,,,,,
MP003436,2025-05-01,1.0,1.0,,,,,
MP003785,2025-05-01,1.0,,,,,,
MP004103,2025-05-01,0.5,,,,,,
MP004129,2025-05-01,,1.0,,,,,
MP004144,2025-05-01,1.0,,,,,,
MP004182,2025-05-01,0.75,0.25,,,,,
MP004194,2025-05-01,,1.0,,,,,
MP004240,2025-05-01,,1.0,,,,,
MP004369,2025-05-01,1.0,0.25,,,,,
MP004454,2025-05-01,,0.75,,,,,
MP004475,2025-05-01,,1.0,,,,,
MP004697,2025-05-01,,1.0,,,,,
MP005002,2025-05-01,0.5,1.0,,,,,
MP005159,2025-05-01,1.0,,,,,,
MP005501,2025-05-01,0.75,1.0,,,,,
MP005536,2025-05-01,,0.25,,,,,
MP005556,2025-05-01,0.75,,,,,,
MP006742,2025-05-01,,1.0,,0.25,,,
MP006743,2025-05-01,0.75,,,,,,
MP006828,2025-05-01,,1.0,,,,,
MP007111,2025-05-01,0.75,,,,,,
MP007211,2025-05-01,0.5,0.75,,,,,
MP008563,2025-05-01,,1.0,,,,,
MP008716,2025-05-01,0.75,,,,,,
MP008896,2025-05-01,,1.0,,,,,
MP009003,2025-05-01,,1.0,,,,,
MP009397,2025-05-01,1.0,1.0,,,,,
MP009411,2025-05-01,1.0,,,,,,
MP009428,2025-05-01,1.0,0.25,,,,,
MP009560,2025-05-01,0.75,,,,,,
MP009596,2025-05-01,,1.0,,,,,
MP009612,2025-05-01,0.75,1.0,,,,,
MP009664,2025-05-01,0.5,,,,,,
MP009674,2025-05-01,0.25,1.0,,,,,
MP009688,2025-05-01,0.75,0.75,,,,,
MP009701,2025-05-01,0.5,,,,,,
MP009738,2025-05-01,0.75,0.75,,,,,
MP009772,2025-05-01,1.0,,,,,,
MP009774,2025-05-01,0.5,1.0,,,,,
MP009884,2025-05-01,1.0,,,,,,
MP009970,2025-05-01,,1.0,,,,,
MP009973,2025-05-01,0.75,1.0,,,,,
MP009996,2025-05-01,0.75,,,,,,
MP010040,2025-05-01,0.5,,,,,,
MP010203,2025-05-01,0.5,1.0,,,,,
MP010239,2025-05-01,0.5,,,,,,
MP010303,2025-05-01,1.0,,,,,,
MP010381,2025-05-01,0.75,0.75,,,,,
MP010393,2025-05-01,,1.0,,,,,
MP010404,2025-05-01,0.75,1.0,,,,,
MP010441,2025-05-01,1.0,1.0,,,,,
MP010468,2025-05-01,0.5,,,,,,
MP010480,2025-05-01,0.5,0.5,,,,,
MP010528,2025-05-01,1.0,,,,,,
MP010666,2025-05-01,0.25,,,,,,
MP010682,2025-05-01,1.0,0.25,,,,,
MP010804,2025-05-01,0.75,1.0,,,,,
MP011142,2025-05-01,,1.0,,,,,
MP011191,2025-05-01,,1.0,,0.25,,,
MP011213,2025-05-01,0.5,,,,,,
MP011279,2025-05-01,1.0,,,,,,
MP011288,2025-05-01,,0.75,,,,,
MP011289,2025-05-01,1.0,,,,,,
MP011292,2025-05-01,0.25,1.0,,0.25,,,
MP011304,2025-05-01,0.5,0.75,,,,,
MP011395,2025-05-01,0.75,,,,,,
MP011468,2025-05-01,1.0,,,,,,
MP011569,2025-05-01,,1.0,,,,,
MP011652,2025-05-01,,1.0,,,,,
MP011673,2025-05-01,,1.0,,,,,
MP011704,2025-05-01,1.0,0.75,,,,,
MP011755,2025-05-01,1.0,1.0,,,,,
MP011804,2025-05-01,0.75,1.0,,,,,
MP011827,2025-05-01,1.0,1.0,,,,,
MP011860,2025-05-01,0.25,1.0,,,,,
MP011940,2025-05-01,0.5,,,,,,
MP011947,2025-05-01,1.0,,,,,,
MP011956,2025-05-01,0.5,1.0,,,,,
MP011980,2025-05-01,0.75,,,,,,
MP012051,2025-05-01,0.75,,,,,,
MP012054,2025-05-01,,0.5,,,,,
MP012058,2025-05-01,,0.75,,,,,
MP012169,2025-05-01,0.5,,,,,,
MP012174,2025-05-01,,1.0,,,,,
MP012177,2025-05-01,1.0,0.75,0.5,,,,
MP012187,2025-05-01,,1.0,,,,,
MP012202,2025-05-01,1.0,1.0,,,,,
MP012241,2025-05-01,0.75,1.0,,0.25,,,
MP012360,2025-05-01,1.0,,,,,,
MP012368,2025-05-01,0.5,,,,,,
MP012379,2025-05-01,,1.0,,,,,
MP012401,2025-05-01,,0.5,,,,,
MP012462,2025-05-01,1.0,1.0,,,,,
MP012469,2025-05-01,0.5,,,,,,
MP012503,2025-05-01,0.75,0.5,,,,,
MP012515,2025-05-01,0.75,,,,,,
MP012527,2025-05-01,,1.0,,,,,
MP012532,2025-05-01,0.6666666666666666,,,,,,
MP012551,2025-05-01,,1.0,,,,,
MP012555,2025-05-01,0.5,,,,,,
MP012635,2025-05-01,0.5,,,,,,
MP012642,2025-05-01,1.0,,,,,,
MP012656,2025-05-01,1.0,1.0,,,,,
MP012729,2025-05-01,,0.75,,,,,
MP012737,2025-05-01,0.5,0.5,,,,,
MP012741,2025-05-01,,0.5,,,,,
MP012815,2025-05-01,0.75,,,,,,
MP012870,2025-05-01,1.0,,,,,,
MP012908,2025-05-01,1.0,,,,,,
MP012950,2025-05-01,,0.5,,,,,
MP012952,2025-05-01,0.5,,,,,,
MP012955,2025-05-01,0.75,,,,,,
MP012973,2025-05-01,0.75,,,,,,
MP013032,2025-05-01,1.0,,,,,,
MP013033,2025-05-01,0.75,1.0,,,,,
MP013039,2025-05-01,0.75,,,,,,
MP013074,2025-05-01,0.75,,,,,,
MP013111,2025-05-01,0.75,1.0,,,,,
MP013128,2025-05-01,0.75,,,,,,
MP013170,2025-05-01,0.75,1.0,,,,,
MP013178,2025-05-01,,1.0,,,,,
MP013484,2025-05-01,1.0,1.0,,,,,
MP013489,2025-05-01,,0.75,,,,,
MP013500,2025-05-01,,0.5,,,,,
MP013501,2025-05-01,0.75,,,,,,
MP013616,2025-05-01,,1.0,,,,,
MP013697,2025-05-01,0.5,,,,,,
MP013949,2025-05-01,,0.75,,,,,
MP014167,2025-05-01,1.0,1.0,,,,,
MP014457,2025-05-01,0.75,,,,,,
MP015425,2025-05-01,,1.0,,,,,
MP015907,2025-05-01,0.75,1.0,,,,,
MP015994,2025-05-01,,1.0,,,,,
MP016019,2025-05-01,,1.0,,,,,
MP016612,2025-05-01,0.75,1.0,,,,,
MP016799,2025-05-01,,0.75,,,,,
MP016812,2025-05-01,,1.0,,,,,
MP016845,2025-05-01,0.75,0.75,,,,,
MP016914,2025-05-01,0.5,0.75,,,,,
MP016950,2025-05-01,,1.0,,,,,
MP017205,2025-05-01,1.0,1.0,,,,,
MP017302,2025-05-01,,1.0,,,,,
MP017348,2025-05-01,,1.0,,,,,
MP017468,2025-05-01,0.75,,,,,,
MP017509,2025-05-01,,1.0,,,,,
MP017565,2025-05-01,0.5,1.0,,,,,
MP017566,2025-05-01,0.75,0.5,,,,,
MP017657,2025-05-01,0.75,,,,,,
MP017743,2025-05-01,0.75,,,,,,
MP017773,2025-05-01,1.0,0.25,,,,,
MP017892,2025-05-01,0.75,0.25,,,,,
MP018251,2025-05-01,1.0,,,,,,
MP018287,2025-05-01,,1.0,,,,,
MP018330,2025-05-01,1.0,0.5,,,,,
MP018406,2025-05-01,,1.0,,,,,
MP018410,2025-05-01,,1.0,,0.25,,,
MP018427,2025-05-01,,1.0,,,,,
MP018737,2025-05-01,1.0,1.0,,,,,
MP018884,2025-05-01,0.5,,,,,,
MP019030,2025-05-01,,0.75,,,,,
MP019070,2025-05-01,1.0,1.0,,,,,
MP019104,2025-05-01,0.75,0.75,,,,,
MP019167,2025-05-01,1.0,0.5,,,,,
MP019927,2025-05-01,1.0,0.25,,,,,
MP020108,2025-05-01,,0.75,,,,,
MP020510,2025-05-01,0.5,1.0,,,,,
MP020977,2025-05-01,,0.5,,0.25,,,
MP021010,2025-05-01,1.0,,,,,,
MP021186,2025-05-01,0.3333333333333333,1.0,,,,,
MP021450,2025-05-01,0.5,1.0,,,,,
MP021495,2025-05-01,0.75,0.25,,,,,
MP021584,2025-05-01,1.0,,,,,,
MP022000,2025-05-01,0.6666666666666666,,,,,,
MP022034,2025-05-01,0.75,1.0,,,,,
MP022087,2025-05-01,,1.0,,,,,
MP022167,2025-05-01,0.75,,,,,,
MP022254,2025-05-01,,1.0,,,,,
MP022627,2025-05-01,,1.0,,,,,
MP022825,2025-05-01,1.0,,,,,,
MP022828,2025-05-01,0.5,,,,,,
MP023043,2025-05-01,0.5,,,,,,
MP023390,2025-05-01,,0.75,,,,,
MP023432,2025-05-01,,1.0,,,,,
MP023507,2025-05-01,,1.0,,,,,
MP023624,2025-05-01,0.75,1.0,,,,,
MP023637,2025-05-01,0.5,0.25,,,,,
MP023755,2025-05-01,,0.5,,,,,
MP023827,2025-05-01,1.0,1.0,,,,,
MP023859,2025-05-01,0.5,,,,,,
MP024183,2025-05-01,0.5,,,,,,
MP024203,2025-05-01,,1.0,,,,,
MP024233,2025-05-01,,1.0,,,,,
MP024618,2025-05-01,,1.0,,,,,
MP024625,2025-05-01,0.5,,,,,,
MP024652,2025-05-01,0.75,0.75,,,,,
MP024671,2025-05-01,0.5,0.25,,,,,
MP024718,2025-05-01,0.75,0.5,,,,,
MP024787,2025-05-01,,1.0,,0.25,,,
MP028772,2025-05-01,0.75,1.0,,,,,
MP028775,2025-05-01,1.0,,,,,,
MP028939,2025-05-01,0.5,,,,,,
MP029147,2025-05-01,,1.0,,,,,
MP030943,2025-05-01,0.75,0.5,,,,,
MP038105,2025-05-01,,1.0,,,,,
MP491805,2025-05-01,0.75,,,,,,
MZ000217,2025-05-01,1.0,,,,,,
MZ000225,2025-05-01,,0.25,,,,,
MZ000375,2025-05-01,0.75,,,,,,
MZ000379,2025-05-01,,1.0,,,,,
MZ000547,2025-05-01,,0.75,,,,,
NL000180,2025-05-01,,1.0,,,,,
NL000455,2025-05-01,,1.0,,,,,
NL000481,2025-05-01,,1.0,,,,,
NL000540,2025-05-01,,0.75,,,,,
NL001016,2025-05-01,1.0,1.0,,,,,
NL001382,2025-05-01,,1.0,,,,,
OD000017,2025-05-01,1.0,0.25,,,,,
OD000044,2025-05-01,0.75,1.0,,,,,
OD000065,2025-05-01,1.0,1.0,,,,,
OD000094,2025-05-01,,1.0,,,,,
OD000116,2025-05-01,1.0,,,,,,
OD000154,2025-05-01,1.0,1.0,,,,,
OD000155,2025-05-01,0.75,,,,,,
OD000233,2025-05-01,0.75,1.0,,,,,
OD000584,2025-05-01,,0.75,,,,,
OD001127,2025-05-01,0.5,,,,,,
OD001279,2025-05-01,0.75,,,,,,
OD001341,2025-05-01,,1.0,,0.5,,,
OD001362,2025-05-01,0.75,,,,,,
OD001654,2025-05-01,,1.0,,,,,
OD001786,2025-05-01,0.6666666666666666,1.0,,,,,
OD001964,2025-05-01,0.5,1.0,,,,,
OD001993,2025-05-01,0.75,1.0,,,,,
OD002201,2025-05-01,1.0,1.0,,,,,
OD002357,2025-05-01,1.0,,,,,,
OD002470,2025-05-01,,1.0,,,,,
OD002490,2025-05-01,0.75,1.0,,,,,
OD002515,2025-05-01,0.75,,,,,,
OD002622,2025-05-01,0.75,1.0,,,,,
OD002640,2025-05-01,0.75,1.0,,,,,
OD003079,2025-05-01,0.75,0.25,,,,,
OD003098,2025-05-01,,1.0,,,,,
OD003203,2025-05-01,1.0,0.25,,,,,
OD003209,2025-05-01,0.75,,,,,,
OD003262,2025-05-01,,1.0,,,,,
OD003348,2025-05-01,0.75,,,,,,
OD003391,2025-05-01,1.0,1.0,,,,,
OD003429,2025-05-01,1.0,,,,,,
OD003450,2025-05-01,0.75,1.0,,,,,
OD003540,2025-05-01,0.75,,,,,,
OD003580,2025-05-01,,1.0,,,,,
OD003645,2025-05-01,1.0,,,,,,
OD003685,2025-05-01,1.0,1.0,,,,,
OD003690,2025-05-01,0.75,,,,,,
OD004166,2025-05-01,,0.75,,,,,
OD004190,2025-05-01,1.0,0.25,,,,,
OD004418,2025-05-01,1.0,,,,,,
OD004645,2025-05-01,0.5,0.75,,,,,
OD005278,2025-05-01,0.5,,,,,,
OD005757,2025-05-01,0.75,1.0,,,,,
OD005859,2025-05-01,,1.0,,,,,
OD005971,2025-05-01,1.0,1.0,,,,,
OD005974,2025-05-01,1.0,1.0,,,,,
OD005991,2025-05-01,0.75,,,,,,
OD006021,2025-05-01,1.0,0.75,,,,,
OD006028,2025-05-01,,0.75,,,,,
OD006032,2025-05-01,0.75,,,,,,
OD006040,2025-05-01,1.0,1.0,,,,,
OD006111,2025-05-01,1.0,1.0,,0.75,,,
OD006149,2025-05-01,1.0,0.25,,,,,
OD006157,2025-05-01,0.75,1.0,,,,,
OD006191,2025-05-01,0.25,0.75,,,,,
OD006343,2025-05-01,1.0,1.0,,,,,
OD006388,2025-05-01,0.75,,,,,,
OD006420,2025-05-01,1.0,1.0,,,,,
OD006459,2025-05-01,0.5,1.0,,0.25,,,
OD006537,2025-05-01,1.0,1.0,,,,,
OD006553,2025-05-01,0.5,1.0,,,,,
OD006558,2025-05-01,1.0,1.0,,0.25,,,
OD006579,2025-05-01,,1.0,,,,,
OD006581,2025-05-01,0.75,,,,,,
OD006663,2025-05-01,,1.0,,,,,
OD006666,2025-05-01,,1.0,,0.25,,,
OD006672,2025-05-01,0.5,0.25,,,,,
OD006683,2025-05-01,,1.0,,0.25,,,
OD006760,2025-05-01,1.0,1.0,,,,,
OD006852,2025-05-01,,0.75,,,,,
OD006857,2025-05-01,,1.0,,,,,
OD006865,2025-05-01,0.75,,,,,,
OD006894,2025-05-01,1.0,0.75,,,,,
OD006903,2025-05-01,,1.0,,,,,
OD006907,2025-05-01,1.0,1.0,,0.25,,,
OD006913,2025-05-01,1.0,,,,,,
OD006915,2025-05-01,,1.0,,,,,
OD006923,2025-05-01,0.75,0.5,,,,,
OD006925,2025-05-01,,1.0,,,,,
OD006927,2025-05-01,1.0,,,,,,
OD006932,2025-05-01,,1.0,,,,,
OD006943,2025-05-01,0.75,1.0,,,,,
OD006958,2025-05-01,,1.0,,,,,
OD006959,2025-05-01,,1.0,,,,,
OD006976,2025-05-01,0.75,,,,,,
OD006981,2025-05-01,1.0,1.0,,0.75,,,
OD006998,2025-05-01,,1.0,,,,,
OD007005,2025-05-01,1.0,,,,,,
OD007017,2025-05-01,1.0,0.75,,,,,
OD007045,2025-05-01,1.0,,,,,,
OD007070,2025-05-01,,1.0,,,,,
OD007096,2025-05-01,1.0,1.0,,,,,
OD007110,2025-05-01,0.5,,,,,,
OD007407,2025-05-01,0.75,,,,,,
OD007666,2025-05-01,0.5,,,,,,
OD007687,2025-05-01,,0.25,,,,,
OD007709,2025-05-01,1.0,,,,,,
OD007711,2025-05-01,0.75,0.5,,,,,
OD007753,2025-05-01,,1.0,,,,,
OD007754,2025-05-01,,1.0,,,,,
OD007767,2025-05-01,0.5,1.0,,,,,
OD007870,2025-05-01,,1.0,,,,,
OD007873,2025-05-01,1.0,1.0,,,,,
OD008034,2025-05-01,1.0,,,,,,
OD008037,2025-05-01,,1.0,,0.25,,,
OD008257,2025-05-01,0.75,,,,,,
OD008359,2025-05-01,1.0,0.25,,,,,
OD008373,2025-05-01,0.75,1.0,,,,,
OD008485,2025-05-01,0.75,,,,,,
OD008518,2025-05-01,,1.0,,,,,
OD008728,2025-05-01,1.0,,,,,,
OD009545,2025-05-01,,1.0,,,,,
OD009570,2025-05-01,0.75,,,,,,
OD009577,2025-05-01,0.5,,,,,,
OD009647,2025-05-01,,1.0,,,,,
OD009795,2025-05-01,0.5,0.5,,,,,
OD009802,2025-05-01,0.5,1.0,,,,,
OD010026,2025-05-01,1.0,1.0,,,,,
OD010240,2025-05-01,1.0,1.0,,,,,
OD010291,2025-05-01,1.0,,,,,,
OD010619,2025-05-01,0.3333333333333333,1.0,,0.5,,,
OD010961,2025-05-01,0.75,,,,,,
OD011356,2025-05-01,1.0,,,,,,
OD011528,2025-05-01,0.75,0.75,,,,,
OD011720,2025-05-01,,1.0,,,,,
OD011780,2025-05-01,0.5,,,,,,
OD011824,2025-05-01,1.0,0.75,,,,,
OD011831,2025-05-01,0.75,,,,,,
OD011878,2025-05-01,1.0,1.0,,,,,
OD012685,2025-05-01,,1.0,,,,,
OD012851,2025-05-01,0.75,0.5,,,,,
OD013006,2025-05-01,1.0,1.0,,,,,
OD013066,2025-05-01,,0.25,,,,,
OD013402,2025-05-01,1.0,,,,,,
OD013443,2025-05-01,0.6666666666666666,1.0,,,,,
OD013657,2025-05-01,0.75,1.0,,,,,
OD013861,2025-05-01,,1.0,,,,,
OD013863,2025-05-01,,1.0,,,,,
OD013935,2025-05-01,,1.0,,,,,
OD013982,2025-05-01,0.75,0.75,,,,,
OD014175,2025-05-01,0.25,,,,,,
OD014194,2025-05-01,0.75,1.0,,0.25,,,
OD014256,2025-05-01,,1.0,,,,,
OD014556,2025-05-01,,1.0,,,,,
OD014584,2025-05-01,0.75,1.0,,,,,
OD014646,2025-05-01,,1.0,,,,,
OD014657,2025-05-01,0.5,,,,,,
OD014702,2025-05-01,1.0,0.25,,,,,
OD014720,2025-05-01,,1.0,,,,,
OD014757,2025-05-01,0.75,1.0,,,,,
OD014770,2025-05-01,,1.0,,,,,
OD014848,2025-05-01,0.75,1.0,,,,,
OD014923,2025-05-01,0.5,0.5,,,,,
OD014996,2025-05-01,0.75,1.0,,0.25,,,
OD015013,2025-05-01,1.0,,,,,,
OD015066,2025-05-01,,0.25,,,,,
OD015104,2025-05-01,1.0,1.0,,,,,
OD015576,2025-05-01,,0.75,,,,,
OD015628,2025-05-01,,1.0,,,,,
OD015636,2025-05-01,0.75,,,,,,
OD015778,2025-05-01,1.0,,0.5,,,,
OD015795,2025-05-01,0.25,1.0,,,,,
OD015956,2025-05-01,0.75,1.0,,,,,
OD016003,2025-05-01,,1.0,,0.25,,,
OD016048,2025-05-01,1.0,,,,,,
OD016049,2025-05-01,1.0,1.0,,,,,
OD016052,2025-05-01,0.75,1.0,,,,,
OD016198,2025-05-01,0.25,1.0,,,,,
OD016266,2025-05-01,,1.0,,,,,
OD016336,2025-05-01,,0.75,,,,,
OD016546,2025-05-01,,1.0,,,,,
OD016580,2025-05-01,1.0,1.0,,0.25,,,
OD016871,2025-05-01,,0.5,,,,,
OD017038,2025-05-01,0.75,1.0,0.25,,,,
OD017042,2025-05-01,0.75,1.0,,,,,
OD017084,2025-05-01,,1.0,,,,,
OD017124,2025-05-01,,1.0,,,,,
OD017125,2025-05-01,0.25,1.0,,,,,
OD017127,2025-05-01,1.0,1.0,,,,,
OD017877,2025-05-01,0.75,,,,,,
OD018034,2025-05-01,1.0,,,,,,
OD021768,2025-05-01,1.0,,,,,,
OD021769,2025-05-01,,1.0,,,,,
OD021798,2025-05-01,1.0,1.0,,0.25,,,
OD027305,2025-05-01,,1.0,,,,,
OD027306,2025-05-01,,1.0,,,,,
OD032771,2025-05-01,1.0,1.0,,,,,
OD479262,2025-05-01,,0.25,,,,,
OD487527,2025-05-01,0.6666666666666666,0.5,,,,,
ODO06355,2025-05-01,1.0,,,,,,
PB000103,2025-05-01,,0.75,,,,,
PB000123,2025-05-01,,1.0,,,,,
PB000129,2025-05-01,0.75,0.75,,,,,
PB000214,2025-05-01,1.0,1.0,,,,,
PB000258,2025-05-01,0.75,,,,,,
PB000350,2025-05-01,,1.0,,,,,
PB001137,2025-05-01,1.0,,,,,,
PB001216,2025-05-01,0.75,,,,,,
PB001461,2025-05-01,0.75,0.5,,,,,
PB001538,2025-05-01,,1.0,,,,,
PB001577,2025-05-01,1.0,,,,,,
PB001582,2025-05-01,1.0,,,,,,
PB001625,2025-05-01,0.25,,,,,,
PB001651,2025-05-01,0.75,,,,,,
PB001707,2025-05-01,0.5,0.75,,,,,
PB001879,2025-05-01,,1.0,,,,,
PB001966,2025-05-01,,0.75,,,,,
PB002243,2025-05-01,,1.0,,0.25,,,
PB002329,2025-05-01,,1.0,,,,,
PB002440,2025-05-01,1.0,0.25,,,,,
PB002536,2025-05-01,,1.0,,,,,
PB002579,2025-05-01,0.75,1.0,,,,,
PB003174,2025-05-01,1.0,,0.5,,,,
PB003642,2025-05-01,1.0,1.0,,,,,
PB003764,2025-05-01,,1.0,,,,,
PB003894,2025-05-01,,1.0,,,,,
PB003985,2025-05-01,,1.0,,,,,
PB004110,2025-05-01,0.75,1.0,0.25,,,,
PB004170,2025-05-01,0.25,,,,,,
PB006215,2025-05-01,1.0,0.25,,,,,
PB006758,2025-05-01,,1.0,,0.25,,,
PB006769,2025-05-01,0.75,,,,,,
PB006802,2025-05-01,,1.0,,,,,
PB006862,2025-05-01,,1.0,,,,,
PB006905,2025-05-01,0.5,1.0,,,,,
PB007035,2025-05-01,,1.0,,,,,
PB007063,2025-05-01,0.75,0.75,,,,,
PB007151,2025-05-01,,0.75,,,,,
PB007169,2025-05-01,0.75,0.5,,,,,
PB007180,2025-05-01,,1.0,,,,,
PB007227,2025-05-01,0.5,0.75,,,,,
PB007263,2025-05-01,0.75,1.0,,,,,
PB007289,2025-05-01,0.5,,,,,,
PB007313,2025-05-01,0.75,0.75,,,,,
PB007344,2025-05-01,,1.0,,,,,
PB007374,2025-05-01,0.75,0.5,,,,,
PB007400,2025-05-01,1.0,,,,,,
PB007403,2025-05-01,0.75,,,,,,
PB007415,2025-05-01,,0.5,,,,,
PB007432,2025-05-01,,1.0,,,,,
PB007437,2025-05-01,1.0,,,,,,
PB007445,2025-05-01,1.0,,,,,,
PB007464,2025-05-01,,1.0,,,,,
PB007493,2025-05-01,1.0,,,,,,
PB007502,2025-05-01,0.25,1.0,,,,,
PB007531,2025-05-01,1.0,,,,,,
PB007555,2025-05-01,,1.0,,,,,
PB007563,2025-05-01,,1.0,,,,,
PB007579,2025-05-01,0.5,,,,,,
PB007637,2025-05-01,,1.0,,,,,
PB007724,2025-05-01,,1.0,,,,,
PB007743,2025-05-01,0.5,1.0,,,,,
PB007748,2025-05-01,0.5,,,,,,
PB007766,2025-05-01,,1.0,,,,,
PB007770,2025-05-01,1.0,1.0,,,,,
PB007772,2025-05-01,,1.0,,,,,
PB007774,2025-05-01,0.75,1.0,,,,,
PB007782,2025-05-01,,1.0,,,,,
PB007784,2025-05-01,,1.0,,,,,
PB007796,2025-05-01,1.0,0.75,,,,,
PB007860,2025-05-01,1.0,1.0,0.25,0.25,,,
PB007966,2025-05-01,,1.0,,,,,
PB007967,2025-05-01,,1.0,,,,,
PB007994,2025-05-01,,0.75,,,,,
PB008079,2025-05-01,0.5,,,,,,
PB008111,2025-05-01,,1.0,,,,,
PB008132,2025-05-01,1.0,0.75,,,,,
PB008148,2025-05-01,1.0,,,,,,
PB008156,2025-05-01,1.0,1.0,,,,,
PB008175,2025-05-01,1.0,0.25,,,,,
PB008221,2025-05-01,0.6666666666666666,0.25,0.3333333333333333,,,,
PB008239,2025-05-01,,1.0,,,,,
PB008246,2025-05-01,0.75,1.0,,,,,
PB008266,2025-05-01,,0.5,,,,,
PB008346,2025-05-01,1.0,,0.25,,,,
PB008363,2025-05-01,1.0,0.5,,,,,
PB008370,2025-05-01,1.0,,,,,,
PB008440,2025-05-01,1.0,1.0,,,,,
PB008483,2025-05-01,0.25,0.25,,,,,
PB008496,2025-05-01,1.0,,,,,,
PB008554,2025-05-01,1.0,,,,,,
PB008603,2025-05-01,,1.0,,,,,
PB008693,2025-05-01,,1.0,,,,,
PB008700,2025-05-01,1.0,0.75,,,,,
PB008793,2025-05-01,1.0,1.0,,,,,
PB008819,2025-05-01,1.0,0.5,,,,,
PB008840,2025-05-01,1.0,,,,,,
PB008842,2025-05-01,,1.0,,,,,
PB008928,2025-05-01,1.0,,,,,,
PB008944,2025-05-01,1.0,,,,,,
PB009327,2025-05-01,,1.0,,0.5,,,
PB009389,2025-05-01,,1.0,,0.25,,,
PB009648,2025-05-01,0.25,1.0,,,,,
PB009725,2025-05-01,,1.0,,,,,
PB009906,2025-05-01,,1.0,,,,,
PB009962,2025-05-01,0.75,1.0,,,,,
PB010047,2025-05-01,1.0,,,,,,
PB010342,2025-05-01,1.0,1.0,,,,,
PB010425,2025-05-01,,0.75,,,,,
PB010753,2025-05-01,0.75,0.5,,,,,
PB010758,2025-05-01,,1.0,,,,,
PB010917,2025-05-01,1.0,,,,,,
PB011100,2025-05-01,0.25,1.0,,,,,
PB011604,2025-05-01,0.25,,,,,,
PB011871,2025-05-01,1.0,,,,,,
PB011903,2025-05-01,1.0,,,,,,
PB011922,2025-05-01,,0.25,,,,,
PB012202,2025-05-01,1.0,1.0,,,,,
PB012521,2025-05-01,1.0,,1.0,,,,
PB012596,2025-05-01,,1.0,,,,,
PB012706,2025-05-01,0.75,,,,,,
PB013230,2025-05-01,0.5,1.0,,,,,
PB013730,2025-05-01,1.0,,,,,,
PB013899,2025-05-01,0.5,0.25,,,,,
PB013939,2025-05-01,0.5,0.25,,0.25,,,
PB014384,2025-05-01,,1.0,,,,,
PB014600,2025-05-01,,1.0,,,,,
PB015145,2025-05-01,,1.0,,,,,
PB015292,2025-05-01,0.75,1.0,,,,,
PB015294,2025-05-01,,1.0,,,,,
PB015450,2025-05-01,1.0,1.0,,,,,
PB015752,2025-05-01,,1.0,,,,,
PB015772,2025-05-01,0.5,,,,,,
PB015934,2025-05-01,1.0,1.0,,,,,
PB015981,2025-05-01,,1.0,,0.25,,,
PB016003,2025-05-01,,1.0,,,,,
PB016029,2025-05-01,0.5,0.25,0.25,,,,
PB016068,2025-05-01,,1.0,,,,,
PB016074,2025-05-01,,1.0,,,,,
PB016105,2025-05-01,0.5,0.5,,,,,
PB016166,2025-05-01,,1.0,,,,,
PB016347,2025-05-01,1.0,1.0,,,,,
PB016377,2025-05-01,0.75,,,,,,
PB016411,2025-05-01,,1.0,,,,,
PB016429,2025-05-01,,1.0,,,,,
PB016480,2025-05-01,,1.0,,,,,
PB016484,2025-05-01,0.75,1.0,,0.5,,,
PB016586,2025-05-01,0.75,,,,,,
PB016641,2025-05-01,0.75,1.0,,,,,
PB016682,2025-05-01,1.0,,,,,,
PB016876,2025-05-01,1.0,0.75,,,,,
PB016907,2025-05-01,1.0,1.0,,,,,
PB017139,2025-05-01,,1.0,,,,,
PB017146,2025-05-01,0.6666666666666666,1.0,,,,,
PB017219,2025-05-01,1.0,0.25,0.25,,,,
PB017236,2025-05-01,,1.0,,,,,
PB017238,2025-05-01,,1.0,,,,,
PB018102,2025-05-01,0.75,,,,,,
PB020371,2025-05-01,1.0,1.0,,,,,
PB021789,2025-05-01,1.0,1.0,,,,,
PB022754,2025-05-01,1.0,,,,,,
PB025968,2025-05-01,,1.0,,,,,
PB027206,2025-05-01,1.0,1.0,,,,,
