client_doctor_code,campaign_start_date_(month_year),hcp_email_open_rate,hcp_whatsapp_read_rate,hcp_email_click_rate,hcp_whatsapp_click_rate,hcp_call_productive_rate,last_call_connected_date_(selected_month),average_duration_connected_calls
AP015941,2025-01-01,1.0,1.0,,,1.0,2025-01-10 12:29:00,47.0
MH031310,2025-01-01,0.75,,,,1.0,2025-01-10 12:32:00,102.0
WB043458,2025-01-01,0.5,,,,,2025-01-10 12:32:00,21.0
MH008811,2025-01-01,0.5,,,,1.0,2025-01-10 12:35:00,38.0
MH013630,2025-01-01,,,,,1.0,2025-01-10 12:36:00,54.0
AS005883,2025-01-01,1.0,0.25,,,1.0,2025-01-10 12:38:00,74.0
PB014600,2025-01-01,,1.0,,,,2025-01-10 12:40:00,26.0
TN040401,2025-01-01,,1.0,,,0.5,2025-01-10 12:46:00,56.0
DL008229,2025-01-01,,,,,1.0,2025-01-10 12:47:00,63.0
HR006625,2025-01-01,0.5,,,,1.0,2025-01-10 12:49:00,45.0
MH031404,2025-01-01,0.4,,,,1.0,2025-01-10 12:51:00,49.0
AP030226,2025-01-01,0.75,1.0,,,1.0,2025-01-10 12:52:00,32.0
MH038968,2025-01-01,0.5,,,,1.0,2025-01-10 12:53:00,50.0
KL026662,2025-01-01,0.75,1.0,,,,2025-01-10 12:54:00,6.0
MH034392,2025-01-01,1.0,,,,1.0,2025-01-10 12:55:00,63.0
TN011620,2025-01-01,1.0,,,,,2025-01-10 12:56:00,6.0
KA013168,2025-01-01,1.0,1.0,,0.3333333333333333,1.0,2025-01-10 12:57:00,62.0
KA016190,2025-01-01,1.0,1.0,,,,2025-01-10 12:57:00,6.0
MH059174,2025-01-01,0.4,1.0,,,0.5,2025-01-10 12:58:00,181.0
TN049638,2025-01-01,0.2,,,,1.0,2025-01-10 12:58:00,52.0
MH026726,2025-01-01,1.0,,,,,2025-01-10 13:02:00,15.0
KL035479,2025-01-01,,1.0,,,1.0,2025-01-10 13:03:00,41.0
UP035627,2025-01-01,,,,,1.0,2025-01-10 13:06:00,85.0
KL008119,2025-01-01,0.4,0.6666666666666666,,0.3333333333333333,1.0,2025-01-10 13:07:00,42.0
GJ015467,2025-01-01,,0.3333333333333333,,,0.5,2025-01-10 13:08:00,35.0
MH041535,2025-01-01,1.0,,,,1.0,2025-01-10 13:08:00,56.0
WB030400,2025-01-01,0.5,,,,1.0,2025-01-10 13:08:00,40.0
TS005158,2025-01-01,1.0,1.0,,,1.0,2025-01-10 13:11:00,63.0
HR005945,2025-01-01,,,,,1.0,2025-01-10 13:12:00,71.0
KA039284,2025-01-01,1.0,,,,,2025-01-10 13:12:00,21.0
BR028571,2025-01-01,1.0,1.0,,,1.0,2025-01-10 13:14:00,52.0
