client_doctor_code,campaign_start_date_(month_year),hcp_email_open_rate,hcp_whatsapp_read_rate,hcp_email_click_rate,hcp_whatsapp_click_rate,hcp_call_productive_rate,last_call_connected_date_(selected_month),average_duration_connected_calls
PB003010,2025-02-01,,,,,,2025-02-22 13:52:00,18.0
CG004539,2025-02-01,,,,,0.5,2025-02-22 13:54:00,35.0
DL008933,2025-02-01,,0.5,,,,2025-02-22 13:54:00,29.0
KL030218,2025-02-01,,1.0,,,1.0,2025-02-22 13:58:00,40.0
AS008347,2025-02-01,,,,,0.5,2025-02-22 13:59:00,31.0
DL012210,2025-02-01,,,,,0.5,2025-02-22 13:59:00,73.0
WB496030,2025-02-01,,1.0,,,0.5,2025-02-22 13:59:00,29.0
DL008956,2025-02-01,,,,,,2025-02-22 14:00:00,29.0
GJ020900,2025-02-01,,1.0,,,1.0,2025-02-22 14:00:00,38.0
AS005578,2025-02-01,,1.0,,,,2025-02-22 14:01:00,22.5
WB012901,2025-02-01,0.8,1.0,,,1.0,2025-02-22 14:01:00,58.0
UP036601,2025-02-01,0.6,,,,0.5,2025-02-22 14:02:00,65.0
DL008713,2025-02-01,1.0,,,,0.6666666666666666,2025-02-22 14:03:00,46.0
UP037205,2025-02-01,0.8,0.3333333333333333,,,0.3333333333333333,2025-02-22 14:03:00,46.0
KA043843,2025-02-01,,1.0,,,1.0,2025-02-22 14:04:00,86.0
MH013744,2025-02-01,,0.75,,,1.0,2025-02-22 14:04:00,39.5
HR495714,2025-02-01,,,,,,2025-02-22 14:05:00,17.0
TR000188,2025-02-01,0.8,1.0,,,0.5,2025-02-22 14:06:00,107.0
MH037823,2025-02-01,0.8,1.0,,,1.0,2025-02-22 14:07:00,38.0
AP007468,2025-02-01,,1.0,,,,2025-02-22 14:08:00,17.0
GA495836,2025-02-01,,,,,0.3333333333333333,2025-02-22 14:09:00,30.5
RJ011560,2025-02-01,1.0,,,,0.5,2025-02-22 14:10:00,47.0
MH051302,2025-02-01,0.75,1.0,,,,2025-02-22 14:11:00,7.0
UP055010,2025-02-01,0.6,,,,1.0,2025-02-22 14:11:00,42.0
UP008327,2025-02-01,,,,,0.6666666666666666,2025-02-22 14:13:00,31.333333333333332
UP027706,2025-02-01,0.6,,,,0.5,2025-02-22 14:15:00,39.0
MH037687,2025-02-01,0.4,1.0,,,0.3333333333333333,2025-02-22 14:17:00,57.0
TS021240,2025-02-01,1.0,,,,0.5,2025-02-22 14:17:00,56.0
WB016605,2025-02-01,,0.6666666666666666,,,0.5,2025-02-22 14:17:00,67.0
DL010450,2025-02-01,,0.6,,,0.5,2025-02-22 14:20:00,97.0
BR029845,2025-02-01,0.8,1.0,,,0.3333333333333333,2025-02-22 14:22:00,97.0
GJ023350,2025-02-01,0.8,1.0,,,0.6666666666666666,2025-02-22 14:23:00,28.666666666666668
RJ011612,2025-02-01,,,,,,2025-02-22 14:23:00,1.0
RJ021954,2025-02-01,,1.0,,,0.5,2025-02-22 14:26:00,32.0
TN033951,2025-02-01,0.6,1.0,,,0.5,2025-02-22 14:26:00,34.0
AS006715,2025-02-01,1.0,0.6666666666666666,,,1.0,2025-02-22 14:30:00,177.0
TS010256,2025-02-01,,1.0,,,1.0,2025-02-22 14:30:00,70.0
HR006572,2025-02-01,0.8,1.0,,,0.5,2025-02-22 14:31:00,46.0
GA000440,2025-02-01,0.6,,,,,2025-02-22 14:33:00,27.0
KL003650,2025-02-01,1.0,1.0,,,1.0,2025-02-22 14:34:00,104.0
KL020737,2025-02-01,0.8,,,,0.6666666666666666,2025-02-22 14:39:00,231.5
TN050535,2025-02-01,,,,,1.0,2025-02-22 14:39:00,48.0
MH040833,2025-02-01,,0.8,,,,2025-02-22 14:41:00,20.0
WB034914,2025-02-01,,1.0,,,0.5,2025-02-22 14:50:00,32.0
MP011987,2025-02-01,,0.3333333333333333,,,0.5,2025-02-22 14:51:00,60.0
WB021870,2025-02-01,,1.0,,,,2025-02-22 14:51:00,29.0
KA016684,2025-02-01,,,,,,2025-02-22 14:53:00,24.0
KL018698,2025-02-01,,1.0,,,,2025-02-22 14:55:00,22.0
