UIN,award_name,awarded_by,award_year,award_country,award_level,award_source_url_1,award_source_url_2,award_source_url_3,award_processed_timestamp,award_inserted_timestamp,award_updated_timestamp,award_processed_date,award_inserted_date,award_updated_date,award_delete_flag_timestamp,award_processed_date timestamp,award_inserted_date timestamp
MH038263,Post Graduate course in Diabetology Award,Boston University School of Medicine,2015,United States,National,"https://www.practo.com/mumbai/doctor/sheetal-aversekar-diabetologist/recommended#:~:text=Sheetal%20Aversekar%20is%20a%20diabetologist,Thakur%20Complex%2C%20Kandiv...",,,9:05,9:05,,2025-04-16,2025-04-16,,,2025-04-16 09:05:29,2025-04-16 09:05:29
MH038263,Certificate In Management of Gestational Diabetes Mellitus Award,Public Health Foundation Of India,2013,India,National,"https://www.practo.com/mumbai/doctor/sheetal-aversekar-diabetologist/recommended#:~:text=Sheetal%20Aversekar%20is%20a%20diabetologist,Thakur%20Complex%2C%20Kandiv...",,,9:05,9:05,,2025-04-16,2025-04-16,,,2025-04-16 09:05:29,2025-04-16 09:05:29
MH038263,Vice Chancellor's Certificate Merit For Having Stood Third In University,,2011,India,National,"https://www.practo.com/mumbai/doctor/sheetal-aversekar-diabetologist/recommended#:~:text=Sheetal%20Aversekar%20is%20a%20diabetologist,Thakur%20Complex%2C%20Kandiv...",,,9:05,9:05,,2025-04-16,2025-04-16,,,2025-04-16 09:05:29,2025-04-16 09:05:29
MH038287,Gold Medal in DNB cardiology,,2003,India,National,"https://www.practo.com/mumbai/doctor/shantanu-deshpande-1#:~:text=Medicine%2C%20DM%20%2D%20Cardiology-,Dr.,Stress%20test%20and%20Holter%20monitoring.",,,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,First in Mumbai University in MD Medicine,,1999,India,National,"https://www.practo.com/mumbai/doctor/shantanu-deshpande-1#:~:text=Medicine%2C%20DM%20%2D%20Cardiology-,Dr.,Stress%20test%20and%20Holter%20monitoring.",,,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH039646,Best Student Award for standing first in SSC amongst all Schools in Andheri area,,,India,National,https://www.practo.com/mumbai/doctor/dr-akshay-mehta-2-cardiologist,,,9:15,9:15,,2025-04-15,2025-04-15,,,2025-04-15 09:15:14,2025-04-15 09:15:14
MH040693,Gold Medallist,AMICON Academic,2015,India,National,https://www.practo.com/pune/doctor/dr-rahul-mahajan-1,,,9:12,9:12,,2025-06-10,2025-06-10,,,2025-06-10 09:12:22,2025-06-10 09:12:22
MH051898,Best Original Paper of year,Journal of Association of Physicians of India,,India,National,https://www.practo.com/mumbai/doctor/snehal-kothari-cardiologist?practice_id=786709,,,12:22,12:22,,2025-04-18,2025-04-18,,,2025-04-18 12:22:46,2025-04-18 12:22:46
MH051898,Gold Medallist,University of Mumbai,,India,National,https://www.practo.com/mumbai/doctor/snehal-kothari-cardiologist?practice_id=786709,,,12:22,12:22,,2025-04-18,2025-04-18,,,2025-04-18 12:22:46,2025-04-18 12:22:46
MH051898,Postgraduate Merit Scholarship Award,University of Mumbai,,India,National,https://www.practo.com/mumbai/doctor/snehal-kothari-cardiologist?practice_id=786709,,,12:22,12:22,,2025-04-18,2025-04-18,,,2025-04-18 12:22:46,2025-04-18 12:22:46
MH051898,J N Tata Scholar Award,,,India,National,https://www.practo.com/mumbai/doctor/snehal-kothari-cardiologist?practice_id=786709,,,12:22,12:22,,2025-04-18,2025-04-18,,,2025-04-18 12:22:46,2025-04-18 12:22:46
MH051898,Topped All India entrance examination of Superspecialty Examination Board,,,India,National,https://www.practo.com/mumbai/doctor/snehal-kothari-cardiologist?practice_id=786709,,,12:22,12:22,,2025-04-18,2025-04-18,,,2025-04-18 12:22:46,2025-04-18 12:22:46
MH052866,National winner for TYSA Gastroenterology Quiz,,2016,India,National,https://www.practo.com/pune/doctor/sunil-pawar-gastroenterologist,,,17:43,17:43,,2025-06-11,2025-06-11,,,2025-06-11 17:43:48,2025-06-11 17:43:48
MH052866,Nominated from the dept of medicine for best resident Award,,2013,India,National,https://www.practo.com/pune/doctor/sunil-pawar-gastroenterologist,,,17:43,17:43,,2025-06-11,2025-06-11,,,2025-06-11 17:43:48,2025-06-11 17:43:48
MH052866,"Award for excellence in 3rd year MBBS from Rotary Club of Sion, Mumbai",,2010,India,National,https://www.practo.com/pune/doctor/sunil-pawar-gastroenterologist,,,17:43,17:43,,2025-06-11,2025-06-11,,,2025-06-11 17:43:48,2025-06-11 17:43:48
MH053363,Diplomate of National Board,,2016,India,National,https://www.practo.com/nagpur/doctor/sanjay-gidhwani-cardiologist/stories,,,13:49,13:49,,2025-04-24,2025-04-24,,,2025-04-24 13:49:47,2025-04-24 13:49:47
MH058483,Acharya Shushrut Sadbhavna Award for Medical Services,,2009,India,National,https://www.practo.com/mumbai/doctor/dr-bipeenchandra-y-bhamre-cardiothoracic-surgeon,,,16:47,16:47,,2025-04-16,2025-04-16,,,2025-04-16 16:47:19,2025-04-16 16:47:19
MH058483,Gold Medal in Surgery,,2005,India,National,https://www.practo.com/mumbai/doctor/dr-bipeenchandra-y-bhamre-cardiothoracic-surgeon,,,16:47,16:47,,2025-04-16,2025-04-16,,,2025-04-16 16:47:19,2025-04-16 16:47:19
MH058483,"Ungethum Asculap Stiftung Scholarship, Tutilengen",,,India,National,https://www.practo.com/mumbai/doctor/dr-bipeenchandra-y-bhamre-cardiothoracic-surgeon,,,16:47,16:47,,2025-04-16,2025-04-16,,,2025-04-16 16:47:19,2025-04-16 16:47:19
MH069575,Certificate Course In Evidence Based Diabetes Management,,2012,India,National,https://www.practo.com/mumbai/doctor/dr-anushree-mehta,,,17:11,17:11,,2025-04-15,2025-04-15,,,2025-04-15 17:11:11,2025-04-15 17:11:11
MH070613,Excellence and Innovation In Diabetes and Metabolic Diseases,,2020,India,National,https://www.practo.com/mumbai/doctor/anuradha-kapoor-1-diabetologist?practice_id=1066687&specialization=Diarrhoea,,,16:32,16:32,,2025-04-25,2025-04-25,,,2025-04-25 16:32:44,2025-04-25 16:32:44
MH073809,Torrent Young Scholar Award in Endocrinology,,2015,India,National,https://www.practo.com/ahmednagar/doctor/ashish-deshmukh-1-endocrinologist,,,9:09,9:09,,2025-04-17,2025-04-17,,,2025-04-17 09:09:01,2025-04-17 09:09:01
MH075925,Fellowship in Adult Cardiac Surgery,,2016,Australia,National,https://www.practo.com/bangalore/doctor/manish-garg-2-cardiac-surgeon-3?practice_id=1174278,,,15:27,15:27,,2025-04-28,2025-04-28,,,2025-04-28 15:27:55,2025-04-28 15:27:55
MH075925,Fellowship in Heart Transplant,,2015,Canada,National,https://www.practo.com/bangalore/doctor/manish-garg-2-cardiac-surgeon-3?practice_id=1174278,,,15:27,15:27,,2025-04-28,2025-04-28,,,2025-04-28 15:27:55,2025-04-28 15:27:55
MH077854,Best DM Resident Doctor,,2020,India,National,"https://www.practo.com/nagpur/doctor/kshitij-dadhe-cardiologist#:~:text=I'm%20a%20Consultant%20Interventional,General%20Medicine%20(Indira%20Gandhi%20Govt.",,,16:30,16:30,,2025-04-15,2025-04-15,,,2025-04-15 16:30:03,2025-04-15 16:30:03
MH077854,Gold Medal In DM Cardiology,,2020,India,National,"https://www.practo.com/nagpur/doctor/kshitij-dadhe-cardiologist#:~:text=I'm%20a%20Consultant%20Interventional,General%20Medicine%20(Indira%20Gandhi%20Govt.",,,16:30,16:30,,2025-04-15,2025-04-15,,,2025-04-15 16:30:03,2025-04-15 16:30:03
MH082683,Emerging Young Leader for Interventional Cardiology,Cardiovascular Research Institute at Washington Hospital Center & Cardiovascular Revascularization Therapies,2011,USA,International,https://www.drsanjayrajdev.com/about,,,18:19:18,18:19:18,,2025-06-13,2025-06-13,,,2025-06-13 18:19:18,2025-06-13 18:19:18
MH082683,Emerging Young Leader for Interventional Cardiology,Cardiovascular Research Institute at Washington Hospital Center & Cardiovascular Revascularization Therapies,2009,USA,International,https://www.drsanjayrajdev.com/about,,,18:19:18,18:19:18,,2025-06-13,2025-06-13,,,2025-06-13 18:19:18,2025-06-13 18:19:18
MH082683,"Limca Book of Records/India Book of Records for the fastest heart attack care in the country, primary angioplasty with stenting done in a record door to balloon time of 16 minutes",,,India,National,https://www.drsanjayrajdev.com/about,,,18:19,18:19,,2025-06-13,2025-06-13,,,2025-06-13 18:19:18,2025-06-13 18:19:18
MH082683,"Limca Book Record Holder for maximum number of cases in catheterization laboratory processed in a single day, with more therapeutic procedures than diagnostic (Total 19 Cases, 11 angioplasties, 8 diagnostic studies)",,,India,National,https://www.drsanjayrajdev.com/about,,,18:19,18:19,,2025-06-13,2025-06-13,,,2025-06-13 18:19:18,2025-06-13 18:19:18
MH082683,"Limca Book Record Holder for maximum number of coronary angioplasties in a single day, during routine hours (16)",,,India,National,https://www.drsanjayrajdev.com/about,,,18:19,18:19,,2025-06-13,2025-06-13,,,2025-06-13 18:19:18,2025-06-13 18:19:18
MH082683,India Book of Record holder for maximum cases done in a single day (Total 22),,,India,National,https://www.drsanjayrajdev.com/about,,,18:19,18:19,,2025-06-13,2025-06-13,,,2025-06-13 18:19:18,2025-06-13 18:19:18
MH101916,Distinction In Ophthalmology And Rhino Oto Laryngology,,1998,India,National,https://www.practo.com/mumbai/doctor/amit-sharma-5-cardiologist/,,,17:17:10,17:17:10,,2025-06-11,2025-06-11,,,2025-06-11 17:17:10,2025-06-11 17:17:10
MH101916,Gold Medal In Pathology,Pune University,1996,India,National,https://www.practo.com/mumbai/doctor/amit-sharma-5-cardiologist/,,,17:17,17:17,,2025-06-11,2025-06-11,,,2025-06-11 17:17:10,2025-06-11 17:17:10
MH101916,Chitale Award For First Rank,Pune University,1996,India,National,https://www.practo.com/mumbai/doctor/amit-sharma-5-cardiologist/,,,17:17,17:17,,2025-06-11,2025-06-11,,,2025-06-11 17:17:10,2025-06-11 17:17:10
MH101916,First Class,,1994,India,National,https://www.practo.com/mumbai/doctor/amit-sharma-5-cardiologist/,,,17:17:10,17:17:10,,2025-06-11,2025-06-11,,,2025-06-11 17:17:10,2025-06-11 17:17:10
MP004669,Gold Medallist MD Medicine,,2009,India,National,https://www.practo.com/bhopal/doctor/dr-apoorva-jain-cardiologist,,,9:08,9:08,,2025-04-15,2025-04-15,,,2025-04-15 09:08:50,2025-04-15 09:08:50
MP004669,9 Gold Medal During MBBS,,2004,India,National,https://www.practo.com/bhopal/doctor/dr-apoorva-jain-cardiologist,,,9:08,9:08,,2025-04-15,2025-04-15,,,2025-04-15 09:08:50,2025-04-15 09:08:50
MP004920,Attended 2nd World Summit on Echocardiography in New Delhi,,,India,National,https://www.practo.com/delhi/doctor/dr-ajay-sharma-cardiologist/recommended,,,18:47,18:47,,2025-04-20,2025-04-20,,,2025-04-20 18:47:28,2025-04-20 18:47:28
MP004920,"Attended XVIIIth World Congress of Echocardiography and Allied Sciences in Fujairah, UAE",,,India,National,https://www.practo.com/delhi/doctor/dr-ajay-sharma-cardiologist/recommended,,,18:47,18:47,,2025-04-20,2025-04-20,,,2025-04-20 18:47:28,2025-04-20 18:47:28
MP004920,Transoesophageal Echocardiography role in clinical practice published in 'Journal of Medicine' special issue by AKMG emirates,,,India,National,https://www.practo.com/delhi/doctor/dr-ajay-sharma-cardiologist/recommended,,,18:47,18:47,,2025-04-20,2025-04-20,,,2025-04-20 18:47:28,2025-04-20 18:47:28
MP004920,Worked as Literature reviewer for Current Opinion in Cardiology Journal,,,India,National,https://www.practo.com/delhi/doctor/dr-ajay-sharma-cardiologist/recommended,,,18:47,18:47,,2025-04-20,2025-04-20,,,2025-04-20 18:47:28,2025-04-20 18:47:28
MP005395,"1st Prize, Paper Presentation",Bombay Medical Congress,2008,India,National,https://www.practo.com/bangalore/doctor/dr-rahul-r-singh-diabetologist-1,,,15:42,15:42,,2025-04-19,2025-04-19,,,2025-04-19 15:42:23,2025-04-19 15:42:23
MP005501,"Gupta R, Prasad HK, Nagarkar KM, Dey AB. Preliminary study on circulating serum levels of tumour necrosis factor-Alpha in patients of tuberculosis. Indian J Clin Biochem - 2000",,2000,India,National,https://www.practo.com/bangalore/doctor/dr-ritesh-gupta-3-internal-medicine?open_estab_audit_modal=true,,,13:59,13:59,,2025-04-15,2025-04-15,,,2025-04-15 13:59:39,2025-04-15 13:59:39
MP005501,"Handa R, Gupta R, Wig N, Agarwal P, Wali JP. Microfilariae of Wuchereria bancrofti in Ascitic Fluid. Indian J Med Sci",,1996,India,National,https://www.practo.com/bangalore/doctor/dr-ritesh-gupta-3-internal-medicine?open_estab_audit_modal=true,,,13:59,13:59,,2025-04-15,2025-04-15,,,2025-04-15 13:59:39,2025-04-15 13:59:39
MP005501,"Gupta R, Misra A. Screening For And Prevention Of Diabetes In India: Need For Simple And Innovative Strategies. Diabetes Technol Ther",,,India,National,https://www.practo.com/bangalore/doctor/dr-ritesh-gupta-3-internal-medicine?open_estab_audit_modal=true,,,13:59,13:59,,2025-04-15,2025-04-15,,,2025-04-15 13:59:39,2025-04-15 13:59:39
MP005501,"Misra A, Chowbey P, Makkar BM, Vikram NK, Wasir JS, Chadha D, Joshi SR, Sadikot S, Gupta R, Gulati S, Munjal YP; Consensus Group. Consensus Statement for Diagnosis of Obesity, Abdominal Obesity and the Metabolic Syndrome for Asian India",,,India,National,https://www.practo.com/bangalore/doctor/dr-ritesh-gupta-3-internal-medicine?open_estab_audit_modal=true,,,13:59,13:59,,2025-04-15,2025-04-15,,,2025-04-15 13:59:39,2025-04-15 13:59:39
MP005501,"Subramanian A, Nigam P, Misra A, Pandey Rn, Mathur M, Gupta R, Madhusudan S. Severe Vitamin D Deficiency In Patients With Type 2 Diabetes In North India",,,India,National,https://www.practo.com/bangalore/doctor/dr-ritesh-gupta-3-internal-medicine?open_estab_audit_modal=true,,,13:59,13:59,,2025-04-15,2025-04-15,,,2025-04-15 13:59:39,2025-04-15 13:59:39
MP007416,National award for best Implantologist in Noida,Prime Time Media,2016,India,National,https://www.practo.com/noida/doctor/dr-vipul-garg,,,16:02,16:02,,2025-04-15,2025-04-15,,,2025-04-15 16:02:42,2025-04-15 16:02:42
MP007416,Implant course speaker by MSDI,,2015,Israel,National,https://www.practo.com/noida/doctor/dr-vipul-garg,,,16:02,16:02,,2025-04-15,2025-04-15,,,2025-04-15 16:02:42,2025-04-15 16:02:42
MP007416,National award for best Implantologist Noida,,2015,India,National,https://www.practo.com/noida/doctor/dr-vipul-garg,,,16:02,16:02,,2025-04-15,2025-04-15,,,2025-04-15 16:02:42,2025-04-15 16:02:42
MP008896,Gold medal,,2007,India,National,https://www.practo.com/indore/doctor/dr-ashish-kumar-jain-cardiologist,,,18:55:11,18:55:11,,2025-06-12,2025-06-12,,,2025-06-12 18:55:11,2025-06-12 18:55:11
MP009585,First Doctor In India To Start EECP- Enhanced External Counter Pulsation,,2012,India,National,https://www.practo.com/bhopal/doctor/dr-ashutosh-singh-cardiologist-1?practice_id=879004&specialization=Poor%20weight%20gain%20(in%20infants)&referrer=doctor_listing&category_name=symptom&category_id=1441,,,10:11,10:11,,2025-04-18,2025-04-18,,,2025-04-18 10:11:52,2025-04-18 10:11:52
MP009657,Best Intern Award,,2019,India,National,https://www.practo.com/bhopal/doctor/saurabh-tiwari-general-physician?practice_id=1126149&referrer=establishment_profile,,,10:41,10:41,,2025-04-27,2025-04-27,,,2025-04-27 10:41:42,2025-04-27 10:41:42
MP009987,President JCI Raipur Medico City,,2017,India,National,https://www.practo.com/Raipur/doctor/jitendra-saraf-dentist,,,13:53,13:53,,2025-04-25,2025-04-25,,,2025-04-25 13:53:16,2025-04-25 13:53:16
MP009987,Secretary Of Raipur Medicos JCI India,,2016,India,National,https://www.practo.com/Raipur/doctor/jitendra-saraf-dentist,,,13:53,13:53,,2025-04-25,2025-04-25,,,2025-04-25 13:53:16,2025-04-25 13:53:16
MP009987,Organized charitable camp with Department of Public Health Dentistry in Urla industrial area,,2015,India,National,https://www.practo.com/Raipur/doctor/jitendra-saraf-dentist,,,13:53,13:53,,2025-04-25,2025-04-25,,,2025-04-25 13:53:16,2025-04-25 13:53:16
MP009987,Published research articles in various national & international Journals,,2014,India,National,https://www.practo.com/Raipur/doctor/jitendra-saraf-dentist,,,13:53,13:53,,2025-04-25,2025-04-25,,,2025-04-25 13:53:16,2025-04-25 13:53:16
MP009987,Awarded for best paper presentation in future dental professional program,,2013,India,National,https://www.practo.com/Raipur/doctor/jitendra-saraf-dentist,,,13:53,13:53,,2025-04-25,2025-04-25,,,2025-04-25 13:53:16,2025-04-25 13:53:16
MP010110,Guest Lecturers in colleges,,1999,India,National,https://www.practo.com/chennai/doctor/dr-b-suresh-1-general-physician,,,11:32,11:32,,2025-04-27,2025-04-27,,,2025-04-27 11:32:26,2025-04-27 11:32:26
MP011112,Biogen IDec Canada Multiple Sclerosis Fellowship,,2005,India,National,https://www.practo.com/pune/doctor/dr-r-deshpande-neurologist,,,16:22,16:22,,2025-04-20,2025-04-20,,,2025-04-20 16:22:24,2025-04-20 16:22:24
MP012187,"Gold Medal In Surgery, Obstetrics and Gynaecology",,,India,National,https://www.practo.com/indore/doctor/dr-sarita-rao-cardiologist,,,18:36,18:36,,2025-06-12,2025-06-12,,,2025-06-12 18:36:16,2025-06-12 18:36:16
MP012187,Gold Medal in Pathology And Micrology,,,India,National,https://www.practo.com/indore/doctor/dr-sarita-rao-cardiologist,,,18:36,18:36,,2025-06-12,2025-06-12,,,2025-06-12 18:36:16,2025-06-12 18:36:16
MP012204,Ex President of IMA Mulund,,2006,India,National,https://www.practo.com/thane/doctor/yogesh-shah-general-physician,,,11:09,11:09,,2025-04-15,2025-04-15,,,2025-04-15 11:09:34,2025-04-15 11:09:34
MP012204,Ex Secretary of IMA Mulund,,2004,India,National,https://www.practo.com/thane/doctor/yogesh-shah-general-physician,,,11:09,11:09,,2025-04-15,2025-04-15,,,2025-04-15 11:09:34,2025-04-15 11:09:34
MP012734,Masters in Gasto and Hepatology,JGCON – Gastrovisions at Jaipur Golden Hospital,2011,India,National,https://www.practo.com/delhi/doctor/dr-anil-arora,,,12:24,12:24,,2025-04-18,2025-04-18,,,2025-04-18 12:24:47,2025-04-18 12:24:47
MP012734,Distinguished Gastroenterologist Awarded,Delhi Medical Association,2004,India,National,https://www.practo.com/delhi/doctor/dr-anil-arora,,,12:24,12:24,,2025-04-18,2025-04-18,,,2025-04-18 12:24:47,2025-04-18 12:24:47
MP012734,"Gastroenterologist Award New Delhi, Gastroenterology Awarded by Indian Society of Excellence Award",,2004,India,National,https://www.practo.com/delhi/doctor/dr-anil-arora,,,12:24,12:24,,2025-04-18,2025-04-18,,,2025-04-18 12:24:47,2025-04-18 12:24:47
MP012734,FCGP 1st Position in India and Gold Medal Awarded,"Indian Medical Association, New Delhi",1989,India,National,https://www.practo.com/delhi/doctor/dr-anil-arora,,,12:24,12:24,,2025-04-18,2025-04-18,,,2025-04-18 12:24:47,2025-04-18 12:24:47
MP015346,Rising Star of the Year,Times Health Group,2018,India,National,https://www.practo.com/hyderabad/doctor/dr-rahul-agarwal-general-physician,,,13:20,13:20,,2025-04-16,2025-04-16,,,2025-04-16 13:20:54,2025-04-16 13:20:54
MP015346,Prathibha Puraskar,Delhi Telugu Academy,2017,India,National,https://www.practo.com/hyderabad/doctor/dr-rahul-agarwal-general-physician,,,13:20,13:20,,2025-04-16,2025-04-16,,,2025-04-16 13:20:54,2025-04-16 13:20:54
MP488110,Apollo Gold Medal,,2013,India,National,https://www.practo.com/indore/doctor/dr-mayank-jain-4-cardiologist,,,10:07,10:07,,2025-04-15,2025-04-15,,,2025-04-15 10:07:39,2025-04-15 10:07:39
OD001330,Dr. Gopal Ch. Pattanayak Memorial Trust Award,Apollo Hospital,1998,India,National,https://www.practo.com/bhubaneswar/doctor/dr-raghunath-mohapatra-cardiac-surgeon,,,17:20,17:20,,2025-06-11,2025-06-11,,,2025-06-11 17:20:17,2025-06-11 17:20:17
OD001330,Best Graduate,Utkal University,1997,India,National,https://www.practo.com/bhubaneswar/doctor/dr-raghunath-mohapatra-cardiac-surgeon,,,17:20:17,17:20:17,,2025-06-11,2025-06-11,,,2025-06-11 17:20:17,2025-06-11 17:20:17
OD001330,Late Bijoy Ku. Patra Memorial Gold Medal,Utkal University,1997,India,National,https://www.practo.com/bhubaneswar/doctor/dr-raghunath-mohapatra-cardiac-surgeon,,,17:20:17,17:20:17,,2025-06-11,2025-06-11,,,2025-06-11 17:20:17,2025-06-11 17:20:17
OD001330,Jogendranath Bose Memorial Gold Medal,Kalinga Institute of Medical Sciences,1997,India,National,https://www.practo.com/bhubaneswar/doctor/dr-raghunath-mohapatra-cardiac-surgeon,,,17:20:17,17:20:17,,2025-06-11,2025-06-11,,,2025-06-11 17:20:17,2025-06-11 17:20:17
OD003880,Royal College of physicians,,,India,National,https://www.practo.com/bhubaneswar/doctor/dr-prasant-kumar-sahoo-cardiologist-1,,,9:53:26,9:53:26,,2025-06-10,2025-06-10,,,2025-06-10 09:53:26,2025-06-10 09:53:26
OD003880,Asia Pacific Society of Interventional Cardiology,,,India,National,https://www.practo.com/bhubaneswar/doctor/dr-prasant-kumar-sahoo-cardiologist-1,,,9:53,9:53,,2025-06-10,2025-06-10,,,2025-06-10 09:53:26,2025-06-10 09:53:26
OD003880,Royal College of Physicians & Surgeons,,,India,National,https://www.practo.com/bhubaneswar/doctor/dr-prasant-kumar-sahoo-cardiologist-1,,,9:53,9:53,,2025-06-10,2025-06-10,,,2025-06-10 09:53:26,2025-06-10 09:53:26
OD003888,Ranked 1st in Orissa State PMT,,,India,National,https://www.practo.com/bhubaneswar/doctor/dr-byomakesh-dikshit-cardiologist,,,17:30,17:30,,2025-04-17,2025-04-17,,,2025-04-17 17:30:19,2025-04-17 17:30:19
PB001060,Best Paper Presentation in International Conference for Sleep Disorders,,2016,India,National,https://www.practo.com/chandigarh/doctor/sanchit-kumar-wadhwa-pulmonologist,,,12:40:59,12:40:59,,2025-06-14,2025-06-14,,,2025-06-14 12:40:59,2025-06-14 12:40:59
PB007318,She has 10+ publications in her name which included 3 chapters in medicine updated bt APICON,,,India,National,https://www.practo.com/ludhiana/doctor/harpreet-kaur-2-internal-medicine,,,18:11,18:11,,2025-04-15,2025-04-15,,,2025-04-15 18:11:01,2025-04-15 18:11:01
PB008742,Editorial Secretary – Indian Journal of Cardiology,,2005,India,National,https://www.practo.com/mohali/doctor/dr-harpreet-gilhotra-cardiologist,,,14:36,14:36,,2025-04-15,2025-04-15,,,2025-04-15 14:36:58,2025-04-15 14:36:58
PB008742,Co-investigator CREATE [Clinical trial of Reviparin & metabolic modulation in Acute myocardial Treatment Evaluation] international study from KGMC,,2004,India,National,https://www.practo.com/mohali/doctor/dr-harpreet-gilhotra-cardiologist,,,14:36,14:36,,2025-04-15,2025-04-15,,,2025-04-15 14:36:58,2025-04-15 14:36:58
PB008742,K.G. Nair Award – for best paper presentation,Joint International conference of International society of Heart Research and International Academy of Cardiovascular Sciences,2004,Canada,International,https://www.practo.com/mohali/doctor/dr-harpreet-gilhotra-cardiologist,,,14:36,14:36,,2025-04-15,2025-04-15,,,2025-04-15 14:36:58,2025-04-15 14:36:58
PB014793,Topper In PG Entrance,,1997,India,National,https://www.practo.com/mohali/doctor/dr-vishal-bhambri-internal-medicine,,,12:42,12:42,,2025-04-29,2025-04-29,,,2025-04-29 12:42:36,2025-04-29 12:42:36
PB015137,Clinical Diabetes Fellow Award,Endocrine Society,2016,India,National,https://www.practo.com/bangalore/doctor/akshata-desai,,,17:51,17:51,,2025-06-11,2025-06-11,,,2025-06-11 17:51:41,2025-06-11 17:51:41
PB015137,Honor Award,Endocrine Fellows Foundation for contribution to Diabetes and Endocrine Research,2016,India,National,https://www.practo.com/bangalore/doctor/akshata-desai,,,17:51:41,17:51:41,,2025-06-11,2025-06-11,,,2025-06-11 17:51:41,2025-06-11 17:51:41
PB015137,Young Investigator Award,American Association of Clinical Endocrinology,2014,India,National,https://www.practo.com/bangalore/doctor/akshata-desai,,,17:51,17:51,,2025-06-11,2025-06-11,,,2025-06-11 17:51:41,2025-06-11 17:51:41
PB015137,Best Clinical Research Award,University at Buffalo,2014,India,National,https://www.practo.com/bangalore/doctor/akshata-desai,,,17:51:41,17:51:41,,2025-06-11,2025-06-11,,,2025-06-11 17:51:41,2025-06-11 17:51:41
PB015831,Diploma in Echocardiography,University of Vienna,2016,Austria,National,https://www.practo.com/mohali/doctor/dinesh-joshi-cardiologist,,,15:38,15:38,,2025-04-20,2025-04-20,,,2025-04-20 15:38:39,2025-04-20 15:38:39
PB015831,Post Graduate Program In Cardiology,Johns Hopkins University School of Medicine,2013,United States,National,https://www.practo.com/mohali/doctor/dinesh-joshi-cardiologist,,,15:38,15:38,,2025-04-20,2025-04-20,,,2025-04-20 15:38:39,2025-04-20 15:38:39
PB025757,University Topper in Pathology,Baba Farid University of Health Sciences,2012,,National,https://www.linkedin.com/in/dr-puneet-kumar-b33ab9160/,,,18:07:39,18:07:39,,2025-06-12,2025-06-12,,,2025-06-12 18:07:39,2025-06-12 18:07:39
PB025757,Bronze Medal In ENT,,2009,India,National,https://www.practo.com/mohali/doctor/puneet-kumar-aggarwal-infectious-diseases-physician1,,,17:03,17:03,,2025-04-21,2025-04-21,,,2025-04-21 17:03:12,2025-04-21 17:03:12
PB025757,Distinction In Pathology,,2008,India,National,https://www.practo.com/mohali/doctor/puneet-kumar-aggarwal-infectious-diseases-physician1,,,17:03,17:03,,2025-04-21,2025-04-21,,,2025-04-21 17:03:12,2025-04-21 17:03:12
PB025757,Gold Medal In Pathology,,2008,India,National,https://www.practo.com/mohali/doctor/puneet-kumar-aggarwal-infectious-diseases-physician1,,,17:03,17:03,,2025-04-21,2025-04-21,,,2025-04-21 17:03:12,2025-04-21 17:03:12
PB025757,University Topper In Pathology,,2008,India,National,https://www.practo.com/mohali/doctor/puneet-kumar-aggarwal-infectious-diseases-physician1,,,17:03,17:03,,2025-04-21,2025-04-21,,,2025-04-21 17:03:12,2025-04-21 17:03:12
RJ001898,Best Emerging Cardiologist Jaipur,,2016,India,National,https://www.practo.com/jaipur/doctor/rudradev-pandey-cardiologist,,,17:41,17:41,,2025-04-25,2025-04-25,,,2025-04-25 17:41:59,2025-04-25 17:41:59
RJ001898,Member European Association of Percutaneous Intervention (EAPCI),,2013,India,National,https://www.practo.com/jaipur/doctor/rudradev-pandey-cardiologist,,,17:41,17:41,,2025-04-25,2025-04-25,,,2025-04-25 17:41:59,2025-04-25 17:41:59
RJ001898,Poster Presentation - Role Of Tnk In Pulmonary Embolism,,2011,India,National,https://www.practo.com/jaipur/doctor/rudradev-pandey-cardiologist,,,17:41,17:41,,2025-04-25,2025-04-25,,,2025-04-25 17:41:59,2025-04-25 17:41:59
RJ001898,Review – Diagnosis Of Acute Myocardial Infarction,,2011,India,National,https://www.practo.com/jaipur/doctor/rudradev-pandey-cardiologist,,,17:41,17:41,,2025-04-25,2025-04-25,,,2025-04-25 17:41:59,2025-04-25 17:41:59
RJ001898,Review Article – Metabolic Syndrome-Api -,,2006,India,National,https://www.practo.com/jaipur/doctor/rudradev-pandey-cardiologist,,,17:41,17:41,,2025-04-25,2025-04-25,,,2025-04-25 17:41:59,2025-04-25 17:41:59
RJ009586,Fellowship,European Society of Cardiology,2017,France,International,https://www.practo.com/jaipur/doctor/dr-atul-kasliwal-cardiologist,,,11:37,11:37,,2025-04-24,2025-04-24,,,2025-04-24 11:37:20,2025-04-24 11:37:20
RJ009586,First Cardiologist in Rajasthan to get the degree of “FELLOW NATIONAL BOARD”,National Board of Examinations,2006,India,National,https://www.practo.com/jaipur/doctor/dr-atul-kasliwal-cardiologist,,,11:37,11:37,,2025-04-24,2025-04-24,,,2025-04-24 11:37:20,2025-04-24 11:37:20
