UIN,award_name,awarded_by,award_year,award_country,award_level,award_source_url_1,award_source_url_2,award_source_url_3,award_processed_timestamp,award_inserted_timestamp,award_updated_timestamp,award_processed_date,award_inserted_date,award_updated_date,award_delete_flag_timestamp,award_processed_date timestamp,award_inserted_date timestamp
JH005817,Certificate on training on advance E.C.G,,,India,National,https://www.practo.com/ranchi/doctor/dr-amar-kumar-cardiologist,,,11:14,11:14,,2025-04-17,2025-04-17,,,2025-04-17 11:14:42,2025-04-17 11:14:42
JH028267,Doctaratus medicines,,2020,India,National,https://www.practo.com/gurgaon/doctor/dr-manish-shrivastava-endocrinologist,,,10:40,10:40,,2025-04-16,2025-04-16,,,2025-04-16 10:40:39,2025-04-16 10:40:39
KA009307,Life Time Achievement Award,Cardiology Society of India,2016,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44,17:44,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,Distinguished Faculty Award,Govind Ballabh Pant Institute of Post Graduate Medical Education & Research,2015,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44,17:44,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,Distinguished Alumnus Award,Maulana Azad Medical College,2014,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44,17:44,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,World Health Initiative for Peace (WHIP),,2013,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44:04,17:44:04,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,Global Achiever Award,Global Punjabi Society,2010,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44:04,17:44:04,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,"""Chikitsa Ratan"" Award",Medical Association,2010,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44,17:44,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,The Andreas Gruentzig Distinguished Interventional Cardiologist Award,Cardio Vascular Society of India,2008,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44:04,17:44:04,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,Carrier Achievement Award,Indian Heart Rhythm Society,2007,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44:04,17:44:04,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,Rotary President's Recognition Award,Rotary Club of India,2007,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44:04,17:44:04,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,Padma Shree Award,,2006,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44,17:44,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,WCCPC - Life Time Achievement Award for Outstanding Contribution in Cardiology,Dr. APJ Abdul kalam,2006,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44:04,17:44:04,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,Delhi Medical Association Legend in Cardiology,,2005,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44:04,17:44:04,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,Maulana Azad Medical College Old Students Award for Exemplary Services,,2005,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44,17:44,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,National Award for Excellence in Medicine,,1999,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44,17:44,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,"B C Roy Memorial Doctors State Award, Govt of NCT of Delhi",,1998,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44,17:44,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,Warner Heart Oration of Cardiological Society of India,,1988,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44,17:44,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,Award of Excellence in Cardiac Pacing,,1985,Australia,International,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44,17:44,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,Searle Award,,1983,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44:04,17:44:04,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA009307,D P Basu Award,,1981,India,National,https://www.practo.com/delhi/doctor/dr-k-k-sethi-cardiologist-1,,,17:44:04,17:44:04,,2025-06-11,2025-06-11,,,2025-06-11 17:44:04,2025-06-11 17:44:04
KA010184,Chairman in Endocrine Conference,Indian Medical Association,2018,India,National,https://www.practo.com/bangalore/doctor/karunesh-kumar-h-s-diabetologist,,,15:47,15:47,,2025-04-26,2025-04-26,,,2025-04-26 15:47:04,2025-04-26 15:47:04
KA010184,Felicitation by Ex-Servicemen Association,,2018,India,National,https://www.practo.com/bangalore/doctor/karunesh-kumar-h-s-diabetologist,,,15:47,15:47,,2025-04-26,2025-04-26,,,2025-04-26 15:47:04,2025-04-26 15:47:04
KA010184,Best Service to Diabetic Patients Award,,2014,India,National,https://www.practo.com/bangalore/doctor/karunesh-kumar-h-s-diabetologist,,,15:47,15:47,,2025-04-26,2025-04-26,,,2025-04-26 15:47:04,2025-04-26 15:47:04
KA010184,Samaja Seva Bhushana Award,,2009,India,National,https://www.practo.com/bangalore/doctor/karunesh-kumar-h-s-diabetologist,,,15:47,15:47,,2025-04-26,2025-04-26,,,2025-04-26 15:47:04,2025-04-26 15:47:04
KA010184,Vydyakiya Ratna (Diamond Doctor) Award,Nava Karnataka Cultural Association,2008,India,National,https://www.practo.com/bangalore/doctor/karunesh-kumar-h-s-diabetologist,,,15:47,15:47,,2025-04-26,2025-04-26,,,2025-04-26 15:47:04,2025-04-26 15:47:04
KA010280,Torrent Young Scholar Award Given for Outstanding Academic Achievement Among Endocrinology Trainees,,2009,India,National,https://www.practo.com/bangalore/doctor/dr-anantharaman-r-diabetologist-2?practice_id=693752&specialization=Hyperthyroidism&referrer=doctor_listing&category_name=symptom&category_id=165,,,10:12,10:12,,2025-04-15,2025-04-15,,,2025-04-15 10:12:13,2025-04-15 10:12:13
KA010280,Gold Medal for the MD General Medicine Course,,2006,India,National,https://www.practo.com/bangalore/doctor/dr-anantharaman-r-diabetologist-2?practice_id=693752&specialization=Hyperthyroidism&referrer=doctor_listing&category_name=symptom&category_id=165,,,10:12,10:12,,2025-04-15,2025-04-15,,,2025-04-15 10:12:13,2025-04-15 10:12:13
KA011005,"Written a Book on Diabetes, ""Madumehadali Dirghaaushya""",,2008,India,National,https://www.practo.com/bangalore/doctor/dr-ravindra-h-s-diabetologist,,,11:43,11:43,,2025-04-24,2025-04-24,,,2025-04-24 11:43:47,2025-04-24 11:43:47
KA011693,Best Paper Award,,1998,India,National,https://www.practo.com/bangalore/doctor/dr-bagirath-raghuraman-cardiologist,,,18:16,18:16,,2025-04-15,2025-04-15,,,2025-04-15 18:16:50,2025-04-15 18:16:50
KA011693,Best Outgoing Student,,1991,India,National,https://www.practo.com/bangalore/doctor/dr-bagirath-raghuraman-cardiologist,,,18:16,18:16,,2025-04-15,2025-04-15,,,2025-04-15 18:16:50,2025-04-15 18:16:50
KA012534,Shinning Star Award,,2024,India,National,https://www.drameetoswal.com/,,,17:08:56,17:08:56,,2025-06-11,2025-06-11,,,2025-06-11 17:08:56,2025-06-11 17:08:56
KA016263,Recognised from KMC,,1997,India,National,https://www.practo.com/bangalore/doctor/dr-s-s-raju-general-physician?practice_id=688290&specialization=Diabetologist,,,18:20,18:20,,2025-04-16,2025-04-16,,,2025-04-16 18:20:05,2025-04-16 18:20:05
KA016487,Aryabhatta Award,,,India,National,https://www.practo.com/bangalore/doctor/dr-kashinath-dixit-diabetologist,,,12:06,12:06,,2025-04-23,2025-04-23,,,2025-04-23 12:06:27,2025-04-23 12:06:27
KA018487,European Society of Cardiology,,2016,India,National,https://www.practo.com/bangalore/doctor/dr-santosh-jadhav-cardiologist,,,12:54,12:54,,2025-04-22,2025-04-22,,,2025-04-22 12:54:09,2025-04-22 12:54:09
KA019089,3rd Rank,Mysore University,1985,India,National,https://www.practo.com/bangalore/doctor/dr-nagesh-adiga-internal-medicine,,,13:38,13:38,,2025-04-24,2025-04-24,,,2025-04-24 13:38:03,2025-04-24 13:38:03
KA019804,Awarded the Mahindra & Mahindra/Nightingale Award for one of the 10 leading personalities in the field of Medicine,,2003,India,National,https://www.practo.com/bangalore/doctor/dr-v-s-prakash-cardiologist,,,18:03,18:03,,2025-04-16,2025-04-16,,,2025-04-16 18:03:32,2025-04-16 18:03:32
KA019804,"President's medal for president's oration, Annual CSI Chapter",,,India,National,https://www.practo.com/bangalore/doctor/dr-v-s-prakash-cardiologist,,,18:03,18:03,,2025-04-16,2025-04-16,,,2025-04-16 18:03:32,2025-04-16 18:03:32
KA022024,Diploma in Diabetes and Endocrinology,,2009,India,National,https://www.practo.com/davanagere/doctor/dr-varun-chandra-alur-endocrinologist,,,10:36,10:36,,2025-04-25,2025-04-25,,,2025-04-25 10:36:23,2025-04-25 10:36:23
KA023136,Membership Award,American Heart Association,2016,United States,International,https://www.practo.com/bangalore/doctor/dr-major-v-jayaprasad-cardiologist,,,10:28,10:28,,2025-04-21,2025-04-21,,,2025-04-21 10:28:48,2025-04-21 10:28:48
KA024435,Chairmans Award for Year,,2016,India,National,https://www.practo.com/bangalore/doctor/dr-karthik-s-m-general-physician,,,16:26,16:26,,2025-04-20,2025-04-20,,,2025-04-20 16:26:38,2025-04-20 16:26:38
KA027583,Secured First Position in State Level Haematology Quiz held in Bangalore,,2017,India,National,https://www.practo.com/bangalore/doctor/sujith-m-s-internal-medicine,,,17:11,17:11,,2025-04-20,2025-04-20,,,2025-04-20 17:11:52,2025-04-20 17:11:52
KA028927,Best Poster Presentation,,2016,India,National,https://www.practo.com/bangalore/doctor/darshana-r-1-internal-medicine,,,17:46,17:46,,2025-04-17,2025-04-17,,,2025-04-17 17:46:03,2025-04-17 17:46:03
KA028927,Topper in PCMB,,2002,India,National,https://www.practo.com/bangalore/doctor/darshana-r-1-internal-medicine,,,17:46,17:46,,2025-04-17,2025-04-17,,,2025-04-17 17:46:03,2025-04-17 17:46:03
KA029696,Best case report in BMJ case reports journal,,2013,India,National,https://www.practo.com/bangalore/doctor/g-vivek-cardiologist?practice_id=1312752,,,17:05:40,17:05:40,,2025-06-11,2025-06-11,,,2025-06-11 17:05:40,2025-06-11 17:05:40
KA029696,B BRAUN Medical Trust Foundation Scholarship Award,,2010,India,National,https://www.practo.com/bangalore/doctor/g-vivek-cardiologist?practice_id=1312752,,,17:05,17:05,,2025-06-11,2025-06-11,,,2025-06-11 17:05:40,2025-06-11 17:05:40
KA029696,A.D Ramegowda Award for Best Outgoing Student in M.D General Medicine,,2007,India,National,https://www.practo.com/bangalore/doctor/g-vivek-cardiologist?practice_id=1312752,,,17:05,17:05,,2025-06-11,2025-06-11,,,2025-06-11 17:05:40,2025-06-11 17:05:40
KA029696,DR VK Krishna Prakash Gold medal for the best outgoing student in MD General Medicine,,2007,India,National,https://www.practo.com/bangalore/doctor/g-vivek-cardiologist?practice_id=1312752,,,17:05,17:05,,2025-06-11,2025-06-11,,,2025-06-11 17:05:40,2025-06-11 17:05:40
KA034542,PGP in Diabetology,Johns Hopkins Institute,2014,United States,National,https://www.practo.com/bangalore/doctor/dr-pratyush-miglani-internal-medicine,,,18:34,18:34,,2025-04-27,2025-04-27,,,2025-04-27 18:34:03,2025-04-27 18:34:03
KA034542,Best Case Award,,2014,India,National,https://www.practo.com/bangalore/doctor/dr-pratyush-miglani-internal-medicine,,,18:34,18:34,,2025-04-27,2025-04-27,,,2025-04-27 18:34:03,2025-04-27 18:34:03
KA034542,Poster Presentation Award,,2010,India,National,https://www.practo.com/bangalore/doctor/dr-pratyush-miglani-internal-medicine,,,18:34,18:34,,2025-04-27,2025-04-27,,,2025-04-27 18:34:03,2025-04-27 18:34:03
KA037451,Life Membership,Research Society for the Study of Diabetes in India,2014,India,National,https://www.practo.com/bangalore/doctor/dr-mohammed-tauseef-general-physician-1,,,12:46,12:46,,2025-04-20,2025-04-20,,,2025-04-20 12:46:38,2025-04-20 12:46:38
KA037451,Certificate Course in Evidence Based Diabates Management,,2012,India,National,https://www.practo.com/bangalore/doctor/dr-mohammed-tauseef-general-physician-1,,,12:46,12:46,,2025-04-20,2025-04-20,,,2025-04-20 12:46:38,2025-04-20 12:46:38
KA037502,State rank holder for PG Anesthesiology,,2009,India,National,https://www.practo.com/bangalore/doctor/preeti-s-general-physician,,,14:08,14:08,,2025-04-24,2025-04-24,,,2025-04-24 14:08:59,2025-04-24 14:08:59
KA037502,Gold Medallist Ophthalmology,,,India,National,https://www.practo.com/bangalore/doctor/preeti-s-general-physician,,,14:08,14:08,,2025-04-24,2025-04-24,,,2025-04-24 14:08:59,2025-04-24 14:08:59
KA037502,"Stood 1st to the institute JSS, Mysore",,,India,National,https://www.practo.com/bangalore/doctor/preeti-s-general-physician,,,14:08,14:08,,2025-04-24,2025-04-24,,,2025-04-24 14:08:59,2025-04-24 14:08:59
KA037625,Best Doctor Award,Fortis Escorts Heart Institute,2015,India,National,https://www.practo.com/bangalore/doctor/pradeep-haranahalli,,,17:51,17:51,,2025-06-11,2025-06-11,,,2025-06-11 17:51:58,2025-06-11 17:51:58
KA037625,Visiting Fellow/Cardiologist of Intensive training program on PCI of CTO lesions,Toyohashi Heart Center,2015,Japan ,International,https://www.practo.com/bangalore/doctor/pradeep-haranahalli,,,17:51,17:51,,2025-06-11,2025-06-11,,,2025-06-11 17:51:58,2025-06-11 17:51:58
KA037625,Postgraduate travel grant,Indian Heart Rhythm Society,,India,National,https://www.practo.com/bangalore/doctor/pradeep-haranahalli,,,17:51,17:51,,2025-06-11,2025-06-11,,,2025-06-11 17:51:58,2025-06-11 17:51:58
KA039387,Certificate in Diabetes Awards,,2011,India,National,https://www.practo.com/bangalore/doctor/astrid-microsystems-cardiologist,,,11:05,11:05,,2025-04-15,2025-04-15,,,2025-04-15 11:05:45,2025-04-15 11:05:45
KA041008,First person,,,India,National,https://www.practo.com/bangalore/doctor/dr-suresh-k-g-internal-medicine-1,,,17:28:42,17:28:42,,2025-06-11,2025-06-11,,,2025-06-11 17:28:42,2025-06-11 17:28:42
KA041008,Researcher Award,,,India,National,https://www.practo.com/bangalore/doctor/dr-suresh-k-g-internal-medicine-1,,,17:28:42,17:28:42,,2025-06-11,2025-06-11,,,2025-06-11 17:28:42,2025-06-11 17:28:42
KA495625,Best Paper Award,,2009,India,National,https://www.practo.com/bangalore/doctor/dr-purnima-k-general-physician,,,18:12,18:12,,2025-04-25,2025-04-25,,,2025-04-25 18:12:21,2025-04-25 18:12:21
KL026524,“Nallam Satiyanarayanamma” Gold Medal for securing the first place in the MD in General Medicine,,2000,India,National,https://www.practo.com/ernakulam/doctor/dr-rajasekhar-varma-cardiologist,,,10:42,10:42,,2025-04-23,2025-04-23,,,2025-04-23 10:42:49,2025-04-23 10:42:49
KL026524,N Abdoul Cader @ Ibrahime Memorial Prize in Neurology,,2000,India,National,https://www.practo.com/ernakulam/doctor/dr-rajasekhar-varma-cardiologist,,,10:42,10:42,,2025-04-23,2025-04-23,,,2025-04-23 10:42:49,2025-04-23 10:42:49
KL026524,Awarded MOH Hassan Kuthoos Marikkar Endowment Prize in Cardiology,,1996,India,National,https://www.practo.com/ernakulam/doctor/dr-rajasekhar-varma-cardiologist,,,10:42,10:42,,2025-04-23,2025-04-23,,,2025-04-23 10:42:49,2025-04-23 10:42:49
KL026524,Among the top 5 students of final MBBS,Jawaharlal Institute of Postgraduate Medical Education and Research,1995,India,National,https://www.practo.com/ernakulam/doctor/dr-rajasekhar-varma-cardiologist,,,10:42,10:42,,2025-04-23,2025-04-23,,,2025-04-23 10:42:49,2025-04-23 10:42:49
KL026524,First rank in MD,Jawaharlal Institute of Postgraduate Medical Education and Research,,India,National,https://www.practo.com/ernakulam/doctor/dr-rajasekhar-varma-cardiologist,,,10:42,10:42,,2025-04-23,2025-04-23,,,2025-04-23 10:42:49,2025-04-23 10:42:49
KL033512,MRCP Sce Uk,,2024,India,National,https://www.practo.com/kottayam/doctor/ajeesh-t-endocrinologist-general-physician,,,12:04,12:04,,2025-06-14,2025-06-14,,,2025-06-14 12:04:24,2025-06-14 12:04:24
KL033512,DRNB Endocrinology,,2022,India,National,https://www.practo.com/kottayam/doctor/ajeesh-t-endocrinologist-general-physician,,,12:04,12:04,,2025-06-14,2025-06-14,,,2025-06-14 12:04:24,2025-06-14 12:04:24
KL033512,DM Endocrinology,,2021,India,National,https://www.practo.com/kottayam/doctor/ajeesh-t-endocrinologist-general-physician,,,12:04,12:04,,2025-06-14,2025-06-14,,,2025-06-14 12:04:24,2025-06-14 12:04:24
KL033512,Best Free Paper Esicon,,2020,India,National,https://www.practo.com/kottayam/doctor/ajeesh-t-endocrinologist-general-physician,,,12:04,12:04,,2025-06-14,2025-06-14,,,2025-06-14 12:04:24,2025-06-14 12:04:24
MH004334,Vaudhyajivak,,2014,India,National,https://www.practo.com/yavatmal/doctor/vijay-moon-cardiologist,,,18:25,18:25,,2025-06-13,2025-06-13,,,2025-06-13 18:25:34,2025-06-13 18:25:34
MH007623,Paper Presentation in Mapicon,,2009,India,National,https://www.practo.com/pune/doctor/dr-mangesh-b-danej-cardiologist,,,14:57,14:57,,2025-04-19,2025-04-19,,,2025-04-19 14:57:55,2025-04-19 14:57:55
MH007936,Young Talent Cardiology Award,European Society of Cardiology,2014,Belgium,International,https://www.drriyajmujawar.in/cardiologist-in-sangli/Cardiology/Dr-Riyaj-Mujawar/Sangli-Miraj-Rd-Miraj/1161,,,12:03,12:03,,2025-06-14,2025-06-14,,,2025-06-14 12:03:30,2025-06-14 12:03:30
MH007936,Awarded MNAMS (Cardiology),,2014,India,National,https://www.drriyajmujawar.in/cardiologist-in-sangli/Cardiology/Dr-Riyaj-Mujawar/Sangli-Miraj-Rd-Miraj/1161,,,12:03,12:03,,2025-06-14,2025-06-14,,,2025-06-14 12:03:30,2025-06-14 12:03:30
MH007936,"Winner of Cardiology quiz at Madras Medical Mission, Chennai",,2013,India,National,https://www.drriyajmujawar.in/cardiologist-in-sangli/Cardiology/Dr-Riyaj-Mujawar/Sangli-Miraj-Rd-Miraj/1161,,,12:03,12:03,,2025-06-14,2025-06-14,,,2025-06-14 12:03:30,2025-06-14 12:03:30
MH007936,State Level Winner of Public Health Quiz at AFMC Pune,,2003,India,National,https://www.drriyajmujawar.in/cardiologist-in-sangli/Cardiology/Dr-Riyaj-Mujawar/Sangli-Miraj-Rd-Miraj/1161,,,12:03,12:03,,2025-06-14,2025-06-14,,,2025-06-14 12:03:30,2025-06-14 12:03:30
MH009982,Fellowship in Diabetology,John Hopkins University,,United States,National,"https://www.practo.com/pune/doctor/dr-mukesh-budhwani-general-physician-1#:~:text=with%20top%20hospitals-,Dr.,Viman%20Nagar%2C%20Pun...",,,12:40,12:40,,2025-04-24,2025-04-24,,,2025-04-24 12:40:09,2025-04-24 12:40:09
MH013827,Best Interventional Cardiologist,,2023,India,National,https://www.practo.com/mumbai/doctor/dr-dr-mitt-k-kothari-internal-medicine,,,14:46,14:46,,2025-04-27,2025-04-27,,,2025-04-27 14:46:33,2025-04-27 14:46:33
MH013827,Best Consultant Cardiology,,2022,India,National,https://www.practo.com/mumbai/doctor/dr-dr-mitt-k-kothari-internal-medicine,,,14:46,14:46,,2025-04-27,2025-04-27,,,2025-04-27 14:46:33,2025-04-27 14:46:33
MH016573,Annual conference Kurla Medical Association 2010 Management of D.U.B & Role of Thermachoice Balloon Ablasion,,2010,India,National,https://www.practo.com/mumbai/doctor/dr-jagdip-shah-gynecologist-obstetrician-1,,,18:19,18:19,,2025-06-13,2025-06-13,,,2025-06-13 18:19:09,2025-06-13 18:19:09
MH016573,Parakh Hospital Conference March 2008 Two Decades of A.R.T. in India: Expanding Horizon : Recurrent Endometriosis,,2008,India,National,https://www.practo.com/mumbai/doctor/dr-jagdip-shah-gynecologist-obstetrician-1,,,18:19,18:19,,2025-06-13,2025-06-13,,,2025-06-13 18:19:09,2025-06-13 18:19:09
MH016573,IAGE 2007 conference at Ahmedabad. 10 Years follow up of 115 cases of laparoscopic salpingostomy for tubal ectopic pregnancy ( Paper published in Indian Association of Gynaecological Endoscopist journal ),,2007,India,National,https://www.practo.com/mumbai/doctor/dr-jagdip-shah-gynecologist-obstetrician-1,,,18:19,18:19,,2025-06-13,2025-06-13,,,2025-06-13 18:19:09,2025-06-13 18:19:09
MH016573,"Society of laparoendoscopic surgeons, 16th sls annual meeting & Endo expo 2007 Hyatt regency San Francisco, U.S.A a best Gyn Paper Award linear salpingostomy for ectopic pregnancy effect on fertility paper published in society of laparoscopic surgeon",,2007,India,National,https://www.practo.com/mumbai/doctor/dr-jagdip-shah-gynecologist-obstetrician-1,,,18:19,18:19,,2025-06-13,2025-06-13,,,2025-06-13 18:19:09,2025-06-13 18:19:09
MH016573,The Indian Association of Gynaecological Endoscopists IAGE 2003 conference at Kochi ‘THERMACHOICE’ A Better Choice For Treatment Of D.U.B. (Paper published in Indian Association of Gynaecological Endoscopists journal ),,2003,India,National,https://www.practo.com/mumbai/doctor/dr-jagdip-shah-gynecologist-obstetrician-1,,,18:19,18:19,,2025-06-13,2025-06-13,,,2025-06-13 18:19:09,2025-06-13 18:19:09
MH016573,World Congress Award,"7th World Congress of Sexology, Chennai for “Survey on Middle Age Sex”",1985,India,National,https://www.practo.com/mumbai/doctor/dr-jagdip-shah-gynecologist-obstetrician-1,,,18:19,18:19,,2025-06-13,2025-06-13,,,2025-06-13 18:19:09,2025-06-13 18:19:09
MH018155,Gold medallist,,2018,India,National,https://www.practo.com/Aurangabad/doctor/dr-vikrant-deshmukh-cardiology?practice_id=1337231,,,9:55,9:55,,2025-06-10,2025-06-10,,,2025-06-10 09:55:26,2025-06-10 09:55:26
MH018155,Best Paper presentation,,2014,India,National,https://www.practo.com/Aurangabad/doctor/dr-vikrant-deshmukh-cardiology?practice_id=1337231,,,9:55,9:55,,2025-06-10,2025-06-10,,,2025-06-10 09:55:26,2025-06-10 09:55:26
MH024022,Best Doctor Award - Fortis Noida,,2022,India,National,https://www.practo.com/delhi/doctor/dr-anupam-biswas-endocrinologist-1,,,11:03,11:03,,2025-04-17,2025-04-17,,,2025-04-17 11:03:51,2025-04-17 11:03:51
MH024022,Qualified UPSC for Position Of Assistant Professor in Endocrinology,,2020,India,National,https://www.practo.com/delhi/doctor/dr-anupam-biswas-endocrinologist-1,,,11:03,11:03,,2025-04-17,2025-04-17,,,2025-04-17 11:03:51,2025-04-17 11:03:51
MH024022,Best Resident Award - General Medicine,,2015,India,National,https://www.practo.com/delhi/doctor/dr-anupam-biswas-endocrinologist-1,,,11:03,11:03,,2025-04-17,2025-04-17,,,2025-04-17 11:03:51,2025-04-17 11:03:51
MH024022,Distinction In MBBBS,,2006,India,National,https://www.practo.com/delhi/doctor/dr-anupam-biswas-endocrinologist-1,,,11:03,11:03,,2025-04-17,2025-04-17,,,2025-04-17 11:03:51,2025-04-17 11:03:51
MH031356,Gold Medallist for Fellowship in Diabetes,,2004,India,National,https://www.practo.com/thane/doctor/dr-shefali-karkhanis-diabetologist,,,18:32,18:32,,2025-04-25,2025-04-25,,,2025-04-25 18:32:03,2025-04-25 18:32:03
MH034174,Intra Aortic Balloon Pump Award,,,India,National,https://www.drsuryawanshiheartcare.com/site/profile,,,18:52,18:52,,2025-06-12,2025-06-12,,,2025-06-12 18:52:41,2025-06-12 18:52:41
MH034585,J & J Award,,1998,India,National,https://www.practo.com/mumbai/doctor/dr-b-c-kalmath-cardiologist,,,18:50,18:50,,2025-06-13,2025-06-13,,,2025-06-13 18:50:25,2025-06-13 18:50:25
MH035120,Contributed Chapters in Textbook of RSSDI,,2013,India,National,https://www.practo.com/thane/doctor/dr-vijay-negalur-endocrinologist,,,17:55,17:55,,2025-04-16,2025-04-16,,,2025-04-16 17:55:17,2025-04-16 17:55:17
MH035120,Dhanvanti Award In The Field of Diabetes,,2007,India,National,https://www.practo.com/thane/doctor/dr-vijay-negalur-endocrinologist,,,17:55,17:55,,2025-04-16,2025-04-16,,,2025-04-16 17:55:17,2025-04-16 17:55:17
MH035120,"President OD ADCP, Dombivali Chapter for Last 12 Years",,2002,India,National,https://www.practo.com/thane/doctor/dr-vijay-negalur-endocrinologist,,,17:55,17:55,,2025-04-16,2025-04-16,,,2025-04-16 17:55:17,2025-04-16 17:55:17
MH035126,"A Randomized , Multicentric, Double Blind, Parallel, Placebo Controlled Study Of The Effect Of Jnj 28431754 On Cv Outcomes In Adult Subjects I Type 2 Diabetes Mellitus",,,India,National,https://www.practo.com/pune/doctor/dr-aniruddha-tongaonkar-cardiologist,,,12:10,12:10,,2025-06-14,2025-06-14,,,2025-06-14 12:10:56,2025-06-14 12:10:56
MH035126,Randomized Double Blind Study Comparing The Immunogenicity Of Two Different Brands Of Human Insulin For The Treatment For Diabetes,,,India,National,https://www.practo.com/pune/doctor/dr-aniruddha-tongaonkar-cardiologist,,,12:10,12:10,,2025-06-14,2025-06-14,,,2025-06-14 12:10:56,2025-06-14 12:10:56
MH035126,"A Prospective, Randomized, Comparative Study To Evaluate Effects Of Aquacel Ag Dressing And Aquacel Dressings On Heating Of Chronic Venous Leg Ulcers",,,India,National,https://www.practo.com/pune/doctor/dr-aniruddha-tongaonkar-cardiologist,,,12:10,12:10,,2025-06-14,2025-06-14,,,2025-06-14 12:10:56,2025-06-14 12:10:56
MH035126,A Multinational Observational Study Assessing Insulin Use : Understanding The Challenges Associated With Progression Of Therapy The Mosaic Type 2 Diabetes Study,,,India,National,https://www.practo.com/pune/doctor/dr-aniruddha-tongaonkar-cardiologist,,,12:10,12:10,,2025-06-14,2025-06-14,,,2025-06-14 12:10:56,2025-06-14 12:10:56
MH036475,Award recipient from District for Diabetes Control,,2017,India,National,https://www.practo.com/thane/doctor/dr-alok-modi-cardiologist-1,,,11:30,11:30,,2025-04-26,2025-04-26,,,2025-04-26 11:30:04,2025-04-26 11:30:04
MH036475,District Chair for Diabetes,,2017,India,National,https://www.practo.com/thane/doctor/dr-alok-modi-cardiologist-1,,,11:30,11:30,,2025-04-26,2025-04-26,,,2025-04-26 11:30:04,2025-04-26 11:30:04
MH036475,Award recipient from District for Tuberculosis Control,,2016,India,National,https://www.practo.com/thane/doctor/dr-alok-modi-cardiologist-1,,,11:30,11:30,,2025-04-26,2025-04-26,,,2025-04-26 11:30:04,2025-04-26 11:30:04
MH036475,District Chair for TB Control,,2016,India,National,https://www.practo.com/thane/doctor/dr-alok-modi-cardiologist-1,,,11:30,11:30,,2025-04-26,2025-04-26,,,2025-04-26 11:30:04,2025-04-26 11:30:04
