Client Doctor Code,Campaign Start Date (Month Year),HCP Email Open Rate,HCP WhatsApp Read Rate,HCP Email Click Rate,HCP WhatsApp Click Rate,HCP Call Productive Rate,Last Call Connected Date (Selected Month),Average Duration Connected Calls
AP000091,"June, 2025",,100.00%,,,,,
AP000127,"June, 2025",60.00%,,,,,,
AP000129,"June, 2025",60.00%,83.33%,,,,,
AP000130,"June, 2025",60.00%,100.00%,,,,,
AP000187,"June, 2025",,100.00%,,,,,
AP000239,"June, 2025",,50.00%,,25.00%,,,
AP000412,"June, 2025",,100.00%,,16.67%,,,
AP000421,"June, 2025",,75.00%,,,,,
AP000453,"June, 2025",60.00%,,,,,,
AP000470,"June, 2025",60.00%,,,,,,
AP000514,"June, 2025",80.00%,100.00%,,16.67%,,,
AP000542,"June, 2025",,33.33%,,,,,
AP000577,"June, 2025",,100.00%,,,,,
AP000639,"June, 2025",,100.00%,,,,,
AP000680,"June, 2025",50.00%,33.33%,,,,,
AP000688,"June, 2025",,100.00%,,,,,
AP000744,"June, 2025",,100.00%,,,,,
AP0007932,"June, 2025",40.00%,25.00%,,,,,
AP001045,"June, 2025",100.00%,,,,,,
AP001274,"June, 2025",60.00%,,,,,,
AP001443,"June, 2025",,100.00%,,20.00%,,,
AP001481,"June, 2025",60.00%,,,,,,
AP001489,"June, 2025",80.00%,80.00%,,,,,
AP001544,"June, 2025",,100.00%,,16.67%,,,
AP001559,"June, 2025",100.00%,,,,,,
AP001678,"June, 2025",50.00%,,,,,,
AP001718,"June, 2025",,100.00%,,,,,
AP001739,"June, 2025",,100.00%,,,,,
AP001826,"June, 2025",,50.00%,,,,,
AP001847,"June, 2025",,100.00%,,,,,
AP001862,"June, 2025",,100.00%,,,,,
AP002226,"June, 2025",,80.00%,,,,,
AP002489,"June, 2025",80.00%,,,,,,
AP002528,"June, 2025",,100.00%,,,,,
AP002585,"June, 2025",80.00%,,,,,,
AP002600,"June, 2025",,100.00%,,,,,
AP002739,"June, 2025",60.00%,100.00%,,,,,
AP002805,"June, 2025",80.00%,25.00%,,,,,
AP003065,"June, 2025",60.00%,100.00%,,,,,
AP003133,"June, 2025",80.00%,100.00%,,,,,
AP003134,"June, 2025",,50.00%,,,,,
AP003153,"June, 2025",,100.00%,,,,,
AP003165,"June, 2025",,100.00%,,,,,
AP003229,"June, 2025",,60.00%,,,,,
AP003245,"June, 2025",,100.00%,,,,,
AP003605,"June, 2025",100.00%,50.00%,,,,,
AP003635,"June, 2025",80.00%,,,,,,
AP003701,"June, 2025",80.00%,100.00%,,,,,
AP003954,"June, 2025",,100.00%,,,,,
AP004007,"June, 2025",100.00%,100.00%,,,,,
AP004099,"June, 2025",80.00%,,,,,,
AP004267,"June, 2025",,100.00%,,,,,
AP004299,"June, 2025",80.00%,,,,,,
AP004355,"June, 2025",,100.00%,,,,,
AP004359,"June, 2025",40.00%,,,,,,
AP004362,"June, 2025",80.00%,,,,,,
AP004404,"June, 2025",80.00%,,,,,,
AP004411,"June, 2025",60.00%,100.00%,,,,,
AP004430,"June, 2025",,20.00%,,,,,
AP004520,"June, 2025",60.00%,,,,,,
AP004525,"June, 2025",80.00%,100.00%,,,,,
AP004540,"June, 2025",40.00%,100.00%,,,,,
AP004575,"June, 2025",,100.00%,,,,,
AP004731,"June, 2025",80.00%,100.00%,,,,,
AP004745,"June, 2025",60.00%,100.00%,,,,,
AP004746,"June, 2025",,100.00%,,,,,
AP004763,"June, 2025",,100.00%,,16.67%,,,
AP004787,"June, 2025",80.00%,,,,,,
AP004788,"June, 2025",,100.00%,,,,,
AP004791,"June, 2025",,16.67%,,,,,
AP004862,"June, 2025",,100.00%,,,,,
AP004978,"June, 2025",,100.00%,,,,,
AP005003,"June, 2025",,100.00%,,,,,
AP005043,"June, 2025",80.00%,,,,,,
AP005067,"June, 2025",80.00%,25.00%,,,,,
AP005099,"June, 2025",,75.00%,,,,,
AP005131,"June, 2025",40.00%,100.00%,,,,,
AP005133,"June, 2025",40.00%,25.00%,,,,,
AP005147,"June, 2025",40.00%,100.00%,,,,,
AP005189,"June, 2025",80.00%,100.00%,,,,,
AP005234,"June, 2025",,100.00%,,,,,
AP005261,"June, 2025",,100.00%,,,,,
AP005273,"June, 2025",100.00%,100.00%,,,,,
AP005275,"June, 2025",40.00%,,,,,,
AP005279,"June, 2025",80.00%,100.00%,,,,,
AP005440,"June, 2025",100.00%,,,,,,
AP005451,"June, 2025",,80.00%,,,,,
AP005473,"June, 2025",,66.67%,,,,,
AP005518,"June, 2025",100.00%,,,,,,
AP005600,"June, 2025",40.00%,100.00%,,,,,
AP005613,"June, 2025",100.00%,100.00%,,,,,
AP005649,"June, 2025",,100.00%,,,,,
AP005759,"June, 2025",60.00%,,,,,,
AP005767,"June, 2025",60.00%,75.00%,,,,,
AP005771,"June, 2025",,50.00%,,,,,
AP005809,"June, 2025",,20.00%,,,,,
AP005850,"June, 2025",80.00%,100.00%,,,,,
AP005985,"June, 2025",100.00%,,,,,,
AP005990,"June, 2025",,100.00%,,,,,
AP005997,"June, 2025",,100.00%,,,,,
AP006003,"June, 2025",,100.00%,,,,,
AP006079,"June, 2025",,100.00%,,,,,
AP006102,"June, 2025",,100.00%,,,,,
AP006268,"June, 2025",80.00%,100.00%,,,,,
AP006309,"June, 2025",,100.00%,,,,,
AP006310,"June, 2025",,100.00%,,,,,
AP006314,"June, 2025",,100.00%,,,,,
AP006474,"June, 2025",,16.67%,,,,,
AP006522,"June, 2025",,100.00%,,,,,
AP006704,"June, 2025",,100.00%,,,,,
AP006758,"June, 2025",100.00%,,,,,,
AP007430,"June, 2025",80.00%,,,,,,
AP007463,"June, 2025",,100.00%,,,,,
AP007468,"June, 2025",,100.00%,,,,,
AP007534,"June, 2025",60.00%,100.00%,,,,,
AP008362,"June, 2025",80.00%,100.00%,,,,,
AP008611,"June, 2025",,100.00%,,,,,
AP009557,"June, 2025",60.00%,100.00%,,,,,
AP009707,"June, 2025",,25.00%,,,,,
AP009901,"June, 2025",80.00%,100.00%,,,,,
AP010043,"June, 2025",,40.00%,,,,,
AP010080,"June, 2025",,100.00%,,,,,
AP010084,"June, 2025",60.00%,,,,,,
AP010147,"June, 2025",,100.00%,,,,,
AP010166,"June, 2025",60.00%,60.00%,,,,,
AP010182,"June, 2025",,100.00%,,,,,
AP010208,"June, 2025",,100.00%,,,,,
AP010603,"June, 2025",,100.00%,,,,,
AP010606,"June, 2025",100.00%,,,,,,
AP010973,"June, 2025",,100.00%,,,,,
AP011013,"June, 2025",60.00%,100.00%,,,,,
AP011039,"June, 2025",80.00%,83.33%,,16.67%,,,
AP011050,"June, 2025",,100.00%,,,,,
AP011082,"June, 2025",,100.00%,,,,,
AP011087,"June, 2025",60.00%,,,,,,
AP011170,"June, 2025",,83.33%,,,,,
AP011237,"June, 2025",100.00%,100.00%,,,,,
AP011262,"June, 2025",20.00%,100.00%,,,,,
AP011263,"June, 2025",,100.00%,,,,,
AP011264,"June, 2025",80.00%,,,,,,
AP011282,"June, 2025",,100.00%,,,,,
AP011293,"June, 2025",80.00%,100.00%,,,,,
AP011323,"June, 2025",,100.00%,,20.00%,,,
AP011446,"June, 2025",100.00%,100.00%,,,,,
AP011487,"June, 2025",,50.00%,,,,,
AP011643,"June, 2025",40.00%,100.00%,,,,,
AP011671,"June, 2025",40.00%,,,,,,
AP011783,"June, 2025",,100.00%,,,,,
AP011792,"June, 2025",100.00%,,,,,,
AP011813,"June, 2025",40.00%,16.67%,,,,,
AP011856,"June, 2025",,100.00%,,,,,
AP011876,"June, 2025",,100.00%,,,,,
AP011932,"June, 2025",60.00%,100.00%,,,,,
AP012011,"June, 2025",60.00%,100.00%,,,,,
AP012025,"June, 2025",80.00%,,,,,,
AP012043,"June, 2025",80.00%,80.00%,,,,,
AP012044,"June, 2025",60.00%,,,,,,
AP012054,"June, 2025",,100.00%,,,,,
AP012147,"June, 2025",,100.00%,,,,,
AP012158,"June, 2025",40.00%,100.00%,,,,,
AP012303,"June, 2025",,100.00%,,,,,
AP012319,"June, 2025",,100.00%,,,,,
AP012358,"June, 2025",80.00%,100.00%,,,,,
AP012381,"June, 2025",,100.00%,,,,,
AP012455,"June, 2025",,40.00%,,,,,
AP012519,"June, 2025",40.00%,,,,,,
AP012582,"June, 2025",,100.00%,,,,,
AP012627,"June, 2025",40.00%,33.33%,,,,,
AP012843,"June, 2025",,100.00%,,,,,
AP012901,"June, 2025",80.00%,,,,,,
AP012913,"June, 2025",,100.00%,,,,,
AP012976,"June, 2025",,100.00%,,,,,
AP012987,"June, 2025",50.00%,,,,,,
AP013020,"June, 2025",,100.00%,,,,,
AP013038,"June, 2025",,100.00%,,,,,
AP013045,"June, 2025",,100.00%,,,,,
AP013057,"June, 2025",80.00%,,,,,,
AP013084,"June, 2025",100.00%,,,,,,
AP013102,"June, 2025",80.00%,80.00%,,,,,
AP013123,"June, 2025",60.00%,100.00%,,25.00%,,,
AP013125,"June, 2025",40.00%,100.00%,,,,,
AP013170,"June, 2025",60.00%,,,,,,
AP013174,"June, 2025",60.00%,20.00%,,,,,
AP013176,"June, 2025",100.00%,,,,,,
AP013194,"June, 2025",,100.00%,,,,,
AP013200,"June, 2025",60.00%,100.00%,,,,,
AP013204,"June, 2025",60.00%,,,,,,
AP013210,"June, 2025",,100.00%,,,,,
AP013227,"June, 2025",80.00%,100.00%,,,,,
AP013304,"June, 2025",80.00%,100.00%,,,,,
AP013324,"June, 2025",,66.67%,,,,,
AP013350,"June, 2025",,25.00%,,,,,
AP013355,"June, 2025",,100.00%,,,,,
AP013358,"June, 2025",80.00%,100.00%,,,,,
AP013359,"June, 2025",60.00%,,,,,,
AP013364,"June, 2025",,100.00%,,16.67%,,,
AP013370,"June, 2025",60.00%,,,,,,
AP013378,"June, 2025",20.00%,100.00%,,,,,
AP013435,"June, 2025",80.00%,100.00%,,,,,
AP013453,"June, 2025",,100.00%,,,,,
AP013462,"June, 2025",,100.00%,,,,,
AP013505,"June, 2025",,100.00%,,,,,
AP013562,"June, 2025",80.00%,100.00%,,,,,
AP013570,"June, 2025",80.00%,,,,,,
AP013596,"June, 2025",80.00%,,,,,,
AP013689,"June, 2025",100.00%,,,,,,
AP013720,"June, 2025",80.00%,100.00%,,,,,
AP013760,"June, 2025",80.00%,100.00%,,,,,
AP013867,"June, 2025",,100.00%,,,,,
AP013893,"June, 2025",100.00%,100.00%,,,,,
AP013958,"June, 2025",,100.00%,,,,,
AP014018,"June, 2025",100.00%,,,,,,
AP014134,"June, 2025",,100.00%,,,,,
AP014209,"June, 2025",,100.00%,,,,,
AP014340,"June, 2025",,100.00%,,,,,
AP014657,"June, 2025",80.00%,100.00%,,,,,
AP014781,"June, 2025",,50.00%,,,,,
AP014827,"June, 2025",,100.00%,,,,,
AP014830,"June, 2025",,100.00%,,,,,
AP014857,"June, 2025",,25.00%,,,,,
AP015109,"June, 2025",60.00%,75.00%,,,,,
AP015468,"June, 2025",,75.00%,,,,,
AP015670,"June, 2025",60.00%,100.00%,,,,,
AP015675,"June, 2025",,100.00%,,,,,
AP015684,"June, 2025",,100.00%,,,,,
AP015703,"June, 2025",60.00%,,,,,,
AP015725,"June, 2025",60.00%,100.00%,,,,,
AP015817,"June, 2025",80.00%,,,,,,
AP015890,"June, 2025",,50.00%,,,,,
AP015941,"June, 2025",100.00%,50.00%,,,,,
AP016295,"June, 2025",40.00%,100.00%,,,,,
AP016337,"June, 2025",50.00%,100.00%,,,,,
AP016384,"June, 2025",,100.00%,,,,,
AP016471,"June, 2025",100.00%,,,,,,
AP016526,"June, 2025",,100.00%,,,,,
AP016545,"June, 2025",,100.00%,,,,,
AP016974,"June, 2025",,100.00%,,,,,
AP016975,"June, 2025",,100.00%,,,,,
AP017168,"June, 2025",,100.00%,,,,,
AP017200,"June, 2025",80.00%,100.00%,,16.67%,,,
AP017346,"June, 2025",60.00%,100.00%,,,,,
AP017537,"June, 2025",,100.00%,,,,,
AP017677,"June, 2025",,75.00%,,,,,
AP017706,"June, 2025",40.00%,100.00%,,,,,
AP017712,"June, 2025",60.00%,100.00%,,,,,
AP017715,"June, 2025",60.00%,100.00%,,,,,
AP017794,"June, 2025",,100.00%,,,,,
AP017822,"June, 2025",,100.00%,,,,,
AP017932,"June, 2025",80.00%,100.00%,,,,,
AP018006,"June, 2025",80.00%,100.00%,,,,,
AP018063,"June, 2025",,83.33%,,,,,
AP018127,"June, 2025",80.00%,,,,,,
AP018188,"June, 2025",80.00%,,,,,,
AP018221,"June, 2025",,100.00%,,,,,
AP018255,"June, 2025",100.00%,100.00%,,,,,
AP018273,"June, 2025",40.00%,100.00%,,,,,
AP018345,"June, 2025",,100.00%,,,,,
AP018365,"June, 2025",,100.00%,,,,,
AP018387,"June, 2025",,66.67%,,,,,
AP018393,"June, 2025",60.00%,100.00%,,,,,
AP018403,"June, 2025",,75.00%,,,,,
AP018440,"June, 2025",80.00%,100.00%,,,,,
AP018459,"June, 2025",50.00%,50.00%,,50.00%,,,
AP018500,"June, 2025",80.00%,100.00%,,,,,
AP018502,"June, 2025",,20.00%,,,,,
AP018509,"June, 2025",60.00%,,,,,,
AP018518,"June, 2025",,25.00%,,,,,
AP018583,"June, 2025",100.00%,,,,,,
AP018609,"June, 2025",,66.67%,,,,,
AP018659,"June, 2025",80.00%,,,,,,
AP018702,"June, 2025",,60.00%,,,,,
AP018707,"June, 2025",80.00%,100.00%,,,,,
AP018713,"June, 2025",100.00%,100.00%,,,,,
AP018717,"June, 2025",100.00%,100.00%,,,,,
AP018720,"June, 2025",80.00%,100.00%,,,,,
AP018724,"June, 2025",40.00%,100.00%,,,,,
AP018734,"June, 2025",100.00%,,,,,,
AP018758,"June, 2025",60.00%,100.00%,,,,,
AP018759,"June, 2025",40.00%,100.00%,,,,,
AP018772,"June, 2025",,100.00%,,,,,
AP018786,"June, 2025",,100.00%,,,,,
AP018841,"June, 2025",100.00%,,,,,,
AP018885,"June, 2025",,100.00%,,,,,
AP018904,"June, 2025",,100.00%,,,,,
AP018906,"June, 2025",,100.00%,,,,,
AP018936,"June, 2025",100.00%,66.67%,,,,,
AP019084,"June, 2025",80.00%,75.00%,,,,,
AP019107,"June, 2025",100.00%,,,,,,
AP019129,"June, 2025",60.00%,,,,,,
AP019138,"June, 2025",,100.00%,,,,,
AP019149,"June, 2025",60.00%,100.00%,,,,,
AP019259,"June, 2025",20.00%,,,,,,
AP019262,"June, 2025",60.00%,100.00%,,,,,
AP019339,"June, 2025",,100.00%,,,,,
AP019375,"June, 2025",60.00%,100.00%,,,,,
AP019385,"June, 2025",80.00%,100.00%,,,,,
AP019388,"June, 2025",,25.00%,,,,,
AP019396,"June, 2025",80.00%,100.00%,,,,,
AP019403,"June, 2025",80.00%,,,,,,
AP019407,"June, 2025",,100.00%,,,,,
AP019448,"June, 2025",,100.00%,,,,,
AP019474,"June, 2025",100.00%,,40.00%,,,,
AP019574,"June, 2025",100.00%,100.00%,,,,,
AP019580,"June, 2025",,100.00%,,,,,
AP019582,"June, 2025",80.00%,,,,,,
AP019590,"June, 2025",60.00%,20.00%,,,,,
AP019603,"June, 2025",,100.00%,,16.67%,,,
AP019604,"June, 2025",100.00%,100.00%,,,,,
AP019623,"June, 2025",75.00%,,,,,,
AP019643,"June, 2025",60.00%,100.00%,,,,,
AP019674,"June, 2025",80.00%,100.00%,,,,,
AP019694,"June, 2025",,50.00%,,,,,
AP019718,"June, 2025",80.00%,100.00%,,,,,
AP019740,"June, 2025",,25.00%,,,,,
AP019741,"June, 2025",60.00%,100.00%,,,,,
AP019743,"June, 2025",80.00%,100.00%,,,,,
AP019772,"June, 2025",,100.00%,,,,,
AP019782,"June, 2025",,100.00%,,,,,
AP019791,"June, 2025",80.00%,,,,,,
AP019809,"June, 2025",60.00%,,,,,,
AP019842,"June, 2025",60.00%,,,,,,
AP019853,"June, 2025",20.00%,100.00%,,,,,
AP019860,"June, 2025",,100.00%,,,,,
AP019868,"June, 2025",80.00%,,,,,,
AP019891,"June, 2025",,100.00%,,,,,
AP019932,"June, 2025",100.00%,100.00%,,,,,
AP019944,"June, 2025",60.00%,100.00%,,,,,
AP019957,"June, 2025",100.00%,,,,,,
AP019965,"June, 2025",,100.00%,,,,,
AP019972,"June, 2025",,75.00%,,,,,
AP019988,"June, 2025",80.00%,,,,,,
AP020000,"June, 2025",80.00%,,,,,,
AP020017,"June, 2025",,25.00%,,,,,
AP020021,"June, 2025",100.00%,,,,,,
AP020098,"June, 2025",,80.00%,,,,,
AP020113,"June, 2025",80.00%,75.00%,,,,,
AP020130,"June, 2025",80.00%,100.00%,,,,,
AP020152,"June, 2025",100.00%,80.00%,,,,,
AP020218,"June, 2025",80.00%,100.00%,,,,,
AP020262,"June, 2025",80.00%,100.00%,,,,,
AP020268,"June, 2025",,50.00%,,,,,
AP020292,"June, 2025",40.00%,100.00%,,,,,
AP020294,"June, 2025",,100.00%,,,,,
AP020304,"June, 2025",,75.00%,,,,,
AP020312,"June, 2025",60.00%,,,,,,
AP020314,"June, 2025",100.00%,,,,,,
AP020368,"June, 2025",80.00%,,,,,,
AP020469,"June, 2025",60.00%,100.00%,,,,,
AP020471,"June, 2025",100.00%,25.00%,20.00%,25.00%,,,
AP020483,"June, 2025",60.00%,100.00%,,,,,
AP020500,"June, 2025",,100.00%,,,,,
AP020529,"June, 2025",80.00%,100.00%,,,,,
AP020532,"June, 2025",80.00%,100.00%,,,,,
AP020535,"June, 2025",100.00%,50.00%,,,,,
AP020541,"June, 2025",,100.00%,,,,,
AP020603,"June, 2025",80.00%,100.00%,,,,,
AP020618,"June, 2025",50.00%,,,,,,
AP020653,"June, 2025",,100.00%,,,,,
AP020681,"June, 2025",,25.00%,,,,,
AP020684,"June, 2025",,100.00%,,,,,
AP020709,"June, 2025",50.00%,100.00%,,,,,
AP020717,"June, 2025",,100.00%,,,,,
AP020738,"June, 2025",100.00%,100.00%,,,,,
AP020744,"June, 2025",60.00%,100.00%,,,,,
AP020746,"June, 2025",,100.00%,,,,,
AP020848,"June, 2025",80.00%,50.00%,,,,,
AP020887,"June, 2025",100.00%,,,,,,
AP020904,"June, 2025",80.00%,50.00%,,,,,
AP020908,"June, 2025",,100.00%,,,,,
AP020951,"June, 2025",60.00%,,,,,,
AP020963,"June, 2025",100.00%,100.00%,,,,,
AP021051,"June, 2025",,100.00%,,,,,
AP021066,"June, 2025",50.00%,,,,,,
AP021077,"June, 2025",80.00%,100.00%,,,,,
AP021081,"June, 2025",,100.00%,,,,,
AP021206,"June, 2025",60.00%,100.00%,,,,,
AP021287,"June, 2025",60.00%,100.00%,,25.00%,,,
AP021310,"June, 2025",80.00%,100.00%,,,,,
AP021343,"June, 2025",60.00%,,,,,,
AP021354,"June, 2025",,100.00%,,,,,
AP021358,"June, 2025",100.00%,,,,,,
AP021366,"June, 2025",80.00%,100.00%,,,,,
AP021371,"June, 2025",,80.00%,,,,,
AP021533,"June, 2025",,100.00%,,,,,
AP021562,"June, 2025",100.00%,,,,,,
AP021607,"June, 2025",,100.00%,,,,,
AP021626,"June, 2025",100.00%,,,,,,
AP021674,"June, 2025",60.00%,100.00%,,,,,
AP021709,"June, 2025",,100.00%,,,,,
AP021718,"June, 2025",,100.00%,,,,,
AP021753,"June, 2025",,83.33%,,,,,
AP021776,"June, 2025",,100.00%,,,,,
AP021837,"June, 2025",,100.00%,,,,,
AP021866,"June, 2025",80.00%,,,,,,
AP021895,"June, 2025",100.00%,100.00%,,,,,
AP021916,"June, 2025",,66.67%,,,,,
AP021928,"June, 2025",60.00%,80.00%,,,,,
AP021997,"June, 2025",,100.00%,,,,,
AP022016,"June, 2025",80.00%,100.00%,,,,,
AP022023,"June, 2025",100.00%,100.00%,,,,,
AP022046,"June, 2025",,100.00%,,,,,
AP022062,"June, 2025",,80.00%,,,,,
AP022067,"June, 2025",60.00%,100.00%,,,,,
AP022078,"June, 2025",60.00%,,,,,,
AP022080,"June, 2025",,100.00%,,,,,
AP022141,"June, 2025",60.00%,,,,,,
AP022158,"June, 2025",60.00%,,,,,,
AP022192,"June, 2025",,100.00%,,,,,
AP022222,"June, 2025",60.00%,40.00%,,,,,
AP022284,"June, 2025",60.00%,100.00%,,,,,
AP022294,"June, 2025",80.00%,100.00%,,,,,
AP022360,"June, 2025",,83.33%,,,,,
AP022415,"June, 2025",80.00%,100.00%,,20.00%,,,
AP022438,"June, 2025",,100.00%,,,,,
AP022475,"June, 2025",,100.00%,,,,,
AP022486,"June, 2025",,100.00%,,,,,
AP022488,"June, 2025",,100.00%,,,,,
AP022489,"June, 2025",,100.00%,,16.67%,,,
AP022495,"June, 2025",,100.00%,,,,,
AP022581,"June, 2025",80.00%,100.00%,,,,,
AP022599,"June, 2025",60.00%,100.00%,,,,,
AP022631,"June, 2025",,100.00%,,,,,
AP022744,"June, 2025",100.00%,,,,,,
AP022750,"June, 2025",100.00%,,,,,,
AP022751,"June, 2025",60.00%,100.00%,,,,,
AP022759,"June, 2025",,100.00%,,,,,
AP022771,"June, 2025",100.00%,100.00%,,,,,
AP022877,"June, 2025",,100.00%,,,,,
AP022892,"June, 2025",60.00%,100.00%,,20.00%,,,
AP022917,"June, 2025",80.00%,83.33%,,,,,
AP022934,"June, 2025",80.00%,40.00%,,,,,
AP022987,"June, 2025",,100.00%,,,,,
AP023037,"June, 2025",60.00%,100.00%,,,,,
AP023153,"June, 2025",100.00%,50.00%,,,,,
AP023266,"June, 2025",100.00%,100.00%,,,,,
AP023286,"June, 2025",50.00%,,,,,,
AP023310,"June, 2025",80.00%,25.00%,,,,,
AP023369,"June, 2025",100.00%,,,,,,
AP023399,"June, 2025",60.00%,100.00%,,,,,
AP023638,"June, 2025",80.00%,100.00%,,,,,
AP024075,"June, 2025",,100.00%,,,,,
AP024192,"June, 2025",100.00%,100.00%,,,,,
AP024226,"June, 2025",80.00%,100.00%,,,,,
AP024277,"June, 2025",80.00%,80.00%,,,,,
AP024356,"June, 2025",,83.33%,,,,,
AP024381,"June, 2025",80.00%,100.00%,,,,,
AP024390,"June, 2025",40.00%,100.00%,,,,,
AP024394,"June, 2025",,100.00%,,,,,
AP024404,"June, 2025",80.00%,100.00%,,,,,
AP024409,"June, 2025",,16.67%,,,,,
AP024418,"June, 2025",80.00%,100.00%,,,,,
AP024530,"June, 2025",80.00%,100.00%,,,,,
AP024540,"June, 2025",50.00%,100.00%,,,,,
AP024610,"June, 2025",40.00%,100.00%,,,,,
AP024717,"June, 2025",,100.00%,,,,,
AP024802,"June, 2025",80.00%,100.00%,,,,,
AP024824,"June, 2025",60.00%,20.00%,,,,,
AP024849,"June, 2025",60.00%,,,,,,
AP025028,"June, 2025",,33.33%,,,,,
AP025039,"June, 2025",60.00%,100.00%,,,,,
AP025061,"June, 2025",60.00%,100.00%,,25.00%,,,
AP025108,"June, 2025",20.00%,100.00%,,,,,
AP025144,"June, 2025",66.70%,100.00%,,,,,
AP025212,"June, 2025",60.00%,,,,,,
AP025292,"June, 2025",60.00%,100.00%,,,,,
AP025293,"June, 2025",,100.00%,,,,,
AP025354,"June, 2025",80.00%,,,,,,
AP025424,"June, 2025",,100.00%,,,,,
AP025425,"June, 2025",60.00%,100.00%,,,,,
AP025426,"June, 2025",80.00%,100.00%,,,,,
AP025519,"June, 2025",80.00%,100.00%,,,,,
AP025522,"June, 2025",,100.00%,,,,,
AP025535,"June, 2025",80.00%,16.67%,,16.67%,,,
AP025664,"June, 2025",60.00%,100.00%,,,,,
AP025739,"June, 2025",60.00%,100.00%,,,,,
AP025749,"June, 2025",,100.00%,,,,,
AP025772,"June, 2025",,100.00%,,,,,
AP025780,"June, 2025",50.00%,,,,,,
AP025784,"June, 2025",60.00%,,,,,,
AP025829,"June, 2025",100.00%,50.00%,,,,,
AP025891,"June, 2025",80.00%,100.00%,,,,,
AP026030,"June, 2025",80.00%,100.00%,,,,,
AP026071,"June, 2025",80.00%,100.00%,,,,,
AP026074,"June, 2025",,100.00%,,,,,
AP026087,"June, 2025",,100.00%,,,,,
AP026171,"June, 2025",100.00%,100.00%,,,,,
AP026268,"June, 2025",,100.00%,,,,,
AP026370,"June, 2025",60.00%,100.00%,,,,,
AP026717,"June, 2025",80.00%,40.00%,,20.00%,,,
AP026786,"June, 2025",40.00%,100.00%,,,,,
AP026918,"June, 2025",80.00%,100.00%,,,,,
AP026940,"June, 2025",60.00%,16.67%,,,,,
AP027190,"June, 2025",60.00%,100.00%,,16.67%,,,
AP027332,"June, 2025",,100.00%,,,,,
AP027586,"June, 2025",60.00%,100.00%,,,,,
AP027628,"June, 2025",60.00%,25.00%,,,,,
AP027657,"June, 2025",,25.00%,,,,,
AP027663,"June, 2025",60.00%,,,,,,
AP027665,"June, 2025",,25.00%,,,,,
AP027666,"June, 2025",,75.00%,,,,,
AP027674,"June, 2025",100.00%,,,,,,
AP027715,"June, 2025",,75.00%,,,,,
AP027730,"June, 2025",60.00%,,,,,,
AP027844,"June, 2025",100.00%,,,,,,
AP028108,"June, 2025",60.00%,,,,,,
AP028163,"June, 2025",60.00%,100.00%,,,,,
AP028191,"June, 2025",40.00%,,,,,,
AP028227,"June, 2025",60.00%,100.00%,,,,,
AP028280,"June, 2025",100.00%,,,,,,
AP028348,"June, 2025",100.00%,100.00%,,,,,
AP028358,"June, 2025",20.00%,100.00%,,,,,
AP028405,"June, 2025",,100.00%,,25.00%,,,
AP028439,"June, 2025",40.00%,100.00%,,,,,
AP028440,"June, 2025",,100.00%,,,,,
AP028464,"June, 2025",,100.00%,,,,,
AP028528,"June, 2025",80.00%,100.00%,,,,,
AP028552,"June, 2025",60.00%,,,,,,
AP028585,"June, 2025",,100.00%,,,,,
AP028611,"June, 2025",60.00%,,,,,,
AP028635,"June, 2025",,100.00%,,,,,
AP028666,"June, 2025",60.00%,,,,,,
AP028832,"June, 2025",100.00%,66.67%,,,,,
AP028902,"June, 2025",,100.00%,,,,,
AP028927,"June, 2025",,100.00%,,20.00%,,,
AP029054,"June, 2025",40.00%,83.33%,,,,,
AP029112,"June, 2025",,100.00%,,,,,
AP029263,"June, 2025",,100.00%,,,,,
AP029308,"June, 2025",80.00%,,,,,,
AP029326,"June, 2025",,100.00%,,,,,
AP029327,"June, 2025",,100.00%,,,,,
AP029675,"June, 2025",80.00%,,,,,,
AP030110,"June, 2025",80.00%,100.00%,,,,,
AP030226,"June, 2025",60.00%,100.00%,,,,,
AP030409,"June, 2025",,100.00%,,,,,
AP030412,"June, 2025",100.00%,,,,,,
AP030469,"June, 2025",,75.00%,,,,,
AP030985,"June, 2025",60.00%,,,,,,
AP031008,"June, 2025",60.00%,,,,,,
AP031077,"June, 2025",80.00%,80.00%,,,,,
AP031150,"June, 2025",,100.00%,,25.00%,,,
AP031194,"June, 2025",60.00%,100.00%,,,,,
AP031228,"June, 2025",,50.00%,,,,,
AP031331,"June, 2025",80.00%,100.00%,,,,,
AP031588,"June, 2025",,100.00%,,,,,
AP031634,"June, 2025",100.00%,50.00%,,,,,
AP031674,"June, 2025",,100.00%,,,,,
AP031780,"June, 2025",60.00%,100.00%,,,,,
AP032034,"June, 2025",80.00%,,,,,,
AP032073,"June, 2025",60.00%,100.00%,,,,,
AP032249,"June, 2025",80.00%,100.00%,,,,,
AP032306,"June, 2025",,100.00%,,,,,
AP032322,"June, 2025",100.00%,25.00%,,,,,
AP032398,"June, 2025",60.00%,,,,,,
AP032407,"June, 2025",,100.00%,,,,,
AP032467,"June, 2025",60.00%,,,,,,
AP032483,"June, 2025",40.00%,,,,,,
AP032499,"June, 2025",80.00%,,,,,,
AP032500,"June, 2025",60.00%,60.00%,,,,,
AP032612,"June, 2025",,100.00%,,,,,
AP032685,"June, 2025",,100.00%,,,,,
AP032833,"June, 2025",,100.00%,,,,,
AP032915,"June, 2025",40.00%,100.00%,,,,,
