Client Doctor Code,Campaign Start Date (Month Year),HCP Email Open Rate,HCP WhatsApp Read Rate,HCP Email Click Rate,HCP WhatsApp Click Rate,HCP Call Productive Rate,Last Call Connected Date (Selected Month),Average Duration Connected Calls
AP000127,"March, 2025",42.9%,,,,,,
AP000129,"March, 2025",100.0%,,,,,,
AP000453,"March, 2025",42.9%,16.67%,,16.67%,,,
AP000485,"March, 2025",71.4%,66.67%,,,,,
AP000512,"March, 2025",33.3%,,,,,,
AP000577,"March, 2025",100.0%,66.67%,,,,,
AP000591,"March, 2025",71.4%,100.00%,,,,,
AP000593,"March, 2025",71.4%,,,,,,
AP000639,"March, 2025",,100.00%,,,,,
AP000680,"March, 2025",42.9%,,,,,,
AP0007932,"March, 2025",57.1%,42.86%,,,,,
AP001045,"March, 2025",57.1%,50.00%,,,,,
AP001274,"March, 2025",85.7%,,,,,,
AP001443,"March, 2025",100.0%,100.00%,,,,,
AP001481,"March, 2025",42.9%,,,,,,
AP001559,"March, 2025",85.7%,71.43%,,14.29%,,,
AP001678,"March, 2025",85.7%,,,,,,
AP001739,"March, 2025",,16.67%,,,,,
AP001826,"March, 2025",,85.71%,,,,,
AP001862,"March, 2025",,100.00%,,,,,
AP002489,"March, 2025",85.7%,,,,,,
AP002528,"March, 2025",,100.00%,,,,,
AP002585,"March, 2025",100.0%,,,,,,
AP002600,"March, 2025",,100.00%,,,,,
AP002739,"March, 2025",42.9%,100.00%,,,,,
AP002784,"March, 2025",,14.29%,,14.29%,,,
AP002810,"March, 2025",100.0%,,,,,,
AP002830,"March, 2025",,85.71%,,,,,
AP003153,"March, 2025",,57.14%,,,,,
AP003165,"March, 2025",,28.57%,,,,,
AP003229,"March, 2025",,57.14%,,,,,
AP003245,"March, 2025",,100.00%,,,,,
AP003605,"March, 2025",14.3%,,,,,,
AP003635,"March, 2025",100.0%,,,,,,
AP003701,"March, 2025",100.0%,14.29%,,,,,
AP003750,"March, 2025",28.6%,16.67%,,,,,
AP004085,"March, 2025",57.1%,,,,,,
AP004138,"March, 2025",42.9%,,,,,,
AP004227,"March, 2025",57.1%,100.00%,,,,,
AP004267,"March, 2025",,50.00%,,,,,
AP004299,"March, 2025",85.7%,,,,,,
AP004355,"March, 2025",,100.00%,,,,,
AP004359,"March, 2025",42.9%,,,,,,
AP004500,"March, 2025",85.7%,,,,,,
AP004520,"March, 2025",28.6%,14.29%,,,,,
AP004525,"March, 2025",42.9%,100.00%,,,,,
AP004731,"March, 2025",71.4%,42.86%,,,,,
AP004746,"March, 2025",,100.00%,,,,,
AP004787,"March, 2025",57.1%,,,,,,
AP004788,"March, 2025",,100.00%,,,,,
AP004978,"March, 2025",,83.33%,,,,,
AP005043,"March, 2025",28.6%,85.71%,,,,,
AP005067,"March, 2025",71.4%,,,,,,
AP005099,"March, 2025",,42.86%,,,,,
AP005133,"March, 2025",14.3%,71.43%,,,,,
AP005147,"March, 2025",71.4%,100.00%,,,,,
AP005189,"March, 2025",100.0%,100.00%,,,,,
AP005232,"March, 2025",42.9%,,,,,,
AP005256,"March, 2025",85.7%,,,,,,
AP005261,"March, 2025",,100.00%,,,,,
AP005275,"March, 2025",57.1%,,,,,,
AP005279,"March, 2025",85.7%,100.00%,,16.67%,,,
AP005410,"March, 2025",,71.43%,,,,,
AP005440,"March, 2025",71.4%,,,,,,
AP005518,"March, 2025",85.7%,,,,,,
AP005600,"March, 2025",,100.00%,,,,,
AP005613,"March, 2025",42.9%,85.71%,,,,,
AP005649,"March, 2025",,42.86%,,,,,
AP005667,"March, 2025",14.3%,,,,,,
AP005770,"March, 2025",,100.00%,,,,,
AP005809,"March, 2025",42.9%,100.00%,,,,,
AP005850,"March, 2025",71.4%,100.00%,,,,,
AP005985,"March, 2025",42.9%,,,,,,
AP005990,"March, 2025",,100.00%,,,,,
AP005997,"March, 2025",,57.14%,,,,,
AP006003,"March, 2025",,100.00%,,,,,
AP006079,"March, 2025",,100.00%,,,,,
AP006310,"March, 2025",,100.00%,,,,,
AP006314,"March, 2025",,28.57%,,,,,
AP006522,"March, 2025",,100.00%,,,,,
AP006704,"March, 2025",,100.00%,,,,,
AP006758,"March, 2025",85.7%,28.57%,,,,,
AP007430,"March, 2025",71.4%,,,,,,
AP007463,"March, 2025",,100.00%,,,,,
AP007534,"March, 2025",71.4%,100.00%,,,,,
AP008362,"March, 2025",85.7%,100.00%,,,,,
AP008611,"March, 2025",,100.00%,,,,,
AP009557,"March, 2025",100.0%,66.67%,,,,,
AP010080,"March, 2025",100.0%,100.00%,,14.29%,,,
AP010084,"March, 2025",57.1%,71.43%,,,,,
AP010173,"March, 2025",,42.86%,,,,,
AP010208,"March, 2025",,100.00%,,,,,
AP010450,"March, 2025",,16.67%,,,,,
AP010803,"March, 2025",,85.71%,,,,,
AP010824,"March, 2025",71.4%,,,,,,
AP011013,"March, 2025",57.1%,100.00%,,,,,
AP011065,"March, 2025",,14.29%,,,,,
AP011172,"March, 2025",100.0%,100.00%,,,,,
AP011237,"March, 2025",42.9%,57.14%,,14.29%,,,
AP011262,"March, 2025",100.0%,85.71%,,,,,
AP011264,"March, 2025",71.4%,,,,,,
AP011293,"March, 2025",,100.00%,,,,,
AP011643,"March, 2025",42.9%,85.71%,,,,,
AP011792,"March, 2025",85.7%,71.43%,,,,,
AP011876,"March, 2025",,83.33%,,,,,
AP011911,"March, 2025",28.6%,100.00%,,,,,
AP011944,"March, 2025",28.6%,66.67%,14.29%,,,,
AP012011,"March, 2025",28.6%,16.67%,,,,,
AP012044,"March, 2025",100.0%,14.29%,,14.29%,,,
AP012054,"March, 2025",,100.00%,,,,,
AP012303,"March, 2025",,85.71%,,,,,
AP012358,"March, 2025",50.0%,100.00%,,,,,
AP012380,"March, 2025",100.0%,100.00%,,,,,
AP012627,"March, 2025",71.4%,,,,,,
AP012888,"March, 2025",,100.00%,,,,,
AP012976,"March, 2025",,100.00%,,,,,
AP012978,"March, 2025",57.1%,71.43%,,,,,
AP013014,"March, 2025",100.0%,,,,,,
AP013017,"March, 2025",,14.29%,,14.29%,,,
AP013023,"March, 2025",,14.29%,,,,,
AP013038,"March, 2025",,100.00%,,,,,
AP013057,"March, 2025",14.3%,,,,,,
AP013064,"March, 2025",,100.00%,,,,,
AP013102,"March, 2025",100.0%,85.71%,,,,,
AP013123,"March, 2025",100.0%,100.00%,,,,,
AP013170,"March, 2025",42.9%,,,,,,
AP013176,"March, 2025",85.7%,,,,,,
AP013204,"March, 2025",100.0%,,,,,,
AP013347,"March, 2025",100.0%,85.71%,,,,,
AP013350,"March, 2025",,16.67%,,,,,
AP013370,"March, 2025",42.9%,,,,,,
AP013378,"March, 2025",,66.67%,,,,,
AP013435,"March, 2025",42.9%,83.33%,,,,,
AP013453,"March, 2025",,100.00%,,,,,
AP013505,"March, 2025",,100.00%,,,,,
AP013570,"March, 2025",42.9%,,,,,,
AP013689,"March, 2025",42.9%,,,,,,
AP013720,"March, 2025",42.9%,100.00%,,,,,
AP013742,"March, 2025",,16.67%,,,,,
AP013760,"March, 2025",71.4%,100.00%,,,,,
AP014209,"March, 2025",,100.00%,,,,,
AP014657,"March, 2025",71.4%,100.00%,,,,,
AP015109,"March, 2025",71.4%,,,,,,
AP015670,"March, 2025",28.6%,100.00%,,,,,
AP015725,"March, 2025",71.4%,100.00%,,,,,
AP015728,"March, 2025",85.7%,100.00%,,,,,
AP015817,"March, 2025",57.1%,,,,,,
AP016295,"March, 2025",28.6%,100.00%,,28.57%,,,
AP016337,"March, 2025",71.4%,14.29%,,,,,
AP016384,"March, 2025",,100.00%,,,,,
AP016975,"March, 2025",,100.00%,,100.00%,,,
AP017073,"March, 2025",85.7%,,,,,,
AP017130,"March, 2025",100.0%,,,,,,
AP017200,"March, 2025",85.7%,100.00%,,,,,
AP017212,"March, 2025",100.0%,,,,,,
AP017346,"March, 2025",57.1%,100.00%,,,,,
AP017537,"March, 2025",,71.43%,,,,,
AP017677,"March, 2025",,16.67%,,,,,
AP017706,"March, 2025",28.6%,100.00%,,,,,
AP017715,"March, 2025",57.1%,100.00%,,,,,
AP017794,"March, 2025",,85.71%,,,,,
AP018006,"March, 2025",100.0%,100.00%,,,,,
AP018063,"March, 2025",,71.43%,,,,,
AP018127,"March, 2025",71.4%,,,,,,
AP018145,"March, 2025",,85.71%,,28.57%,,,
AP018221,"March, 2025",,100.00%,,,,,
AP018255,"March, 2025",,100.00%,,14.29%,,,
AP018273,"March, 2025",71.4%,,,,,,
AP018298,"March, 2025",42.9%,100.00%,,,,,
AP018387,"March, 2025",,33.33%,,,,,
AP018393,"March, 2025",,100.00%,,,,,
AP018403,"March, 2025",40.0%,,,,,,
AP018404,"March, 2025",,66.67%,,,,,
AP018440,"March, 2025",42.9%,,,,,,
AP018500,"March, 2025",,100.00%,,,,,
AP018509,"March, 2025",42.9%,,,,,,
AP018580,"March, 2025",,100.00%,,,,,
AP018659,"March, 2025",57.1%,,,,,,
AP018703,"March, 2025",,100.00%,,,,,
AP018707,"March, 2025",71.4%,100.00%,,,,,
AP018709,"March, 2025",100.0%,100.00%,,,,,
AP018720,"March, 2025",71.4%,85.71%,,,,,
AP018724,"March, 2025",,100.00%,,,,,
AP018734,"March, 2025",100.0%,,,,,,
AP018758,"March, 2025",71.4%,83.33%,,,,,
AP018772,"March, 2025",,100.00%,,,,,
AP018841,"March, 2025",100.0%,,,,,,
AP018904,"March, 2025",,71.43%,,,,,
AP018906,"March, 2025",,85.71%,,,,,
AP018936,"March, 2025",71.4%,,,,,,
AP018976,"March, 2025",,100.00%,,14.29%,,,
AP019107,"March, 2025",100.0%,16.67%,,,,,
AP019138,"March, 2025",,85.71%,,,,,
AP019262,"March, 2025",71.4%,100.00%,,,,,
AP019339,"March, 2025",,28.57%,,,,,
AP019375,"March, 2025",85.7%,85.71%,,14.29%,,,
AP019385,"March, 2025",71.4%,100.00%,,,,,
AP019396,"March, 2025",85.7%,100.00%,,,,,
AP019403,"March, 2025",57.1%,,,,,,
AP019448,"March, 2025",,100.00%,,,,,
AP019466,"March, 2025",,85.71%,,,,,
AP019580,"March, 2025",,100.00%,,14.29%,,,
AP019582,"March, 2025",71.4%,,,,,,
AP019587,"March, 2025",,20.00%,,,,,
AP019603,"March, 2025",,100.00%,,,,,
AP019623,"March, 2025",60.0%,,,,,,
AP019643,"March, 2025",100.0%,85.71%,,,,,
AP019670,"March, 2025",,83.33%,,,,,
AP019685,"March, 2025",100.0%,100.00%,,,,,
AP019718,"March, 2025",100.0%,100.00%,,,,,
AP019740,"March, 2025",,57.14%,,,,,
AP019743,"March, 2025",85.7%,14.29%,,,,,
AP019772,"March, 2025",,100.00%,,,,,
AP019791,"March, 2025",85.7%,100.00%,,,,,
AP019803,"March, 2025",42.9%,83.33%,,,,,
AP019809,"March, 2025",85.7%,,,,,,
AP019817,"March, 2025",,50.00%,,,,,
AP019842,"March, 2025",85.7%,,,,,,
AP019853,"March, 2025",,83.33%,,,,,
AP019860,"March, 2025",,57.14%,,,,,
AP019868,"March, 2025",42.9%,,,,,,
AP019891,"March, 2025",,14.29%,,,,,
AP019932,"March, 2025",28.6%,,,,,,
AP019944,"March, 2025",42.9%,85.71%,,,,,
AP019957,"March, 2025",71.4%,,,,,,
AP019965,"March, 2025",,83.33%,,,,,
AP019972,"March, 2025",,33.33%,,,,,
AP020001,"March, 2025",,71.43%,,14.29%,,,
AP020017,"March, 2025",,85.71%,,,,,
AP020021,"March, 2025",85.7%,85.71%,,,,,
AP020075,"March, 2025",,14.29%,,14.29%,,,
AP020130,"March, 2025",28.6%,100.00%,,,,,
AP020152,"March, 2025",85.7%,100.00%,,16.67%,,,
AP020172,"March, 2025",100.0%,100.00%,,,,,
AP020268,"March, 2025",,85.71%,,,,,
AP020292,"March, 2025",71.4%,85.71%,,,,,
AP020294,"March, 2025",,14.29%,,,,,
AP020298,"March, 2025",57.1%,,,,,,
AP020312,"March, 2025",71.4%,,,,,,
AP020314,"March, 2025",71.4%,,,,,,
AP020469,"March, 2025",71.4%,66.67%,,,,,
AP020471,"March, 2025",100.0%,,,,,,
AP020478,"March, 2025",85.7%,,,,,,
AP020483,"March, 2025",100.0%,100.00%,,,,,
AP020530,"March, 2025",42.9%,83.33%,,,,,
AP020532,"March, 2025",100.0%,100.00%,,,,,
AP020599,"March, 2025",57.1%,,,,,,
AP020603,"March, 2025",100.0%,100.00%,,,,,
AP020622,"March, 2025",85.7%,100.00%,,,,,
AP020653,"March, 2025",,14.29%,,,,,
AP020681,"March, 2025",,57.14%,,,,,
AP020684,"March, 2025",,14.29%,,,,,
AP020709,"March, 2025",28.6%,,,,,,
AP020717,"March, 2025",,57.14%,,14.29%,,,
AP020744,"March, 2025",42.9%,16.67%,,,,,
AP020848,"March, 2025",57.1%,,,,,,
AP020883,"March, 2025",100.0%,100.00%,,,,,
AP020887,"March, 2025",42.9%,,,,,,
AP020904,"March, 2025",71.4%,,,,,,
AP020908,"March, 2025",,100.00%,,,,,
AP020912,"March, 2025",,100.00%,,,,,
AP020963,"March, 2025",100.0%,100.00%,,,,,
AP021066,"March, 2025",28.6%,,,,,,
AP021077,"March, 2025",71.4%,100.00%,,,,,
AP021084,"March, 2025",100.0%,100.00%,,,,,
AP021310,"March, 2025",100.0%,100.00%,,,,,
AP021343,"March, 2025",28.6%,,,,,,
AP021354,"March, 2025",,100.00%,,,,,
AP021371,"March, 2025",,42.86%,,,,,
AP021380,"March, 2025",100.0%,,,,,,
AP021533,"March, 2025",,85.71%,,,,,
AP021562,"March, 2025",85.7%,,,,,,
AP021626,"March, 2025",85.7%,,,,,,
AP021709,"March, 2025",,16.67%,,,,,
AP021837,"March, 2025",,100.00%,,,,,
AP021866,"March, 2025",57.1%,,,,,,
AP021895,"March, 2025",71.4%,,,,,,
AP021928,"March, 2025",57.1%,85.71%,,,,,
AP021997,"March, 2025",,85.71%,,,,,
AP022046,"March, 2025",,71.43%,,,,,
AP022067,"March, 2025",42.9%,42.86%,,,,,
AP022078,"March, 2025",71.4%,,,,,,
AP022139,"March, 2025",,100.00%,,,,,
AP022141,"March, 2025",42.9%,,,,,,
AP022192,"March, 2025",,71.43%,,,,,
AP022222,"March, 2025",57.1%,85.71%,,,,,
AP022284,"March, 2025",85.7%,,,,,,
AP022294,"March, 2025",71.4%,85.71%,,,,,
AP022415,"March, 2025",85.7%,100.00%,,,,,
AP022475,"March, 2025",,50.00%,,,,,
AP022488,"March, 2025",,100.00%,,,,,
AP022489,"March, 2025",,100.00%,,14.29%,,,
AP022495,"March, 2025",,100.00%,,,,,
AP022497,"March, 2025",57.1%,100.00%,,,,,
AP022546,"March, 2025",,100.00%,,,,,
AP022581,"March, 2025",100.0%,100.00%,,,,,
AP022585,"March, 2025",,28.57%,,,,,
AP022599,"March, 2025",85.7%,100.00%,,,,,
AP022712,"March, 2025",57.1%,,,,,,
AP022744,"March, 2025",85.7%,14.29%,,,,,
AP022750,"March, 2025",42.9%,,,,,,
AP022759,"March, 2025",,100.00%,,,,,
AP022885,"March, 2025",,14.29%,,,,,
AP022892,"March, 2025",57.1%,100.00%,,,,,
AP022984,"March, 2025",,100.00%,,,,,
AP022987,"March, 2025",,100.00%,,,,,
AP023037,"March, 2025",,100.00%,,,,,
AP023233,"March, 2025",,85.71%,,,,,
AP023266,"March, 2025",100.0%,100.00%,,,,,
AP023286,"March, 2025",42.9%,14.29%,,,,,
AP023310,"March, 2025",71.4%,100.00%,,,,,
AP023399,"March, 2025",57.1%,,,,,,
AP023423,"March, 2025",100.0%,16.67%,,,,,
AP023638,"March, 2025",42.9%,100.00%,,,,,
AP024192,"March, 2025",85.7%,100.00%,,,,,
AP024226,"March, 2025",28.6%,100.00%,,14.29%,,,
AP024356,"March, 2025",,71.43%,,,,,
AP024359,"March, 2025",85.7%,85.71%,,,,,
AP024364,"March, 2025",,100.00%,,,,,
AP024381,"March, 2025",71.4%,71.43%,,,,,
AP024390,"March, 2025",85.7%,100.00%,,,,,
AP024394,"March, 2025",,100.00%,,,,,
AP024404,"March, 2025",85.7%,100.00%,,14.29%,,,
AP024418,"March, 2025",42.9%,100.00%,,14.29%,,,
AP024530,"March, 2025",71.4%,100.00%,,,,,
AP024644,"March, 2025",,16.67%,,16.67%,,,
AP024717,"March, 2025",,75.00%,,,,,
AP024802,"March, 2025",100.0%,85.71%,,,,,
AP024824,"March, 2025",57.1%,14.29%,,,,,
AP025028,"March, 2025",,57.14%,,,,,
AP025039,"March, 2025",85.7%,100.00%,,,,,
AP025108,"March, 2025",85.7%,100.00%,,,,,
AP025293,"March, 2025",,85.71%,,,,,
AP025354,"March, 2025",85.7%,,,,,,
AP025424,"March, 2025",,83.33%,,,,,
AP025425,"March, 2025",28.6%,100.00%,,,,,
AP025426,"March, 2025",71.4%,100.00%,,,,,
AP025519,"March, 2025",85.7%,100.00%,,,,,
AP025522,"March, 2025",,100.00%,,,,,
AP025535,"March, 2025",85.7%,,,,,,
AP025664,"March, 2025",28.6%,16.67%,,,,,
AP025739,"March, 2025",,100.00%,,,,,
AP025749,"March, 2025",,100.00%,,,,,
AP025780,"March, 2025",42.9%,,,,,,
AP025784,"March, 2025",85.7%,,,,,,
AP025829,"March, 2025",71.4%,42.86%,,,,,
AP026030,"March, 2025",71.4%,100.00%,,,,,
AP026071,"March, 2025",57.1%,100.00%,,,,,
AP026074,"March, 2025",,100.00%,,,,,
AP026149,"March, 2025",,33.33%,,,,,
AP026171,"March, 2025",71.4%,,,,,,
AP026215,"March, 2025",,85.71%,,,,,
AP026268,"March, 2025",,100.00%,,,,,
AP026370,"March, 2025",14.3%,100.00%,,,,,
AP026786,"March, 2025",71.4%,100.00%,,,,,
AP026918,"March, 2025",71.4%,100.00%,,,,,
AP026923,"March, 2025",100.0%,,,,,,
AP027628,"March, 2025",85.7%,42.86%,,,,,
AP027663,"March, 2025",85.7%,,,,,,
AP027730,"March, 2025",57.1%,,,,,,
AP027844,"March, 2025",42.9%,,,,,,
AP028163,"March, 2025",57.1%,100.00%,,,,,
AP028191,"March, 2025",85.7%,,,,,,
AP028280,"March, 2025",42.9%,,,,,,
AP028348,"March, 2025",85.7%,16.67%,,16.67%,,,
AP028464,"March, 2025",,85.71%,,,,,
AP028482,"March, 2025",,71.43%,,,,,
AP028524,"March, 2025",100.0%,,,,,,
AP028528,"March, 2025",71.4%,100.00%,,,,,
AP028611,"March, 2025",42.9%,,,,,,
AP028666,"March, 2025",42.9%,,,,,,
AP028729,"March, 2025",40.0%,57.14%,,,,,
AP028731,"March, 2025",,42.86%,,,,,
AP028763,"March, 2025",100.0%,100.00%,,,,,
AP029003,"March, 2025",42.9%,100.00%,,,,,
AP029054,"March, 2025",57.1%,85.71%,,,,,
AP029112,"March, 2025",,100.00%,,,,,
AP029150,"March, 2025",28.6%,14.29%,,,,,
AP029263,"March, 2025",,100.00%,,,,,
AP029308,"March, 2025",42.9%,,,,,,
AP029326,"March, 2025",,100.00%,,,,,
AP029366,"March, 2025",,14.29%,,,,,
AP029559,"March, 2025",,100.00%,,,,,
AP029675,"March, 2025",85.7%,,,,,,
AP030285,"March, 2025",,85.71%,,,,,
AP030409,"March, 2025",,100.00%,,,,,
AP030881,"March, 2025",,14.29%,,,,,
AP030985,"March, 2025",71.4%,,,,,,
AP031008,"March, 2025",57.1%,,,,,,
AP031077,"March, 2025",57.1%,100.00%,,,,,
AP031150,"March, 2025",,100.00%,,,,,
AP031194,"March, 2025",100.0%,100.00%,,,,,
AP031331,"March, 2025",100.0%,100.00%,,,,,
AP031588,"March, 2025",,100.00%,,,,,
AP031674,"March, 2025",,100.00%,,14.29%,,,
AP031780,"March, 2025",71.4%,28.57%,,,,,
AP031826,"March, 2025",100.0%,,,,,,
AP032034,"March, 2025",85.7%,,,,,,
AP032306,"March, 2025",,100.00%,,,,,
AP032322,"March, 2025",71.4%,33.33%,,,,,
AP032398,"March, 2025",85.7%,,,,,,
AP032483,"March, 2025",57.1%,,,,,,
AP032499,"March, 2025",28.6%,,,,,,
AP032612,"March, 2025",,100.00%,,,,,
AP032833,"March, 2025",,100.00%,,14.29%,,,
AP032915,"March, 2025",85.7%,100.00%,,,,,
AP033025,"March, 2025",71.4%,,,,,,
AP033039,"March, 2025",100.0%,71.43%,,,,,
AP033278,"March, 2025",57.1%,100.00%,,,,,
AP033316,"March, 2025",,100.00%,,14.29%,,,
AP033399,"March, 2025",14.3%,100.00%,,,,,
AP033411,"March, 2025",,42.86%,,,,,
AP033651,"March, 2025",85.7%,100.00%,,,,,
AP033665,"March, 2025",,100.00%,,,,,
AP033673,"March, 2025",42.9%,100.00%,,,,,
AP033676,"March, 2025",57.1%,,,,,,
AP033764,"March, 2025",57.1%,57.14%,,,,,
AP033766,"March, 2025",,100.00%,,,,,
AP033830,"March, 2025",,57.14%,,,,,
AP033840,"March, 2025",,100.00%,,,,,
AP033868,"March, 2025",,83.33%,,,,,
AP033906,"March, 2025",42.9%,100.00%,,,,,
AP033959,"March, 2025",57.1%,100.00%,,,,,
AP033976,"March, 2025",28.6%,57.14%,,,,,
AP034006,"March, 2025",71.4%,83.33%,,,,,
AP034055,"March, 2025",14.3%,100.00%,,,,,
AP034062,"March, 2025",42.9%,100.00%,,,,,
AP034222,"March, 2025",57.1%,71.43%,,,,,
AP034227,"March, 2025",,100.00%,,,,,
AP034357,"March, 2025",,71.43%,,,,,
AP034364,"March, 2025",42.9%,50.00%,,,,,
AP034365,"March, 2025",71.4%,57.14%,14.29%,,,,
AP034497,"March, 2025",57.1%,85.71%,,,,,
AP034797,"March, 2025",85.7%,100.00%,,14.29%,,,
AP034816,"March, 2025",100.0%,85.71%,,,,,
AP034818,"March, 2025",71.4%,28.57%,,28.57%,,,
AP034820,"March, 2025",,100.00%,,,,,
AP034829,"March, 2025",42.9%,100.00%,,,,,
AP035081,"March, 2025",100.0%,100.00%,,,,,
AP035129,"March, 2025",,100.00%,,,,,
AP035140,"March, 2025",100.0%,100.00%,,,,,
AP035141,"March, 2025",100.0%,100.00%,,,,,
AP035154,"March, 2025",,100.00%,,,,,
AP035157,"March, 2025",,100.00%,,,,,
AP035170,"March, 2025",100.0%,100.00%,,,,,
AP035182,"March, 2025",100.0%,,,,,,
AP035218,"March, 2025",50.0%,100.00%,,,,,
AP035405,"March, 2025",100.0%,,,,,,
AP035483,"March, 2025",100.0%,100.00%,,,,,
AP035578,"March, 2025",,33.33%,,,,,
AP035584,"March, 2025",,100.00%,,,,,
AP035637,"March, 2025",100.0%,25.00%,,,,,
AP063412,"March, 2025",,57.14%,,,,,
AP490398,"March, 2025",,100.00%,,28.57%,,,
AP491978,"March, 2025",42.9%,50.00%,,,,,
AP494935,"March, 2025",,57.14%,,14.29%,,,
AP497572,"March, 2025",57.1%,,,,,,
APO20174,"March, 2025",42.9%,100.00%,,,,,
AS000047,"March, 2025",85.7%,100.00%,,,,,
AS000087,"March, 2025",100.0%,100.00%,,,,,
AS000090,"March, 2025",100.0%,100.00%,,,,,
AS000144,"March, 2025",85.7%,,,,,,
AS000145,"March, 2025",28.6%,,,,,,
AS000150,"March, 2025",,14.29%,,,,,
AS000244,"March, 2025",71.4%,,,,,,
AS000314,"March, 2025",,100.00%,,,,,
AS000357,"March, 2025",,100.00%,,,,,
AS000487,"March, 2025",42.9%,,,,,,
AS000595,"March, 2025",100.0%,85.71%,,,,,
AS000607,"March, 2025",85.7%,100.00%,,,,,
AS001065,"March, 2025",71.4%,,,,,,
AS001076,"March, 2025",,100.00%,,,,,
AS001340,"March, 2025",100.0%,25.00%,,,,,
AS001383,"March, 2025",,85.71%,,,,,
AS001982,"March, 2025",85.7%,,,,,,
AS001988,"March, 2025",71.4%,14.29%,,,,,
AS002005,"March, 2025",,16.67%,,,,,
AS002346,"March, 2025",85.7%,100.00%,,,,,
AS002378,"March, 2025",28.6%,,,,,,
AS002613,"March, 2025",57.1%,14.29%,,,,,
AS002618,"March, 2025",57.1%,,,,,,
AS002630,"March, 2025",,100.00%,,,,,
AS002776,"March, 2025",42.9%,66.67%,,,,,
AS002787,"March, 2025",42.9%,100.00%,,,,,
AS003035,"March, 2025",42.9%,,,,,,
AS003057,"March, 2025",,85.71%,,,,,
AS003243,"March, 2025",28.6%,100.00%,,,,,
AS003282,"March, 2025",,85.71%,,,,,
AS003388,"March, 2025",57.1%,100.00%,,14.29%,,,
AS003456,"March, 2025",42.9%,100.00%,,14.29%,,,
AS003621,"March, 2025",42.9%,,,,,,
AS003634,"March, 2025",85.7%,,,,,,
AS005342,"March, 2025",42.9%,,,,,,
AS005542,"March, 2025",100.0%,85.71%,,,,,
AS005563,"March, 2025",85.7%,66.67%,,,,,
AS005623,"March, 2025",,100.00%,,,,,
AS005657,"March, 2025",,14.29%,,14.29%,,,
AS005658,"March, 2025",57.1%,,,,,,
AS005662,"March, 2025",71.4%,100.00%,,,,,
AS005774,"March, 2025",57.1%,85.71%,,,,,
AS005778,"March, 2025",,100.00%,,,,,
AS005789,"March, 2025",85.7%,,,,,,
AS005874,"March, 2025",85.7%,100.00%,,,,,
AS005970,"March, 2025",,85.71%,,,,,
AS006057,"March, 2025",71.4%,71.43%,,,,,
AS006060,"March, 2025",57.1%,,,,,,
AS006085,"March, 2025",,28.57%,,,,,
AS006095,"March, 2025",100.0%,,,,,,
AS006099,"March, 2025",,14.29%,,,,,
AS006107,"March, 2025",,14.29%,,,,,
AS006225,"March, 2025",71.4%,71.43%,,14.29%,,,
AS006250,"March, 2025",,42.86%,,,,,
AS006290,"March, 2025",42.9%,,,,,,
AS006344,"March, 2025",100.0%,,,,,,
AS006532,"March, 2025",100.0%,,,,,,
AS006535,"March, 2025",85.7%,,,,,,
AS006585,"March, 2025",57.1%,,,,,,
AS006779,"March, 2025",,71.43%,,,,,
AS006816,"March, 2025",,28.57%,,,,,
AS006826,"March, 2025",57.1%,100.00%,,14.29%,,,
AS006832,"March, 2025",28.6%,100.00%,,,,,
AS006992,"March, 2025",85.7%,100.00%,,,,,
AS007040,"March, 2025",42.9%,100.00%,,,,,
AS007058,"March, 2025",85.7%,100.00%,,,,,
AS007068,"March, 2025",,100.00%,,33.33%,,,
AS007088,"March, 2025",85.7%,28.57%,,,,,
AS007090,"March, 2025",,100.00%,,,,,
AS007092,"March, 2025",57.1%,71.43%,,,,,
AS007103,"March, 2025",71.4%,14.29%,,,,,
AS007118,"March, 2025",85.7%,14.29%,,,,,
AS007171,"March, 2025",28.6%,,,,,,
AS007208,"March, 2025",42.9%,100.00%,,,,,
AS007220,"March, 2025",100.0%,,,,,,
AS007226,"March, 2025",100.0%,85.71%,14.29%,,,,
AS007299,"March, 2025",28.6%,100.00%,,,,,
AS007379,"March, 2025",57.1%,,,,,,
AS007396,"March, 2025",71.4%,71.43%,,,,,
AS007567,"March, 2025",71.4%,85.71%,,,,,
AS007658,"March, 2025",,100.00%,,,,,
AS007722,"March, 2025",,100.00%,,,,,
AS007901,"March, 2025",,71.43%,,,,,
AS008010,"March, 2025",,85.71%,,14.29%,,,
AS008098,"March, 2025",100.0%,100.00%,100.00%,,,,
AS008171,"March, 2025",85.7%,100.00%,,,,,
AS008214,"March, 2025",42.9%,,,,,,
AS008245,"March, 2025",,85.71%,,,,,
AS008397,"March, 2025",,85.71%,,,,,
AS008441,"March, 2025",,85.71%,,,,,
AS008470,"March, 2025",,50.00%,,,,,
AS008525,"March, 2025",100.0%,100.00%,,,,,
AS009116,"March, 2025",71.4%,,,,,,
AS009120,"March, 2025",50.0%,,,,,,
AS009289,"March, 2025",,100.00%,,,,,
AS010045,"March, 2025",66.7%,12.50%,,,,,
AS010451,"March, 2025",28.6%,100.00%,,,,,
AS010680,"March, 2025",100.0%,100.00%,,,,,
AS011139,"March, 2025",42.9%,,,,,,
AS011169,"March, 2025",,50.00%,,,,,
